"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session","DTcheck","rdif","confwidth","absrdif","confdiff","prevtrlconfdiff","prevtrlcw","prevtrlabsrdif"
"1","cued",1,0,0,20,1,2,1,1,0,1,1,1,1,123,17,123,17,116,0.629864444547,1.90990321588,121,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.379713012795,1,1.210251569,133,1,"b",0,-2,12,2,-10,NA,NA,NA
"2","cued",1,1,1,20,2,1,1,1,0,1,1,2,1,160,78,78,160,179,0.739882015436,2.22991546262,77,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.349685658932,1,1.10022618616,88,1.4,"b",0,-1,11,1,-10,-10,12,2
"3","cued",1,0,1,20,1,2,2,2,0,1,1,3,1,33,142,142,33,117,0.419885092146,1.23995352488,151,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.299698458522,1,0.800320410357,161,1.2,"b",0,9,10,9,-1,-10,11,1
"4","cued",1,0,1,20,1,2,2,2,0,1,1,4,1,49,91,91,49,18,0.429860959212,1.81978960601,97,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.319707280021,1,0.750293849707,106,1.2,"b",0,6,9,6,-3,-1,10,9
"5","cued",1,0,1,20,1,2,2,2,0,1,1,5,1,26,63,63,26,171,0.799859504987,1.700062075,32,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.289655588915,1,0.960255775439,59,1.2,"b",0,-31,27,31,4,-3,9,6
"6","neutral",0,1,1,20,2,1,0,1,1,1,1,6,1,114,102,102,114,91,0.509853880378,1.20984534732,128,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.249526775779,1,0.890093599246,113,1.4,"b",0,26,15,26,11,4,27,31
"7","cued",1,0,0,20,1,2,1,1,0,1,1,7,1,0,170,0,170,25,0.479829230655,1.91995930572,178,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.279671609433,1,0.940248456238,168,1.4,"b",0,-2,10,2,-8,11,15,26
"8","cued",1,0,1,20,1,2,2,2,0,1,1,8,1,55,102,102,55,31,0.329873939076,1.1698517411,116,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,1.46951654813,1,2.03005709939,128,1.3,"b",0,14,12,14,2,-8,10,2
"9","cued",1,1,1,20,2,1,1,1,0,1,1,9,1,28,82,82,28,80,0.459901533308,1.49996905264,88,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.289621636954,1,1.08025672489,100,1.1,"b",0,6,12,6,-6,2,12,14
"10","neutral",0,0,1,20,1,2,0,2,2,1,1,10,1,7,130,130,7,66,0.539892351255,1.54995955811,141,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.259635145627,1,1.11030420956,130,1.1,"b",0,11,11,11,0,-6,12,6
"11","cued",1,1,0,20,2,1,2,2,0,1,1,11,1,116,53,116,53,86,0.419883289387,1.12002859176,111,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.249636143153,1,1.15016050564,99,1.3,"b",0,-5,12,5,-7,0,11,11
"12","neutral",0,0,1,20,1,2,0,2,2,1,1,12,1,93,45,45,93,84,0.4899084559,1.26999409897,50,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.27964036161,1,0.760289547123,61,1.3,"b",0,5,11,5,-6,-7,12,5
"13","cued",1,1,0,20,2,1,2,2,0,1,1,13,1,173,127,173,127,107,0.929803571385,2.46977764771,168,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.269709263057,1,1.02026060683,178,1.3,"b",1,-5,10,5,-5,-6,11,5
"14","neutral",0,1,0,20,2,1,0,2,2,1,1,14,1,114,133,114,133,19,0.469917661991,1.44987428761,112,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.309755149279,1,0.870375923312,104,1,"b",0,-2,8,2,-6,-5,10,5
"15","cued",1,1,0,20,2,1,2,2,0,1,1,15,1,4,120,4,120,57,0.619842306665,1.5598978677,7,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.289698554669,1,0.900265666576,19,1.3,"b",0,3,12,3,-9,-6,8,2
"16","neutral",0,0,1,20,1,2,0,2,2,1,1,16,1,105,117,117,105,38,0.349895079429,1.87987856616,142,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.269679517534,1,0.830324929271,127,1.5,"b",0,25,15,25,10,-9,12,3
"17","neutral",0,1,0,20,2,1,0,2,2,1,1,17,1,18,27,18,27,141,0.539906472866,1.57994725127,23,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.399686380037,1,1.0005474378,34,1,"b",0,5,11,5,-6,10,15,25
"18","neutral",0,0,1,20,1,2,0,2,2,1,1,18,1,54,90,90,54,9,0.599897783568,2.07982977148,91,"[ 2.]",1,12,22,32,42,52,62,72,77,1,0.349683856173,1,0.810280353051,102,1.3,"b",0,1,11,1,-10,-6,11,5
"19","neutral",0,1,1,20,2,1,0,1,1,1,1,19,1,177,27,27,177,75,0.45990964572,1.58997299467,18,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.299714683351,1,0.900254249102,30,1.1,"b",0,-9,12,9,-3,-10,11,1
"20","cued",1,1,0,20,2,1,2,2,0,1,1,20,1,104,25,104,25,48,0.359926832023,1.35988236397,101,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.2897117749,1,1.08028556903,114,1.2,"b",0,-3,13,3,-10,-3,12,9
"21","neutral",0,1,0,20,2,1,0,2,2,1,1,21,1,41,97,41,97,122,0.739907254061,1.5299597504,25,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.289712976739,1,0.850339459508,35,1.2,"b",0,-16,10,16,6,-10,13,3
"22","neutral",0,0,0,20,1,2,0,1,1,1,1,22,1,142,29,142,29,0,0.429947491642,1.68997113182,146,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.299699359899,1,0.910294715031,157,1.1,"b",0,4,11,4,-7,6,10,16
"23","neutral",0,0,0,20,1,2,0,1,1,1,1,23,1,157,25,157,25,152,0.41985714938,1.36993544921,153,"[ 2.]",1,11,21,31,41,51,61,71,76,1,0.299679830012,1,1.220213014,165,1,"b",0,-4,12,4,-8,-7,11,4
"24","neutral",0,1,1,20,2,1,0,1,1,1,1,24,1,57,58,58,57,53,0.579900379542,1.39996941319,40,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.939606373595,1,1.57017149045,50,1.1,"b",0,-18,10,18,8,-8,12,4
"25","cued",1,0,0,20,1,2,1,1,0,1,1,25,1,60,160,60,160,101,0.409874972658,1.36007525918,77,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.539664903168,1,1.23024777119,88,1.4,"b",0,17,11,17,6,8,10,18
"26","cued",1,1,1,20,2,1,1,1,0,1,1,26,1,14,89,89,14,179,0.459856764794,1.62990981398,91,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.309680334785,1,0.77036727007,108,1.1,"b",0,2,17,2,-15,6,11,17
"27","cued",1,0,0,20,1,2,1,1,0,1,1,27,1,65,155,65,155,174,0.6998571614,1.55992070264,78,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.309652992941,1,0.93023983905,94,1.3,"b",0,13,16,13,-3,-15,17,2
"28","neutral",0,0,0,20,1,2,0,1,1,1,1,28,1,163,138,163,138,94,0.479875501467,1.4099344637,157,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.269638955457,1,0.830205045801,170,1.3,"b",0,-6,13,6,-7,-3,16,13
"29","neutral",0,1,1,20,2,1,0,1,1,1,1,29,1,81,131,131,81,64,0.479887219401,1.70991835906,159,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.25967931322,1,0.770338726386,148,1.1,"b",0,28,11,28,17,-7,13,6
"30","neutral",0,0,0,20,1,2,0,1,1,1,1,30,1,72,50,72,50,12,0.419905823874,1.9098776768,68,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.279715176106,1,0.820269139891,84,1.4,"b",0,-4,16,4,-12,17,11,28
"31","cued",1,1,1,20,2,1,1,1,0,1,1,31,1,80,1,1,80,62,0.399941169966,1.5599546546,177,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.519682221673,1,1.40023471921,-175,1.5,"b",0,-4,8,4,-4,-12,16,4
"32","neutral",0,1,0,20,2,1,0,2,2,1,1,32,1,61,116,61,116,137,0.459913852161,1.47997375183,69,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.799653690006,1,1.29037368789,84,1.1,"b",0,8,15,8,-7,-4,8,4
"33","cued",1,1,1,20,2,1,1,1,0,1,1,33,2,165,176,176,165,20,0.479862281236,1.639893493,174,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.299678928632,1,0.900279187268,165,1.1,"b",0,-2,9,2,-7,-7,15,8
"34","cued",1,0,0,20,1,2,1,1,0,1,1,34,2,142,132,142,132,117,0.34994705898,1.00004206438,121,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.419680779465,1,0.91028239618,105,1.3,"b",0,-21,16,21,5,-7,9,2
"35","cued",1,0,0,20,1,2,1,1,0,1,1,35,2,115,64,115,64,110,0.37996059169,1.02992970442,111,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.339655709096,1,0.860211067016,127,1.4,"b",0,-4,16,4,-12,5,16,21
"36","cued",1,0,1,20,1,2,2,2,0,1,1,36,2,46,133,133,46,141,0.379894790987,1.30001634501,134,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.27970706369,1,1.15026085922,118,1.1,"b",0,1,16,1,-15,-12,16,4
"37","cued",1,1,0,20,2,1,2,2,0,1,1,37,2,175,140,175,140,167,0.379921531912,0.980000793214,176,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.499630434417,1,1.09018602069,-174,1,"b",0,1,10,1,-9,-15,16,1
"38","cued",1,0,1,20,1,2,2,2,0,1,1,38,2,145,36,36,145,10,0.299868218322,1.30995375323,27,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.36963198479,1,1.04030848811,14,1.1,"b",0,-9,13,9,-4,-9,10,1
"39","cued",1,0,1,20,1,2,2,2,0,1,1,39,2,71,70,70,71,34,0.319932925349,1.34996328381,72,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.379685370492,1,1.12027046192,78,1.2,"b",0,2,6,2,-4,-4,13,9
"40","cued",1,1,1,20,2,1,1,1,0,1,1,40,2,109,13,13,109,89,0.5098499744,1.80989245942,21,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.279743118868,1,0.820311504725,33,1.5,"b",0,8,12,8,-4,-4,6,2
"41","cued",1,1,1,20,2,1,1,1,0,1,1,41,2,37,135,135,37,65,0.559904177353,1.54988474361,136,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.259707556444,1,1.02030657719,151,1.2,"b",0,1,15,1,-14,-4,12,8
"42","neutral",0,1,0,20,2,1,0,2,2,1,1,42,2,20,85,20,85,124,0.419968319517,1.58022217201,18,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.349700681923,1,0.86028828519,5,1.5,"b",0,-2,13,2,-11,-14,15,1
"43","neutral",0,1,0,20,2,1,0,2,2,1,1,43,2,65,165,65,165,32,0.469907145896,1.79994874155,69,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.309697160534,1,0.770425258816,83,1.4,"b",0,4,14,4,-10,-11,13,2
"44","cued",1,0,0,20,1,2,1,1,0,1,1,44,2,124,60,124,60,86,0.359913912253,1.10999713962,110,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.399700802107,1,0.970307057922,125,1.1,"b",0,-14,15,14,-1,-10,14,4
"45","neutral",0,0,1,20,1,2,0,2,2,1,1,45,2,89,149,149,89,127,0.459932480668,1.65991643611,159,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.279685130123,1,0.920253455888,146,1.4,"b",0,10,13,10,-3,-1,15,14
"46","neutral",0,0,1,20,1,2,0,2,2,1,1,46,2,8,86,86,8,148,0.489921676133,1.69990313175,99,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.379673051639,1,1.37019144098,88,1.5,"b",0,13,11,13,2,-3,13,10
"47","cued",1,1,1,20,2,1,1,1,0,1,1,47,2,143,18,18,143,165,0.389948176689,1.90991343151,11,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.409732554703,1,1.14026215721,-1,1.3,"b",0,-7,12,7,-5,2,11,13
