"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session","DTcheck","rdif","confwidth","absrdif","confdiff","prevtrlconfdiff","prevtrlcw","prevtrlabsrdif"
"1","cued",1,0,1,4,1,2,2,2,0,1,1,1,1,41,118,118,41,112,2.67973185371,3.54971165949,114,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,1.03964986297,0,NA,120,1.1,"b",0,-4,6,4,-2,NA,NA,NA
"2","cued",1,0,1,4,1,2,2,2,0,1,1,2,1,97,173,173,97,2,0.529856681591,2.43981595966,174,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.699699806166,1,2.09020657814,167,1.4,"b",0,1,7,1,-6,-2,6,4
"3","neutral",0,1,0,4,2,1,0,2,2,1,1,3,1,147,9,147,9,126,1.30978404731,3.03976764495,154,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.499670841382,1,1.64024784695,-180,1.3,"b",0,7,26,7,-19,-6,7,1
"4","neutral",0,0,1,4,1,2,0,2,2,1,1,4,1,94,102,102,94,146,1.07983905933,2.90978621069,112,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.469666481658,1,2.24034766119,103,1.1,"b",0,10,9,10,1,-19,26,7
"5","cued",1,0,0,4,1,2,1,1,0,1,1,5,1,177,122,177,122,166,0.469923679077,2.37992712541,176,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.709614525374,1,1.98015343508,-174,1.3,"b",0,-1,10,1,-9,1,9,10
"6","cued",1,0,0,4,1,2,1,1,0,1,1,6,1,168,149,168,149,27,0.469969049213,NA,173,"[ 1.6]",2,13,23,33,43,53,63,73,78,0,0.469735288003,1,1.93029710208,178,1.3,"b",0,5,5,5,0,-9,10,1
"7","cued",1,0,1,4,1,2,2,2,0,1,1,7,1,165,68,68,165,141,0.409869289026,1.97986438847,81,"[ 2.]",2,14,24,34,44,54,64,74,79,1,2.75936569594,1,4.08989740052,88,1.1,"b",0,13,7,13,6,0,5,5
"8","cued",1,1,0,4,2,1,2,2,0,1,1,8,1,178,152,178,152,53,1.00986093614,2.89980959584,0,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.509700338007,1,2.37016774621,-9,1.1,"b",0,2,9,2,-7,6,7,13
"9","neutral",0,1,1,4,2,1,0,1,1,1,1,9,1,100,141,141,100,96,1.40979086788,3.27976346255,146,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.459660421358,1,1.40021687513,153,1.2,"b",0,5,7,5,-2,-7,9,2
"10","neutral",0,1,1,4,2,1,0,1,1,1,1,10,1,153,150,150,153,92,0.919921170163,NA,168,"[ 1.8]",1,12,22,32,42,52,62,72,77,0,0.519643901789,1,2.15014408767,153,1.1,"b",0,18,15,18,3,-2,7,5
"11","neutral",0,1,0,4,2,1,0,2,2,1,1,11,1,80,9,80,9,93,0.749864115031,1.84989737644,71,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.739620988374,1,1.66024644679,80,1.2,"b",0,-9,9,9,0,3,15,18
"12","cued",1,0,1,4,1,2,2,2,0,1,1,12,1,74,0,0,74,111,0.429969145334,NA,178,"[ 1.5]",2,14,24,34,44,54,64,74,79,0,0.46972176712,1,1.68028050143,-176,1.4,"b",0,-2,6,2,-4,0,9,9
"13","neutral",0,0,0,4,1,2,0,1,1,1,1,13,1,122,110,122,110,48,0.619924445229,2.29989156243,119,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.699619882682,1,1.55015123868,111,1.1,"b",0,-3,8,3,-5,-4,6,2
"14","cued",1,1,1,4,2,1,1,1,0,1,1,14,1,69,43,43,69,53,0.459886069992,1.80994765012,39,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.70959799987,1,2.12015144597,32,1.5,"b",0,-4,7,4,-3,-5,8,3
"15","neutral",0,0,0,4,1,2,0,1,1,1,1,15,1,125,152,125,152,10,0.579952184111,2.17997057253,121,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.649694442865,1,1.62022971694,115,1.3,"b",0,-4,6,4,-2,-3,7,4
"16","cued",1,1,0,4,2,1,2,2,0,1,1,16,1,83,162,83,162,86,0.589856988052,2.05984346417,79,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.579749370751,1,1.86033039651,74,1.4,"b",0,-4,5,4,-1,-2,6,4
"17","cued",1,1,1,4,2,1,1,1,0,1,1,17,1,42,26,26,42,46,0.429942704446,1.87994680577,27,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.719678575348,1,1.6303238133,32,1.2,"b",0,1,5,1,-4,-1,5,4
"18","neutral",0,0,0,4,1,2,0,1,1,1,1,18,1,2,47,2,47,43,0.729919598787,2.42984054663,8,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,1.1095934328,0,NA,14,1.5,"b",0,6,6,6,0,-4,5,1
"19","neutral",0,0,1,4,1,2,0,2,2,1,1,19,1,52,84,84,52,111,0.959845357051,2.22989210632,77,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.629633046046,1,1.70032537275,83,1.1,"b",0,-7,6,7,1,0,6,6
"20","cued",1,1,1,4,2,1,1,1,0,1,1,20,1,4,157,157,4,27,0.549907261739,2.16990562121,161,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.689710872248,1,1.76024695759,155,1.2,"b",0,4,6,4,-2,1,6,7
"21","neutral",0,0,1,4,1,2,0,2,2,1,1,21,1,133,29,29,133,173,0.699853042897,2.47972602467,24,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.639696495025,1,1.53026230825,33,1.1,"b",0,-5,9,5,-4,-2,6,4
"22","neutral",0,1,0,4,2,1,0,2,2,1,1,22,1,74,8,74,8,22,0.69989420654,2.49985081947,66,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.709558338567,1,1.81002937641,76,1.4,"b",0,-8,10,8,-2,-4,9,5
"23","cued",1,1,0,4,2,1,2,2,0,1,1,23,1,103,40,103,40,175,0.46988281596,NA,94,"[ 1.8]",2,13,23,33,43,53,63,73,78,0,0.77963681682,1,2.02017917886,105,1,"b",0,-9,11,9,-2,-2,10,8
"24","cued",1,0,0,4,1,2,1,1,0,1,1,24,1,18,125,18,125,53,0.479847412265,2.07985227974,22,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.829714291554,1,1.7003169597,30,1.2,"b",0,4,8,4,-4,-2,11,9
"25","cued",1,0,0,4,1,2,1,1,0,1,1,25,1,150,61,150,61,21,0.469935096742,NA,152,"[ 1.8]",2,13,23,33,43,53,63,73,78,0,0.449549198442,1,1.45018768497,146,1.5,"b",0,2,6,2,-4,-4,8,4
"26","neutral",0,0,0,4,1,2,0,1,1,1,1,26,1,122,43,122,43,14,0.809887857758,2.08985323226,116,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.659665949875,1,1.62024383876,124,1.4,"b",0,-6,8,6,-2,-4,6,2
"27","neutral",0,1,0,4,2,1,0,2,2,1,1,27,1,8,87,8,87,137,0.74982986215,2.41985972528,1,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.379660313134,1,1.56032706134,-4,1.3,"b",0,-7,5,7,2,-2,8,6
"28","neutral",0,1,1,4,2,1,0,1,1,1,1,28,1,69,53,53,69,50,0.789826761349,2.16983350978,38,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.439708393475,1,1.73022006301,29,1.1,"b",0,-15,9,15,6,2,5,7
"29","cued",1,1,1,4,2,1,1,1,0,1,1,29,1,118,125,125,118,174,0.349895723863,1.77990032395,121,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,1.079631739,1,2.01026295731,115,1.4,"b",0,-4,6,4,-2,6,9,15
"30","cued",1,1,0,4,2,1,2,2,0,1,1,30,1,101,2,101,2,38,0.739857153269,NA,103,"[ 1.8]",2,13,23,33,43,53,63,73,78,0,0.649653279281,1,2.20029517607,95,1,"b",0,2,8,2,-6,-2,6,4
"31","neutral",0,1,1,4,2,1,0,1,1,1,1,31,1,170,40,40,170,52,0.639916434884,1.79992776841,51,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.439642591751,1,1.52025925257,62,1.4,"b",0,11,11,11,0,-6,8,2
"32","neutral",0,0,1,4,1,2,0,2,2,1,1,32,1,104,31,31,104,1,1.58979809709,3.52975782886,34,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.449664276326,0,NA,41,1.1,"b",0,3,7,3,-4,0,11,11
