"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session","DTcheck","rdif","confwidth","absrdif","confdiff","prevtrlconfdiff","prevtrlcw","prevtrlabsrdif"
"1","neutral",0,1,1,9,2,1,0,1,1,1,1,1,1,36,160,160,36,33,5.60928915694,7.12929950487,162,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,1.42959759366,0,NA,177,1.1,"a",1,2,15,2,-13,NA,NA,NA
"2","cued",1,1,0,9,2,1,2,2,0,1,1,2,1,58,123,58,123,96,1.099790788,2.13984243149,43,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,2.24949109174,1,2.97004750011,59,1.1,"a",0,-15,16,15,-1,-13,15,2
"3","cued",1,1,1,9,2,1,1,1,0,1,1,3,1,86,113,113,86,119,3.79952064222,4.49966693738,107,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,1.829562079,1,2.78026730942,118,1.3,"a",1,-6,11,6,-5,-1,16,15
"4","neutral",0,1,0,9,2,1,0,2,2,1,1,4,1,92,162,92,162,135,2.40975865955,3.5697467973,111,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,1.94941564562,1,3.11998366686,125,1.5,"a",0,19,14,19,5,-5,11,6
"5","cued",1,1,0,9,2,1,2,2,0,1,1,5,1,32,97,32,97,113,5.70928606218,NA,49,"[ 1.6]",2,13,23,33,43,53,63,73,78,0,5.03914544876,1,6.46985505391,95,1.3,"a",1,17,46,17,-29,5,14,19
"6","neutral",0,1,0,9,2,1,0,2,2,1,1,6,1,125,161,125,161,65,1.44981991783,2.78990283946,128,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,1.26955176713,1,2.27042731468,143,1.2,"a",0,3,15,3,-12,-29,46,17
"7","neutral",0,0,1,9,1,2,0,2,2,1,1,7,1,62,141,141,62,152,1.6597800675,2.58983721846,148,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,1.89953978168,1,3.07005101552,157,1.3,"a",0,7,9,7,-2,-12,15,3
"8","cued",1,1,1,9,2,1,1,1,0,1,1,8,1,137,49,49,137,66,1.78978055125,2.86999651163,47,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,1.4495522058,1,2.34010816047,63,1.3,"a",0,-2,16,2,-14,-2,9,7
"9","neutral",0,0,1,9,1,2,0,2,2,1,1,9,1,177,174,174,177,32,1.41979350418,2.80976250547,173,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.869583075311,1,1.68024486487,163,1.1,"a",0,-1,10,1,-9,-14,16,2
"10","cued",1,1,1,9,2,1,1,1,0,1,1,10,1,142,87,87,142,7,1.11983103194,2.34984975376,87,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,1.93947604759,1,3.17997069289,100,1.1,"a",0,0,13,0,-13,-9,10,1
"11","neutral",0,0,1,9,1,2,0,2,2,1,1,11,1,111,123,123,111,71,1.9896688994,3.21975552573,125,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,1.4695143295,1,2.65010427549,140,1.1,"a",0,2,15,2,-13,-13,13,0
"12","neutral",0,0,0,9,1,2,0,1,1,1,1,12,1,120,116,120,116,2,1.8997780484,3.31981883317,112,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,1.74954051781,1,2.80010744537,125,1.2,"a",0,-8,13,8,-5,-13,15,2
"13","cued",1,0,0,9,1,2,1,1,0,1,1,13,1,22,150,22,150,20,4.86940129553,6.31944025049,13,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,1.4995404427,1,2.32018629873,27,1.1,"a",1,-9,14,9,-5,-5,13,8
"14","neutral",0,1,0,9,2,1,0,2,2,1,1,14,1,101,172,101,172,128,2.20975673659,3.22005057985,109,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,2.31945557407,1,3.42005791113,119,1.4,"a",0,8,10,8,-2,-5,14,9
"15","cued",1,0,1,9,1,2,2,2,0,1,1,15,1,24,16,16,24,48,1.7797634339,2.80988028675,17,"[ 2.]",2,14,24,34,44,54,64,74,79,1,3.07941612937,1,3.83005273416,33,1.3,"a",0,1,16,1,-15,-2,10,8
"16","neutral",0,0,0,9,1,2,0,1,1,1,1,16,1,133,177,133,177,54,1.41983556892,2.46986466871,143,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,1.19952899508,1,2.16031053394,154,1.4,"a",0,10,11,10,-1,-15,16,1
"17","cued",1,0,0,9,1,2,1,1,0,1,1,17,1,148,121,148,121,72,1.32973259143,2.59990271026,156,"[ 2.]",2,13,23,33,43,53,63,73,78,1,0.879514260399,1,1.82032436123,165,1.3,"a",0,8,9,8,-1,-1,11,10
"18","neutral",0,1,1,9,2,1,0,1,1,1,1,18,1,5,156,156,5,82,1.68974037942,2.90988800863,143,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,1.9994759935,1,2.91062113699,158,1.5,"a",0,-13,15,13,-2,-1,9,8
"19","neutral",0,0,0,9,1,2,0,1,1,1,1,19,1,24,9,24,9,7,2.47964472119,3.46974027726,23,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.999586864142,1,2.31010698566,38,1.3,"a",0,-1,15,1,-14,-2,15,13
"20","cued",1,1,0,9,2,1,2,2,0,1,1,20,1,145,88,145,88,91,1.82979704063,3.01976171526,155,"[ 2.]",2,13,23,33,43,53,63,73,78,1,0.919628700532,1,2.00018538533,168,1.1,"a",0,10,13,10,-3,-14,15,1
"21","cued",1,0,0,9,1,2,1,1,0,1,1,21,1,57,83,57,83,132,1.28986813605,2.44976313043,41,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.889606192892,1,1.66021994452,62,1.4,"a",0,-16,21,16,-5,-3,13,10
"22","cued",1,0,1,9,1,2,2,2,0,1,1,22,1,69,2,2,69,60,1.16981416097,2.47982319588,1,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.749662505563,1,1.81021410052,-11,1.2,"a",0,-1,12,1,-11,-5,21,16
"23","cued",1,1,1,9,2,1,1,1,0,1,1,23,1,20,21,21,20,161,0.879890138913,2.23989972967,17,"[ 1.5]",2,14,24,34,44,54,64,74,79,1,0.899637732433,1,1.81016001728,5,1.3,"a",0,-4,12,4,-8,-11,12,1
"24","cued",1,0,0,9,1,2,1,1,0,1,1,24,1,100,20,100,20,80,1.10981661876,2.06988936672,108,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.559644048153,1,2.23018457708,124,1,"a",0,8,16,8,-8,-8,12,4
"25","cued",1,1,0,9,2,1,2,2,0,1,1,25,1,129,102,129,102,92,0.999823328084,2.22993699603,143,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.729715705444,1,1.89027622414,161,1.4,"a",0,14,18,14,-4,-8,16,8
"26","cued",1,0,1,9,1,2,2,2,0,1,1,26,1,96,9,9,96,136,1.35986627018,2.65985908912,16,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,2.3195129624,1,3.2101190943,32,1.5,"a",0,7,16,7,-9,-4,18,14
"27","neutral",0,1,1,9,2,1,0,1,1,1,1,27,1,90,74,74,90,27,0.909866976262,1.79990613553,67,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.609680659501,1,1.47022161809,80,1.1,"a",0,-7,13,7,-6,-9,16,7
"28","neutral",0,0,0,9,1,2,0,1,1,1,1,28,1,130,30,130,30,20,0.910819442204,2.11086673499,122,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.6396115261,1,1.54045771847,139,1.5,"a",0,-8,17,8,-9,-6,13,7
"29","neutral",0,1,0,9,2,1,0,2,2,1,1,29,1,98,34,98,34,31,2.16967384502,3.54972367971,84,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.719678457113,1,2.08019462755,106,1.2,"a",0,-14,22,14,-8,-9,17,8
"30","neutral",0,1,1,9,2,1,0,1,1,1,1,30,1,27,138,138,27,118,0.919857652914,2.01993388024,121,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.649709768304,1,1.88022485407,137,1.3,"a",0,-17,16,17,1,-8,22,14
"31","cued",1,0,1,9,1,2,2,2,0,1,1,31,1,113,119,119,113,91,0.909836329094,2.5298312633,129,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.699624692363,1,1.75020093426,142,1.2,"a",0,10,13,10,-3,1,16,17
"32","neutral",0,0,1,9,1,2,0,2,2,1,1,32,1,7,13,13,7,159,2.26972813858,3.80973546385,10,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.85962785323,1,2.06042600166,25,1,"a",0,-3,15,3,-12,-3,13,10
"33","neutral",0,0,0,9,1,2,0,1,1,1,1,33,2,103,27,103,27,36,1.46980607854,2.67992337006,107,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.569599270237,1,1.47019037,116,1.1,"a",0,4,9,4,-5,-12,15,3
"34","neutral",0,1,0,9,2,1,0,2,2,1,1,34,2,37,58,37,58,140,2.09976765239,3.68977583399,23,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.6896421282,1,1.44022765438,44,1.4,"a",0,-14,21,14,-7,-5,9,4
"35","neutral",0,1,1,9,2,1,0,1,1,1,1,35,2,57,98,98,57,58,2.34974098635,3.15974716686,95,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.549724280641,1,1.83050312736,107,1.2,"a",0,-3,12,3,-9,-7,21,14
"36","neutral",0,0,0,9,1,2,0,1,1,1,1,36,2,125,7,125,7,78,1.82970449819,2.86993071036,120,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,1.01966226219,1,2.00020100937,134,1.5,"a",0,-5,14,5,-9,-9,12,3
"37","neutral",0,0,1,9,1,2,0,2,2,1,1,37,2,128,94,94,128,66,1.26982578887,2.80002571959,106,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.70966524578,1,1.81014920064,118,1.2,"a",0,12,12,12,0,-9,14,5
"38","neutral",0,0,1,9,1,2,0,2,2,1,1,38,2,150,101,101,150,117,1.9697539483,2.91971493325,109,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.419679628918,1,1.32048525886,130,1.5,"a",0,8,21,8,-13,0,12,12
"39","cued",1,0,0,9,1,2,1,1,0,1,1,39,2,70,161,70,161,8,1.05985482256,2.3998887688,57,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.60963228505,1,1.73016489679,74,1.1,"a",0,-13,17,13,-4,-13,21,8
"40","cued",1,1,1,9,2,1,1,1,0,1,1,40,2,29,135,135,29,163,3.47962098466,4.57970171892,115,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.619584802971,1,1.94018664126,132,1.1,"a",1,-20,17,20,3,-4,17,13
"41","cued",1,1,1,9,2,1,1,1,0,1,1,41,2,73,126,126,73,5,0.459920263278,1.59014369015,122,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,1.18951187773,1,2.17006775127,135,1.3,"a",0,-4,13,4,-9,3,17,20
"42","neutral",0,0,1,9,1,2,0,2,2,1,1,42,2,23,155,155,23,2,2.73956576567,4.24959715498,160,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.699695901963,1,1.59032126346,145,1.1,"a",0,5,15,5,-10,-9,13,4
"43","cued",1,0,1,9,1,2,2,2,0,1,1,43,2,178,142,142,178,74,1.45980368385,2.77007111646,142,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.439676906728,1,2.38028629864,164,1.3,"a",0,0,22,0,-22,-10,15,5
"44","neutral",0,1,1,9,2,1,0,1,1,1,1,44,2,49,89,89,49,108,1.22982852909,2.61978611281,63,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.459691010434,1,1.84013805648,52,1.4,"a",0,-26,11,26,15,-22,22,0
"45","cued",1,1,1,9,2,1,1,1,0,1,1,45,2,131,111,111,131,165,0.959858217782,2.26991081974,113,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.869624238665,1,1.82017533185,125,1.2,"a",0,2,12,2,-10,15,11,26
"46","cued",1,1,0,9,2,1,2,2,0,1,1,46,2,66,145,66,145,104,1.39976948521,2.75981663378,52,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.559659371738,1,2.33014632821,67,1.5,"a",0,-14,15,14,-1,-10,12,2
"47","neutral",0,1,0,9,2,1,0,2,2,1,1,47,2,109,87,109,87,60,2.36973976647,3.62985521015,110,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.489675359346,1,1.45044277648,122,1.2,"a",0,1,12,1,-11,-1,15,14
"48","cued",1,1,0,9,2,1,2,2,0,1,1,48,2,176,149,176,149,152,0.79990944062,2.18989346503,175,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.499642599925,1,1.7701867945,-172,1.3,"a",0,-1,13,1,-12,-11,12,1
"49","neutral",0,1,0,9,2,1,0,2,2,1,1,49,2,38,177,38,177,46,1.72973673781,3.29975335038,27,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.529611925715,1,1.2404618949,46,1.1,"a",0,-11,19,11,-8,-12,13,1
"50","cued",1,0,0,9,1,2,1,1,0,1,1,50,2,21,67,21,67,114,0.579947196729,2.17005993925,23,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,1.34951654091,1,2.08013002813,40,1.1,"a",0,2,17,2,-15,-8,19,11
"51","cued",1,1,1,9,2,1,1,1,0,1,1,51,2,152,27,27,152,62,0.759906772513,2.08986861679,27,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.599576708513,1,1.51036159753,44,1.3,"a",0,0,17,0,-17,-15,17,2
"52","cued",1,1,0,9,2,1,2,2,0,1,1,52,2,63,80,63,80,38,0.719841307757,1.65999910462,58,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.589728751522,1,1.6402563185,70,1,"a",0,-5,12,5,-7,-17,17,0
"53","neutral",0,0,0,9,1,2,0,1,1,1,1,53,2,110,178,110,178,137,1.02981068162,2.41985900499,107,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.579722450824,1,1.45024356988,116,1.5,"a",0,-3,9,3,-6,-7,12,5
"54","neutral",0,1,0,9,2,1,0,2,2,1,1,54,2,130,144,130,144,105,1.12979346512,2.20999229915,131,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.689604870857,1,1.82039827499,143,1.4,"a",0,1,12,1,-11,-6,9,3
