"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session","DTcheck","rdif","confwidth","absrdif","confdiff","prevtrlconfdiff","prevtrlcw","prevtrlabsrdif"
"1","neutral",0,0,1,5,1,2,0,2,2,1,1,1,1,143,133,133,143,168,1.44961916668,2.68967530245,150,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.429625530178,1,1.41020875452,177,1.1,"b",0,17,27,17,-10,NA,NA,NA
"2","cued",1,0,0,5,1,2,1,1,0,1,1,2,1,144,48,144,48,118,0.199928853828,1.39996136234,154,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.509611192783,1,1.54014455772,174,1.1,"b",0,10,20,10,-10,-10,27,17
"3","cued",1,0,1,5,1,2,2,2,0,1,1,3,1,149,78,78,149,5,0.439946832659,1.98992115935,75,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.369657239498,1,1.01036156256,100,1.3,"b",0,-3,25,3,-22,-10,20,10
"4","cued",1,1,1,5,2,1,1,1,0,1,1,4,1,90,99,99,90,103,0.389911665177,1.17990427114,111,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.359653210488,1,1.47024043981,131,1.3,"b",0,12,20,12,-8,-22,25,3
"5","neutral",0,0,0,5,1,2,0,1,1,1,1,5,1,86,157,86,157,26,0.639805381572,1.84987827335,67,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.379565125037,1,1.51018715229,90,1.4,"b",0,-19,23,19,-4,-8,20,12
"6","cued",1,1,1,5,2,1,1,1,0,1,1,6,1,50,17,17,50,135,0.409824781522,1.84981578009,22,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.349562351897,1,1.02025833151,41,1.3,"b",0,5,19,5,-14,-4,23,19
"7","neutral",0,0,1,5,1,2,0,2,2,1,1,7,1,83,140,140,83,42,0.599883305858,2.0198295917,144,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.429569947233,1,1.35018067462,126,1.2,"b",0,4,18,4,-14,-14,19,5
"8","neutral",0,0,0,5,1,2,0,1,1,1,1,8,1,90,112,90,112,13,1.0097498497,2.22979342072,84,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.319649112371,1,1.45027624724,104,1.5,"b",0,-6,20,6,-14,-14,18,4
"9","cued",1,1,0,5,2,1,2,2,0,1,1,9,1,158,148,158,148,1,0.389891535138,2.13977909234,160,"[ 1.5]",2,13,23,33,43,53,63,73,78,1,0.349653087304,1,0.980238610078,172,1.5,"b",0,2,12,2,-10,-14,20,6
"10","neutral",0,1,1,5,2,1,0,1,1,1,1,10,1,90,56,56,90,102,0.969785110321,2.2997954848,49,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.33939427808,1,1.62991852742,108,1.4,"b",0,-7,59,7,-52,-10,12,2
"11","cued",1,0,1,5,1,2,2,2,0,1,1,11,1,26,56,56,26,92,0.509886703927,1.61983487959,56,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.60959980579,1,1.43015492019,77,1.1,"b",0,0,21,0,-21,-52,59,7
"12","cued",1,0,1,5,1,2,2,2,0,1,1,12,1,56,129,129,56,112,0.599768835033,1.97977261467,127,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.33969652913,1,1.14033672449,152,1.1,"b",0,-2,25,2,-23,-21,21,0
"13","neutral",0,1,1,5,2,1,0,1,1,1,1,13,1,124,20,20,124,45,1.70966623492,3.05962938493,15,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.629616276368,1,1.75007683967,35,1.4,"b",1,-5,20,5,-15,-23,25,2
"14","cued",1,0,1,5,1,2,2,2,0,1,1,14,1,118,26,26,118,23,0.649969850007,2.40978962906,12,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.379708438904,1,1.26037065112,36,1.3,"b",0,-14,24,14,-10,-15,20,5
"15","cued",1,1,1,5,2,1,1,1,0,1,1,15,1,165,83,83,165,123,1.10974266898,2.25968502797,53,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.309683841197,1,1.14023937923,81,1.4,"b",1,-30,28,30,2,-10,24,14
"16","neutral",0,0,1,5,1,2,0,2,2,1,1,16,1,154,34,34,154,48,1.14980715722,2.25977155709,20,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.429630637802,1,1.40009626365,43,1.3,"b",0,-14,23,14,-9,2,28,30
