"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session","DTcheck","rdif","confwidth","absrdif","confdiff","prevtrlconfdiff","prevtrlcw","prevtrlabsrdif"
"1","cued",1,1,1,12,2,1,1,1,0,1,1,1,1,76,106,106,76,48,1.10977118585,1.99981672755,128,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.399677560661,1,0.830256359102,113,1,"b",0,22,15,22,7,NA,NA,NA
"2","cued",1,0,0,12,1,2,1,1,0,1,1,2,1,126,142,126,142,149,0.309885475748,1.09003785027,111,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.319671623834,1,0.960173393767,101,1.2,"b",0,-15,10,15,5,7,15,22
"3","neutral",0,0,1,12,1,2,0,2,2,1,1,3,1,174,99,99,174,42,0.499869906602,1.60988866048,109,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.319657502845,1,0.860252651593,96,1.3,"b",0,10,13,10,-3,5,10,15
"4","neutral",0,1,0,12,2,1,0,2,2,1,1,4,1,26,0,26,0,109,0.459941749406,1.46989614761,16,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.279678870611,1,0.760279030808,38,1.3,"b",0,-10,22,10,-12,-3,13,10
"5","neutral",0,1,1,12,2,1,0,1,1,1,1,5,1,71,91,91,71,134,0.409926096134,1.39988516929,75,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.37965008782,1,1.12020179198,62,1.1,"b",0,-16,13,16,3,-12,22,10
"6","cued",1,0,1,12,1,2,2,2,0,1,1,6,1,110,6,6,110,122,0.689886785694,1.52985928882,27,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.269685714782,1,0.7102309293,46,1.4,"b",0,21,19,21,2,3,13,16
"7","cued",1,0,1,12,1,2,2,2,0,1,1,7,1,35,6,6,35,2,0.449829616708,1.54985461387,8,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.279644619688,1,0.710226723044,20,1.4,"b",0,2,12,2,-10,2,19,21
"8","neutral",0,0,0,12,1,2,0,1,1,1,1,8,1,167,89,167,89,146,0.579895072016,1.53987708127,159,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.43966310317,1,0.840205950164,151,1.1,"b",0,-8,8,8,0,-10,12,2
"9","neutral",0,1,1,12,2,1,0,1,1,1,1,9,1,161,73,73,161,94,0.449839531448,1.23995802159,42,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.349767965057,1,0.800322859963,60,1.2,"b",0,-31,18,31,13,0,8,8
"10","cued",1,1,0,12,2,1,2,2,0,1,1,10,1,54,44,54,44,105,0.359837734777,1.15989289678,42,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.279642817011,1,0.730339522735,61,1.4,"b",0,-12,19,12,-7,13,18,31
