"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session","DTcheck","rdif","confwidth","absrdif","confdiff","prevtrlconfdiff","prevtrlcw","prevtrlabsrdif"
"1","neutral",0,0,1,23,1,2,0,2,2,1,1,1,1,97,84,84,97,148,2.56965932459,NA,81,"[ 1.8]",1,12,22,32,42,52,62,72,77,0,1.98952650853,1,3.55001904927,52,1.4,"a",0,-3,29,3,-26,NA,NA,NA
"2","neutral",0,1,1,23,2,1,0,1,1,1,1,2,1,144,22,22,144,78,2.39967856615,3.44967177572,52,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,2.68936834553,0,NA,-4,1.1,"a",0,30,56,30,-26,-26,29,3
"3","cued",1,0,1,23,1,2,2,2,0,1,1,3,1,80,176,176,80,164,2.00972684432,3.99982483087,163,"[ 2.]",2,14,24,34,44,54,64,74,79,1,1.23961304148,1,2.45006748368,-162,1,"a",0,-13,35,13,-22,-26,56,30
"4","cued",1,1,1,23,2,1,1,1,0,1,1,4,1,43,58,58,43,48,3.8594185106,5.3094412255,49,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.709582202095,1,2.56049464397,0,1.5,"a",0,-9,49,9,-40,-22,35,13
"5","cued",1,1,0,23,2,1,2,2,0,1,1,5,1,174,49,174,49,128,1.86973395925,2.98977979768,22,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,1.03951461025,1,2.57002468593,-21,1.2,"a",0,28,43,28,-15,-40,49,9
"6","neutral",0,1,0,23,2,1,0,2,2,1,1,6,1,133,22,133,22,53,3.11957922152,4.33965053909,144,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,2.55951724229,0,NA,171,1.4,"a",0,11,27,11,-16,-15,43,28
"7","neutral",0,0,1,23,1,2,0,2,2,1,1,7,1,178,166,166,178,32,1.34985842248,2.28994727499,162,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.509638208143,1,1.38019693457,-177,1.4,"a",0,-4,21,4,-17,-16,27,11
"8","neutral",0,0,0,23,1,2,0,1,1,1,1,8,1,149,76,149,76,124,0.959818064474,2.14985764128,151,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,2.56944539591,1,3.28998393131,175,1,"a",0,2,24,2,-22,-17,21,4
"9","cued",1,0,0,23,1,2,1,1,0,1,1,9,1,110,143,110,143,2,0.599908900034,1.5899816478,123,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.479669564319,1,1.69025110179,160,1.2,"a",0,13,37,13,-24,-22,24,2
"10","neutral",0,0,1,23,1,2,0,2,2,1,1,10,1,178,165,165,178,41,0.449892314552,1.55996042319,125,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.629590002079,1,1.53018227204,-179,1.4,"a",0,-40,56,40,-16,-24,37,13
"11","cued",1,0,0,23,1,2,1,1,0,1,1,11,1,0,39,0,39,58,0.639905450735,1.76003932442,2,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.439628545297,1,1.2902768814,-14,1.5,"a",0,2,16,2,-14,-16,56,40
"12","neutral",0,0,0,23,1,2,0,1,1,1,1,12,1,147,61,147,61,90,1.07973891086,3.05994600104,121,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.589584137068,1,2.40005654688,-176,1.2,"a",0,-26,63,26,-37,-14,16,2
"13","cued",1,1,0,23,2,1,2,2,0,1,1,13,1,10,27,10,27,131,0.349927528655,1.57025333723,24,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.90958568745,1,1.78023605467,-4,1.4,"a",0,14,28,14,-14,-37,63,26
"14","neutral",0,1,1,23,2,1,0,1,1,1,1,14,1,107,101,101,107,84,0.859837354111,2.40989245877,121,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.749616911423,1,2.30023778533,151,1.3,"a",0,20,30,20,-10,-14,28,14
"15","neutral",0,1,0,23,2,1,0,2,2,1,1,15,1,174,133,174,133,110,1.06988256758,NA,2,"[ 1.6]",1,11,21,31,41,51,61,71,76,0,2.55948148736,1,3.53005758047,-24,1.3,"a",0,8,26,8,-18,-10,30,20
"16","cued",1,1,0,23,2,1,2,2,0,1,1,16,1,84,170,84,170,30,1.18981843705,2.62985170416,71,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.859586168189,1,1.90009650828,31,1.3,"a",0,-13,40,13,-27,-18,26,8
"17","cued",1,0,1,23,1,2,2,2,0,1,1,17,1,177,146,146,177,151,0.969860393508,2.40988464677,122,"[ 1.5]",2,14,24,34,44,54,64,74,79,1,0.489700175349,1,1.36025739947,155,1.4,"a",0,-24,33,24,-9,-27,40,13
"18","cued",1,1,1,23,2,1,1,1,0,1,1,18,1,36,40,40,36,47,0.849829277702,2.69980698345,62,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.559630816787,1,1.75020611668,18,1.3,"a",0,22,44,22,-22,-9,33,24
"19","cued",1,1,1,23,2,1,1,1,0,1,1,19,1,105,76,76,105,149,0.80991174841,2.29989285538,74,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.42962257212,1,1.49020765504,46,1.5,"a",0,-2,28,2,-26,-22,44,22
"20","neutral",0,0,1,23,1,2,0,2,2,1,1,20,1,164,33,33,164,138,1.23973863444,NA,3,"[ 1.6]",1,12,22,32,42,52,62,72,77,0,0.579606707745,0,NA,93,1.1,"a",0,-30,90,30,-60,-26,28,2
"21","neutral",0,1,0,23,2,1,0,2,2,1,1,21,1,58,127,58,127,78,3.87944517957,5.51940140832,112,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.359672100215,1,1.48019567263,173,1.4,"a",0,54,61,54,-7,-60,90,30
"22","neutral",0,0,0,23,1,2,0,1,1,1,1,22,1,92,58,92,58,2,0.74985247334,2.00989059591,75,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.429659829362,1,1.17022293051,23,1.5,"a",0,-17,52,17,-35,-7,61,54
"23","neutral",0,0,0,23,1,2,0,1,1,1,1,23,1,82,10,82,10,67,1.3498097477,2.08990202547,67,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.529656764653,1,1.360221945,39,1.4,"a",0,-15,28,15,-13,-35,52,17
"24","neutral",0,1,1,23,2,1,0,1,1,1,1,24,1,84,179,179,84,102,1.16979897915,2.88974470376,179,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.569657221355,1,1.68017602244,-172,1.5,"a",0,0,9,0,-9,-13,28,15
"25","cued",1,0,0,23,1,2,1,1,0,1,1,25,1,147,144,147,144,82,1.15981103367,2.92982267956,143,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.719534092179,1,1.94016877531,176,1.3,"a",0,-4,33,4,-29,-9,9,0
"26","cued",1,0,0,23,1,2,1,1,0,1,1,26,1,76,175,76,175,142,1.56979363093,NA,151,"[ 1.9]",2,13,23,33,43,53,63,73,78,0,2.3094709712,0,NA,194,1.3,"a",0,75,43,75,32,-29,33,4
"27","neutral",0,1,1,23,2,1,0,1,1,1,1,27,1,103,157,157,103,1,1.60981061303,3.08979656344,174,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.469464385082,1,1.30003617558,-157,1.5,"a",0,17,29,17,-12,32,43,75
"28","cued",1,0,1,23,1,2,2,2,0,1,1,28,1,121,149,149,121,66,1.65974373027,3.04980121459,157,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.839554992291,1,2.07011242072,-179,1.3,"a",0,8,24,8,-16,-12,29,17
"29","cued",1,0,1,23,1,2,2,2,0,1,1,29,1,129,6,6,129,73,0.82980110642,1.77994160228,13,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.529676895582,1,1.18023010553,-22,1.3,"a",0,7,35,7,-28,-16,24,8
"30","cued",1,1,0,23,2,1,2,2,0,1,1,30,1,48,147,48,147,118,0.429889682508,2.3198056494,18,"[ 2.]",2,13,23,33,43,53,63,73,78,1,0.489605529936,1,1.24030590599,-31,1.4,"a",0,-30,49,30,-19,-28,35,7
"31","cued",1,1,1,23,2,1,1,1,0,1,1,31,1,56,158,158,56,135,0.679832294337,2.08989811947,165,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,1.23950427437,0,NA,165,1.1,"a",0,7,0,7,7,-19,49,30
"32","neutral",0,1,0,23,2,1,0,2,2,1,1,32,1,172,135,172,135,68,1.8698228959,3.02983914486,161,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.539654024443,1,1.89017135928,-178,1.3,"a",0,-11,21,11,-10,7,0,7
"33","neutral",0,0,0,23,1,2,0,1,1,1,1,33,2,161,80,161,80,101,1.1798623405,2.22986516484,164,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.559635624173,1,1.60021056351,175,1.4,"a",0,3,11,3,-8,-10,21,11
"34","cued",1,1,0,23,2,1,2,2,0,1,1,34,2,28,119,28,119,93,0.559891317019,2.2697962149,27,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.969602897892,1,1.72025459917,-14,1.3,"a",0,-1,41,1,-40,-8,11,3
"35","neutral",0,1,1,23,2,1,0,1,1,1,1,35,2,140,179,179,140,153,1.16983052762,2.27989923719,17,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.469607104355,0,NA,-4,1.1,"a",0,18,21,18,-3,-40,41,1
"36","cued",1,1,0,23,2,1,2,2,0,1,1,36,2,46,97,46,97,83,0.579885536138,1.84987614972,51,"[ 1.5]",2,13,23,33,43,53,63,73,78,1,0.849571782086,1,2.05005270097,36,1.1,"a",0,5,15,5,-10,-3,21,18
"37","cued",1,0,0,23,1,2,1,1,0,1,1,37,2,19,41,19,41,64,0.66984104378,1.8198675445,35,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.709601131178,1,1.45022071911,16,1.1,"a",0,16,19,16,-3,-10,15,5
"38","cued",1,1,1,23,2,1,1,1,0,1,1,38,2,174,6,6,174,159,2.03969068076,3.15976656535,14,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.519635467933,1,1.44030999227,-8,1.2,"a",0,8,22,8,-14,-3,19,16
"39","neutral",0,1,0,23,2,1,0,2,2,1,1,39,2,139,129,139,129,35,2.05970473035,3.23972601505,169,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.489718203047,1,1.59030163944,179,1.5,"a",0,30,10,30,20,-14,22,8
"40","neutral",0,0,0,23,1,2,0,1,1,1,1,40,2,58,83,58,83,162,2.1496812703,3.94959635985,52,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.809617596476,1,1.98020198233,8,1.2,"a",0,-6,44,6,-38,20,10,30
"41","cued",1,0,1,23,1,2,2,2,0,1,1,41,2,163,70,70,163,155,2.07973830994,3.78971171308,45,"[ 1.5]",2,14,24,34,44,54,64,74,79,1,0.53962217551,1,1.78021562328,20,1.2,"a",0,-25,25,25,0,-38,44,6
"42","neutral",0,0,1,23,1,2,0,2,2,1,1,42,2,95,76,76,95,58,2.01976346459,2.61992054593,58,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.649644313524,1,1.69024058564,5,1.3,"a",0,-18,53,18,-35,0,25,25
"43","cued",1,0,0,23,1,2,1,1,0,1,1,43,2,11,118,11,118,58,1.3198573288,2.67987195527,32,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.709679852125,1,2.20012156678,18,1.4,"a",0,21,14,21,7,-35,53,18
"44","neutral",0,1,1,23,2,1,0,1,1,1,1,44,2,1,121,121,1,161,1.22981048082,2.8998324025,134,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.589655947398,1,1.68019074506,163,1.1,"a",0,13,29,13,-16,7,14,21
"45","cued",1,0,0,23,1,2,1,1,0,1,1,45,2,177,27,177,27,78,0.509885187602,2.33988760331,155,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.799592994677,1,2.37007468274,-176,1.5,"a",0,-22,29,22,-7,-16,29,13
"46","neutral",0,1,0,23,2,1,0,2,2,1,1,46,2,165,80,165,80,160,0.809866378704,1.40005083811,160,"[ 2.]",1,11,21,31,41,51,61,71,76,1,0.909600710532,1,1.6602109481,-172,1.4,"a",0,-5,28,5,-23,-7,29,22
"47","cued",1,1,1,23,2,1,1,1,0,1,1,47,2,64,114,114,64,175,0.199974641038,1.93000385793,28,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.779592165402,1,1.91016287424,-40,1.1,"a",0,-86,68,86,18,-23,28,5
"48","cued",1,1,0,23,2,1,2,2,0,1,1,48,2,160,98,160,98,93,0.539906712674,2.3799727902,151,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.409700764254,1,1.0903536193,-177,1.4,"a",0,-9,32,9,-23,18,68,86
"49","neutral",0,0,1,23,1,2,0,2,2,1,1,49,2,152,105,105,152,30,1.2198291455,NA,123,"[ 1.9]",1,12,22,32,42,52,62,72,77,0,0.399614567822,1,1.64009654433,134,1.2,"a",0,18,11,18,7,-23,32,9
"50","neutral",0,0,1,23,1,2,0,2,2,1,1,50,2,119,41,41,119,121,1.34972621936,2.52974660268,37,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,1.06967314582,1,2.26015470168,6,1.2,"a",0,-4,31,4,-27,7,11,18
"51","cued",1,0,1,23,1,2,2,2,0,1,1,51,2,103,0,0,103,71,0.189952142472,1.94988720671,4,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.429691377833,1,1.12048781748,-7,1.3,"a",0,4,11,4,-7,-27,31,4
"52","cued",1,1,1,23,2,1,1,1,0,1,1,52,2,175,154,154,175,125,2.42953904379,3.82950184664,148,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.539599941349,1,1.92010304632,170,1.2,"a",0,-6,22,6,-16,-7,11,4
"53","cued",1,0,1,23,1,2,2,2,0,1,1,53,2,67,46,46,67,87,2.99956523202,4.79968102993,50,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.389662677738,1,1.82018813705,37,1.4,"a",0,4,13,4,-9,-16,22,6
"54","cued",1,0,0,23,1,2,1,1,0,1,1,54,2,175,157,175,157,172,0.529890523801,1.56998953192,18,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,3.51925298028,1,4.42984912019,-16,1.2,"a",0,23,34,23,-11,-9,13,4
"55","neutral",0,1,0,23,2,1,0,2,2,1,1,55,2,1,137,1,137,45,0.709924427891,1.79997428049,4,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,2.31945591206,0,NA,-14,1.4,"a",0,3,18,3,-15,-11,34,23
"56","neutral",0,1,1,23,2,1,0,1,1,1,1,56,2,35,103,103,35,64,0.649890391598,2.13992678351,108,"[ 2.]",1,12,22,32,42,52,62,72,77,1,1.10964686144,0,NA,198,1.1,"a",0,5,90,5,-85,-15,18,3
"57","cued",1,1,0,23,2,1,2,2,0,1,1,57,2,92,145,92,145,162,0.959819867244,2.51986351831,119,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.5696803569,1,1.94017658731,130,1.3,"a",0,27,11,27,16,-85,90,5
"58","neutral",0,0,0,23,1,2,0,1,1,1,1,58,2,125,42,125,42,99,2.00968417877,3.51966911964,120,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.839536664131,1,2.30002986589,145,1.2,"a",0,-5,25,5,-20,16,11,27
"59","cued",1,0,1,23,1,2,2,2,0,1,1,59,2,163,121,121,163,102,2.9296195675,4.32967070607,115,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,2.19948218443,1,2.92007840847,137,1.2,"a",0,-6,22,6,-16,-20,25,5
"60","neutral",0,0,1,23,1,2,0,2,2,1,1,60,2,175,56,56,175,54,0.599910101881,2.35992328614,81,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.419718455435,0,NA,67,1.3,"a",0,25,14,25,11,-16,22,6
