"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session","DTcheck","rdif","confwidth","absrdif","confdiff","prevtrlconfdiff","prevtrlcw","prevtrlabsrdif"
"1","cued",1,0,1,11,1,2,2,2,0,1,1,1,1,35,52,52,35,15,2.8495110131,3.56965997759,55,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,1.14952423302,1,1.65015578477,74,1.4,"a",1,3,19,3,-16,NA,NA,NA
"2","neutral",0,1,0,11,2,1,0,2,2,1,1,2,1,29,65,29,65,88,1.80963612164,2.7396735881,48,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.564047820066,0,NA,83,1.2,"a",0,19,35,19,-16,-16,19,3
"3","cued",1,0,0,11,1,2,1,1,0,1,1,3,1,144,147,144,147,56,0.519880660155,1.60991734544,114,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.90955920572,1,1.83006480766,91,1.4,"a",0,-30,23,30,7,-16,35,19
"4","cued",1,0,1,11,1,2,2,2,0,1,1,4,1,34,60,60,34,9,0.559884445862,1.63984785071,57,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.789609140975,1,1.75028287629,77,1,"a",0,-3,20,3,-17,7,23,30
"5","cued",1,1,0,11,2,1,2,2,0,1,1,5,1,92,58,92,58,127,0.509881892009,1.51991130634,96,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.399692636805,1,1.3303006631,84,1.2,"a",0,4,12,4,-8,-17,20,3
"6","cued",1,0,1,11,1,2,2,2,0,1,1,6,1,28,71,71,28,126,0.639870384668,1.55989556261,68,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,2.89930325,1,3.47992705006,82,1.4,"a",0,-3,14,3,-11,-8,12,4
"7","cued",1,0,1,11,1,2,2,2,0,1,1,7,1,36,28,28,36,27,0.439908842625,1.26990244298,35,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.479643723091,1,1.20049003849,48,1.2,"a",0,7,13,7,-6,-11,14,3
"8","neutral",0,1,0,11,2,1,0,2,2,1,1,8,1,58,129,58,129,144,1.49982333376,2.95996977445,56,"[ 2.]",1,11,21,31,41,51,61,71,76,1,0.529591294078,1,1.52013334094,75,1.3,"a",0,-2,19,2,-17,-6,13,7
"9","neutral",0,0,1,11,1,2,0,2,2,1,1,9,1,82,87,87,82,76,1.14978923238,2.05996316449,74,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.689613046863,1,1.29020974609,89,1.5,"a",0,-13,15,13,-2,-17,19,2
"10","neutral",0,1,0,11,2,1,0,2,2,1,1,10,1,172,67,172,67,164,0.84981567222,1.85987152639,144,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.739597573542,1,1.7201666912,125,1.1,"a",0,-28,19,28,9,-2,15,13
"11","cued",1,0,0,11,1,2,1,1,0,1,1,11,1,160,1,160,1,97,0.509905026873,1.52993891795,158,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.639619506597,1,1.31023582539,142,1.3,"a",0,-2,16,2,-14,9,19,28
"12","neutral",0,0,0,11,1,2,0,1,1,1,1,12,1,155,8,155,8,108,0.789844395502,2.61978481572,161,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.499628940812,1,1.46017618551,145,1.1,"a",0,6,16,6,-10,-14,16,2
