"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session","DTcheck","rdif","confwidth","absrdif","confdiff","prevtrlconfdiff","prevtrlcw","prevtrlabsrdif"
"1","cued",1,1,1,13,2,1,1,1,0,1,1,1,1,97,53,53,97,78,0.789865488097,1.57987338996,45,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.359669263564,1,1.10030075143,62,1.1,"b",1,-8,17,8,-9,NA,NA,NA
"2","neutral",0,0,0,13,1,2,0,1,1,1,1,2,1,172,162,172,162,96,0.379905538211,1.34989829734,171,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.2996151223,1,0.700530896876,153,1.3,"b",0,-1,18,1,-17,-9,17,8
"3","cued",1,0,0,13,1,2,1,1,0,1,1,3,1,42,149,42,149,89,0.36986626927,1.32992101144,37,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.369664666665,1,0.990207701761,47,1.4,"b",0,-5,10,5,-5,-17,18,1
"4","neutral",0,1,0,13,2,1,0,2,2,1,1,4,1,0,83,0,83,133,0.489898838157,1.28988231335,176,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.639610254993,1,1.00024156259,171,1.4,"b",0,-4,5,4,-1,-5,10,5
"5","cued",1,1,0,13,2,1,2,2,0,1,1,5,1,6,93,6,93,143,0.319969474182,1.0700297146,4,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.269662563507,1,0.870270676285,8,1.3,"b",0,-2,4,2,-2,-1,5,4
"6","neutral",0,0,0,13,1,2,0,1,1,1,1,6,1,144,87,144,87,53,0.459875973836,1.49998107159,155,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.289667190453,1,0.700274912644,140,1.3,"b",0,11,15,11,-4,-2,4,2
"7","neutral",0,0,1,13,1,2,0,2,2,1,1,7,1,67,53,53,67,39,0.509839469041,1.34992894334,45,"[ 2.]",1,12,22,32,42,52,62,72,77,1,0.259674371231,1,0.900253280173,60,1.2,"b",0,-8,15,8,-7,-4,15,11
"8","neutral",0,1,0,13,2,1,0,2,2,1,1,8,1,11,128,11,128,34,0.439907100557,1.31989976955,22,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.269655953587,1,0.730369284296,36,1.4,"b",0,11,14,11,-3,-7,15,8
"9","cued",1,0,0,13,1,2,1,1,0,1,1,9,1,164,103,164,103,101,0.339922724008,1.03019532318,162,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.329665928559,1,0.710359549685,145,1.2,"b",0,-2,17,2,-15,-3,14,11
"10","neutral",0,1,1,13,2,1,0,1,1,1,1,10,1,164,148,148,164,170,0.489833039392,1.42988255371,141,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.279711446881,1,0.750354682377,121,1.1,"b",0,-7,20,7,-13,-15,17,2
