"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session","DTcheck","rdif","confwidth","absrdif","confdiff","prevtrlconfdiff","prevtrlcw","prevtrlabsrdif"
"1","neutral",0,1,0,23,2,1,0,2,2,1,1,1,1,169,126,169,126,47,1.73977739399,2.76984188507,163,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,1.63953257785,1,2.25012198742,167,1.1,"b",0,-6,4,6,2,NA,NA,NA
"2","neutral",0,1,1,23,2,1,0,1,1,1,1,2,1,135,10,10,135,41,0.689862304445,1.95994275605,20,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,1.09951649715,1,1.99013374148,13,1.2,"b",0,10,7,10,3,2,4,6
"3","cued",1,0,1,23,1,2,2,2,0,1,1,3,1,17,131,131,17,146,1.08978965282,2.81975847692,9,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.749702542988,1,2.00018989175,0,1.3,"b",0,58,9,58,49,3,7,10
"4","neutral",0,0,1,23,1,2,0,2,2,1,1,4,1,114,172,172,114,85,0.94983823146,2.25989029545,168,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.409689947635,1,1.43032475095,-180,1.3,"b",0,-4,12,4,-8,49,9,58
"5","neutral",0,0,0,23,1,2,0,1,1,1,1,5,1,92,107,92,107,54,0.749843459491,NA,87,"[ 1.7]",1,11,21,31,41,51,61,71,76,0,0.599570880702,1,1.20013809216,59,1.3,"b",0,-5,28,5,-23,-8,12,4
"6","cued",1,1,1,23,2,1,1,1,0,1,1,6,1,27,103,103,27,128,0.579921891995,1.83992786517,111,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.67969618522,1,1.45021951727,117,1.4,"b",0,8,6,8,2,-23,28,5
"7","neutral",0,0,0,23,1,2,0,1,1,1,1,7,1,8,27,8,27,146,0.999849168262,2.1199857461,146,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.579677015767,1,1.48028791435,146,1.3,"b",0,-42,0,42,42,2,6,8
"8","cued",1,0,0,23,1,2,1,1,0,1,1,8,1,73,139,73,139,3,0.559897626714,NA,42,"[ 1.5]",2,13,23,33,43,53,63,73,78,0,0.589587442146,1,1.55011459606,32,1.1,"b",0,-31,10,31,21,42,0,42
"9","neutral",0,1,0,23,2,1,0,2,2,1,1,9,1,91,123,91,123,162,0.659865417229,1.82990085968,119,"[ 2.]",1,11,21,31,41,51,61,71,76,1,0.619617079681,1,1.50011567773,45,1.1,"b",0,28,74,28,-46,21,10,31
"10","neutral",0,0,0,23,1,2,0,1,1,1,1,10,1,81,69,81,69,133,0.759819086044,2.36975679434,59,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.569644301504,1,1.38063200301,46,1.5,"b",0,-22,13,22,9,-46,74,28
"11","cued",1,0,0,23,1,2,1,1,0,1,1,11,1,130,171,130,171,128,0.479892206386,1.68992029354,137,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.58973406742,1,1.22032130165,143,1.3,"b",0,7,6,7,1,9,13,22
"12","cued",1,1,1,23,2,1,1,1,0,1,1,12,1,42,116,116,42,155,0.349907097263,1.93989355245,135,"[ 1.5]",2,14,24,34,44,54,64,74,79,1,0.559707734965,1,1.25025298869,140,1.2,"b",0,19,5,19,14,1,6,7
