"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session","DTcheck","rdif","confwidth","absrdif","confdiff","prevtrlconfdiff","prevtrlcw","prevtrlabsrdif"
"1","cued",1,1,0,8,2,1,2,2,0,1,1,1,1,139,102,139,102,20,0.359884904901,2.09983331218,111,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,1.14950225005,1,2.71993836039,97,1.1,"b",0,-28,14,28,14,NA,NA,NA
"2","neutral",0,0,0,8,1,2,0,1,1,1,1,2,1,40,59,40,59,59,0.779770206398,2.27973655637,21,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,1.15948008309,1,2.47990222264,-5,1.4,"b",0,-19,26,19,-7,14,14,28
"3","cued",1,0,0,8,1,2,1,1,0,1,1,3,1,43,32,43,32,141,0.289941226627,1.91985405504,22,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.589629543276,1,2.52996324335,12,1.4,"b",0,-21,10,21,11,-7,26,19
"4","neutral",0,1,0,8,2,1,0,2,2,1,1,4,1,97,56,97,56,12,1.27979334077,2.789646188,89,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.339643514046,1,1.1701759836,35,1.4,"b",0,-8,54,8,-46,11,10,21
"5","cued",1,0,1,8,1,2,2,2,0,1,1,5,1,163,146,146,163,13,0.989789621235,NA,167,"[ 1.6]",2,14,24,34,44,54,64,74,79,0,0.589627440146,1,1.79008874594,95,1,"b",1,21,72,21,-51,-46,54,8
"6","cued",1,0,1,8,1,2,2,2,0,1,1,6,1,31,162,162,31,144,0.299947602121,1.3999431555,161,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.769631033501,1,1.75019964681,147,1.5,"b",0,-1,14,1,-13,-51,72,21
"7","neutral",0,0,0,8,1,2,0,1,1,1,1,7,1,81,112,81,112,143,0.469903358346,1.94982360778,77,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.509613090835,1,2.09003003867,61,1.1,"b",0,-4,16,4,-12,-13,14,1
"8","neutral",0,0,1,8,1,2,0,2,2,1,1,8,1,34,47,47,34,87,0.879766661121,1.9398301515,59,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.349619844841,1,1.12020479643,43,1.4,"b",0,12,16,12,-4,-12,16,4
"9","cued",1,1,0,8,2,1,2,2,0,1,1,9,1,17,12,17,12,45,0.329889814195,1.6098553109,12,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.319667417585,1,1.7101543154,-3,1.3,"b",0,-5,15,5,-10,-4,16,12
"10","neutral",0,0,0,8,1,2,0,1,1,1,1,10,1,55,130,55,130,16,0.539850041096,1.34977818024,18,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,1.22945080156,1,2.44992485829,27,1.5,"b",0,-37,9,37,28,-10,15,5
"11","neutral",0,1,0,8,2,1,0,2,2,1,1,11,1,171,24,171,24,138,0.409920988546,1.659860749,156,"[ 2.]",1,11,21,31,41,51,61,71,76,1,1.10950709324,1,1.74017374226,132,1.1,"b",0,-15,24,15,-9,28,9,37
"12","cued",1,1,0,8,2,1,2,2,0,1,1,12,1,4,171,4,171,146,0.369912612106,1.75985720372,9,"[ 2.]",2,13,23,33,43,53,63,73,78,1,0.489551066625,1,1.90999069216,20,1.4,"b",0,5,11,5,-6,-9,24,15
"13","neutral",0,1,1,8,2,1,0,1,1,1,1,13,1,159,143,143,159,9,0.71983680941,2.38978355224,161,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,3.499045481,1,4.2895939103,135,1.4,"b",0,18,26,18,-8,-6,11,5
"14","cued",1,1,0,8,2,1,2,2,0,1,1,14,1,95,8,95,8,53,0.279876864923,1.68976720792,100,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.389607790945,1,1.09014360749,79,1.4,"b",0,5,21,5,-16,-8,26,18
"15","neutral",0,0,0,8,1,2,0,1,1,1,1,15,1,168,177,168,177,86,0.399914613081,1.86982878749,162,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.419629921846,1,1.36015260287,137,1.2,"b",0,-6,25,6,-19,-16,21,5
"16","cued",1,0,0,8,1,2,1,1,0,1,1,16,1,41,37,41,37,74,0.289856500662,1.39983529513,47,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.759605429426,1,2.39000648362,29,1.1,"b",0,6,18,6,-12,-19,25,6
"17","neutral",0,1,1,8,2,1,0,1,1,1,1,17,1,67,156,156,67,152,0.509908129403,2.05971076601,168,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.299648657674,1,0.960226572817,149,1.5,"b",0,12,19,12,-7,-12,18,6
"18","cued",1,1,1,8,2,1,1,1,0,1,1,18,1,29,130,130,29,91,0.239885313524,1.33988056646,114,"[ 1.5]",2,14,24,34,44,54,64,74,79,1,1.289536525,1,2.34996956473,94,1.4,"b",0,-16,20,16,-4,-7,19,12
"19","neutral",0,1,1,8,2,1,0,1,1,1,1,19,1,83,88,88,83,169,2.92952032492,NA,26,"[ 1.9]",1,12,22,32,42,52,62,72,77,0,0.949478394585,1,2.08000383369,-26,1.1,"b",1,-62,52,62,10,-4,20,16
"20","neutral",0,1,0,8,2,1,0,2,2,1,1,20,1,123,6,123,6,172,0.45987354801,1.78987753193,105,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.559596596315,1,1.3902387289,85,1.1,"b",0,-18,20,18,-2,10,52,62
"21","neutral",0,0,1,8,1,2,0,2,2,1,1,21,1,167,7,7,167,172,0.579873740324,1.74991332117,15,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.569605074881,1,2.16001217408,-6,1.2,"b",0,8,21,8,-13,-2,20,18
"22","cued",1,0,1,8,1,2,2,2,0,1,1,22,1,52,10,10,52,145,0.309902300767,1.95987715336,174,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.379621845816,1,0.970189383515,161,1.1,"b",0,-16,13,16,3,-13,21,8
"23","cued",1,1,1,8,2,1,1,1,0,1,1,23,1,129,122,122,129,164,0.269899031904,1.48983739229,133,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.329623017577,1,1.27020999417,113,1.4,"b",0,11,20,11,-9,3,13,16
"24","cued",1,1,1,8,2,1,1,1,0,1,1,24,1,164,39,39,164,73,0.299895324395,1.24994006089,50,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.279372114601,1,1.5099658152,31,1.4,"b",0,11,19,11,-8,-9,20,11
"25","cued",1,0,1,8,1,2,2,2,0,1,1,25,1,153,100,100,153,47,0.249867352803,1.51985922272,118,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.309630696982,1,1.07016781147,95,1.1,"b",0,18,23,18,-5,-8,19,11
"26","cued",1,1,1,8,2,1,1,1,0,1,1,26,1,154,116,116,154,175,0.269908045302,NA,140,"[ 1.8]",2,14,24,34,44,54,64,74,79,0,0.619652575522,1,2.43995934355,87,1.1,"b",0,24,53,24,-29,-5,23,18
"27","neutral",0,0,1,8,1,2,0,2,2,1,1,27,1,3,45,45,3,147,0.639860316325,2.60973332956,60,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.589616624056,1,1.74015301146,19,1.2,"b",0,15,41,15,-26,-29,53,24
"28","neutral",0,0,1,8,1,2,0,2,2,1,1,28,1,90,167,167,90,106,0.429834291659,1.9498386301,167,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.649504052737,1,1.72004592029,154,1,"b",0,0,13,0,-13,-26,41,15
"29","cued",1,0,0,8,1,2,1,1,0,1,1,29,1,46,147,46,147,122,0.539853946888,2.53980076785,55,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.329581255472,1,1.41006940918,26,1.5,"b",0,9,29,9,-20,-13,13,0
"30","neutral",0,1,1,8,2,1,0,1,1,1,1,30,1,91,66,66,91,26,0.399975303269,1.31001256467,53,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.4597125086,1,1.76018649322,42,1.1,"b",0,-13,11,13,2,-20,29,9
"31","neutral",0,1,0,8,2,1,0,2,2,1,1,31,1,9,121,9,121,99,0.349893551756,2.30971812698,169,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.28972129969,1,0.850304262334,153,1,"b",0,-20,16,20,4,2,11,13
"32","cued",1,0,0,8,1,2,1,1,0,1,1,32,1,138,110,138,110,169,0.289911782835,1.8999245278,136,"[ 1.5]",2,13,23,33,43,53,63,73,78,1,0.469635960821,1,1.54017121854,109,1.2,"b",0,-2,27,2,-25,4,16,20
"33","cued",1,1,0,8,2,1,2,2,0,1,1,33,2,110,132,110,132,129,0.399857528217,1.72985039561,112,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,1.82940459286,1,2.47993647357,94,1.1,"b",0,2,18,2,-16,-25,27,2
"34","neutral",0,1,1,8,2,1,0,1,1,1,1,34,2,38,95,95,38,152,0.549785511161,1.69967503691,107,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,1.54940454478,1,2.98986202889,80,1.3,"b",0,12,27,12,-15,-16,18,2
"35","neutral",0,0,0,8,1,2,0,1,1,1,1,35,2,135,50,135,50,100,0.439859895734,1.86985162142,123,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.759674832603,1,1.55017068374,110,1,"b",0,-12,13,12,-1,-15,27,12
"36","cued",1,1,1,8,2,1,1,1,0,1,1,36,2,118,68,68,118,0,0.299874894001,NA,144,"[ 1.9]",2,14,24,34,44,54,64,74,79,0,3.04924230359,1,3.79976793501,69,1.1,"b",0,76,75,76,1,-1,13,12
"37","neutral",0,1,1,8,2,1,0,1,1,1,1,37,2,136,60,60,136,136,0.429835193005,1.50986516557,60,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.289692156366,1,1.20018970201,41,1.5,"b",0,0,19,0,-19,1,75,76
"38","neutral",0,0,1,8,1,2,0,2,2,1,1,38,2,21,159,159,21,179,0.459875350702,1.70985356832,163,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,1.21950962298,1,2.1299482811,149,1,"b",0,4,14,4,-10,-19,19,0
"39","cued",1,0,1,8,1,2,2,2,0,1,1,39,2,125,101,101,125,131,0.339943960716,1.20012781001,120,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,2.44926597879,1,3.40980892195,100,1.3,"b",0,19,20,19,-1,-10,14,4
"40","neutral",0,1,1,8,2,1,0,1,1,1,1,40,2,45,56,56,45,54,0.509818596329,1.49987261064,45,"[ 2.]",1,12,22,32,42,52,62,72,77,1,0.689600460028,1,1.68014690638,28,1.2,"b",0,-11,17,11,-6,-1,20,19
"41","neutral",0,0,0,8,1,2,0,1,1,1,1,41,2,167,135,167,135,102,0.389900425973,1.56987788045,143,"[ 2.]",1,11,21,31,41,51,61,71,76,1,0.329691218969,1,1.19042939236,121,1.5,"b",0,-24,22,24,2,-6,17,11
