cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
0,0,1,0,4,2,1,0,2,2,1,1,129,5,85,7,85,7,53,0.939801687608,2.46984255372,82,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.699567301432,1,1.55015063775,89.0,1.4
0,0,0,0,4,1,2,0,1,1,1,1,130,5,114,106,114,106,81,0.929850912595,2.13986039825,97,[ 1.6],1,11,21,31,41,51,61,71,76,1,0.39965680975,1,1.16025981744,105.0,1.1
0,0,0,1,4,1,2,0,2,2,1,1,131,5,160,141,141,160,73,0.909848106327,2.35989096755,130,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.759582030238,1,1.78017735202,138.0,1.3
1,1,0,0,4,1,2,1,1,0,1,1,132,5,3,165,3,165,16,0.100018839119,nan,9,[ 1.6],2,13,23,33,43,53,63,73,78,0,0.629585572693,1,1.53019680711,19.0,1.0
1,1,0,1,4,1,2,2,2,0,1,1,133,5,141,64,64,141,56,0.559943368484,1.50992208062,65,[ 1.9],2,14,24,34,44,54,64,74,79,1,0.659644015948,1,1.48018423264,72.0,1.2
1,1,1,0,4,2,1,2,2,0,1,1,134,5,164,168,164,168,171,1.53982398205,3.06981827621,169,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.779672572098,1,1.94028303132,-175.0,1.1
1,1,0,0,4,1,2,1,1,0,1,1,135,5,12,71,12,71,152,0.129954392556,2.03993830871,12,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.689715679735,1,1.62027688982,21.0,1.4
0,0,1,1,4,2,1,0,1,1,1,1,136,5,112,59,59,112,26,1.22984192875,2.91982141609,58,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.67964892555,1,1.60019626323,64.0,1.1
1,1,0,1,4,1,2,2,2,0,1,1,137,5,84,46,46,84,36,0.569884528581,1.59011118079,46,[ 2.],2,14,24,34,44,54,64,74,79,1,1.02958911814,1,1.95016409853,55.0,1.5
1,1,0,0,4,1,2,1,1,0,1,1,138,5,48,29,48,29,171,1.38982051169,nan,36,[ 1.7],2,13,23,33,43,53,63,73,78,0,0.419702582469,1,1.87017330475,45.0,1.4
0,0,1,1,4,2,1,0,1,1,1,1,139,5,87,30,30,87,59,4.4295926636,6.09956423671,37,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.509709652397,1,1.48027647519,27.0,1.3
1,1,1,1,4,2,1,1,1,0,1,1,140,5,39,103,103,39,96,0.519840405439,1.54984897166,111,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.92959762126,0,nan,104.0,1.4
0,0,1,0,4,2,1,0,2,2,1,1,141,5,102,86,102,86,97,0.819899626949,1.95991175965,102,[ 2.],1,11,21,31,41,51,61,71,76,1,0.609691834834,1,1.57033071801,111.0,1.1
0,0,0,0,4,1,2,0,1,1,1,1,142,5,74,43,74,43,133,0.769904479443,1.75993297243,100,[ 1.6],1,11,21,31,41,51,61,71,76,1,0.679659441812,1,1.66022901988,94.0,1.1
1,1,1,0,4,2,1,2,2,0,1,1,143,5,106,26,106,26,33,0.66986761248,nan,97,[ 2.],2,13,23,33,43,53,63,73,78,0,0.439672337729,1,1.55025910534,80.0,1.2
1,1,0,0,4,1,2,1,1,0,1,1,144,5,50,115,50,115,148,0.719794855046,2.20983611781,77,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.399631871202,1,1.98011137004,65.0,1.3
1,1,1,1,4,2,1,1,1,0,1,1,145,5,149,109,109,149,158,0.519893287157,1.73994218471,109,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.429659066198,1,1.53048555326,121.0,1.2
0,0,0,1,4,1,2,0,2,2,1,1,146,5,150,33,33,150,79,0.649814929056,2.21986170829,37,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.789656097651,0,nan,31.0,1.3
0,0,1,0,4,2,1,0,2,2,1,1,147,5,68,109,68,109,7,1.74973401404,2.84978680557,67,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.469688115118,1,1.37024586688,60.0,1.5
0,0,0,1,4,1,2,0,2,2,1,1,148,5,37,73,73,37,160,0.83981049119,2.76988855476,58,[ 1.9],1,12,22,32,42,52,62,72,77,1,1.29958088242,1,2.29014149762,47.0,1.1
1,1,1,0,4,2,1,2,2,0,1,1,149,5,158,158,158,158,4,0.829872335773,2.19990968046,164,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.869709087478,1,2.33022823563,172.0,1.2
0,0,1,1,4,2,1,0,1,1,1,1,150,5,95,12,12,95,11,7.16918991529,8.40921307512,156,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.479711602384,1,1.23028180841,128.0,1.4
1,1,1,0,4,2,1,2,2,0,1,1,151,5,92,87,92,87,140,0.48992077657,1.66000547446,94,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.769578776148,1,1.66011814855,83.0,1.1
1,1,0,1,4,1,2,2,2,0,1,1,152,5,161,85,85,161,119,0.519900498271,2.28982781293,86,[ 1.9],2,14,24,34,44,54,64,74,79,1,4.03931815043,1,5.37984269491,93.0,1.2
1,1,0,1,4,1,2,2,2,0,1,1,153,5,121,31,31,121,114,0.959976659913,nan,19,[ 1.9],2,14,24,34,44,54,64,74,79,0,1.12967375893,1,2.44021257246,26.0,1.5
0,0,0,0,4,1,2,0,1,1,1,1,154,5,30,137,30,137,54,0.759836523444,2.44985567202,33,[ 1.9],1,11,21,31,41,51,61,71,76,1,0.739672067342,1,1.97019965551,38.0,1.2
0,0,0,0,4,1,2,0,1,1,1,1,155,5,148,7,148,7,153,3.06961636426,4.89974800061,166,[ 1.9],1,11,21,31,41,51,61,71,76,1,0.389706034795,1,1.29042453499,-175.0,1.3
0,0,1,0,4,2,1,0,2,2,1,1,156,5,95,74,95,74,48,0.809853905288,1.95993459498,110,[ 1.6],1,11,21,31,41,51,61,71,76,1,1.13962964172,1,2.28019432822,117.0,1.1
0,0,1,1,4,2,1,0,1,1,1,1,157,5,34,114,114,34,43,0.809856909909,2.54983094381,110,[ 1.5],1,12,22,32,42,52,62,72,77,1,0.469621111581,1,1.35023554892,118.0,1.0
0,0,0,1,4,1,2,0,2,2,1,1,158,5,134,21,21,134,112,8.88901481678,10.1490528015,138,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.379656106699,1,1.25024285028,149.0,1.2
1,1,1,1,4,2,1,1,1,0,1,1,159,5,170,76,76,170,15,0.479918622237,nan,77,[ 1.6],2,14,24,34,44,54,64,74,79,0,0.559634190809,1,2.05022710591,63.0,1.1
1,1,1,1,4,2,1,1,1,0,1,1,160,5,103,169,169,103,12,0.699892403733,2.30988530378,160,[ 2.],2,14,24,34,44,54,64,74,79,1,0.379680744722,1,1.15022851806,153.0,1.1
