cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
0,0,0,0,25,1,2,0,1,1,1,1,1,1,0,36,0,36,107,2.316211442986969,3.28360279800836,179,[1.9],1,11,21,31,41,51,61,71,76,1,0.7994319589924999,1,1.768801397003699,164.0,1.1
0,0,0,1,25,1,2,0,2,2,1,1,2,1,60,103,103,60,174,5.516293118009344,6.717687666008715,68,[1.7],1,12,22,32,42,52,62,72,77,1,0.4327039240160957,1,1.301884526037611,87.0,1.3
0,0,1,1,25,2,1,0,1,1,1,1,3,1,59,147,147,59,72,2.01475982402917,3.1159318949794397,166,[1.5],1,12,22,32,42,52,62,72,77,1,0.8827221200335771,1,1.5849138860357925,152.0,1.1
1,1,0,1,25,1,2,2,2,0,1,1,4,1,1,103,103,1,48,2.5826455160276964,3.6833031220012344,125,[1.8],2,14,24,34,44,54,64,74,79,1,0.6661293340148404,1,1.4185017819982022,107.0,1.2
0,0,1,1,25,2,1,0,1,1,1,1,5,1,99,130,130,99,179,1.78286349598784,2.766470981994644,147,[1.5],1,12,22,32,42,52,62,72,77,1,0.8810499029932544,1,2.200720334018115,104.0,1.3
0,0,0,1,25,1,2,0,2,2,1,1,6,1,22,115,115,22,151,-1.0,-1.0,-1,[1.7],1,12,22,32,42,52,62,72,77,-1,-1.0,-1,-1.0,-1.0,1.5
0,0,0,1,25,1,2,0,2,2,1,1,7,1,166,80,80,166,153,-1.0,-1.0,-1,-1,1,12,22,32,42,52,62,72,77,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,0,0,25,1,2,1,1,0,1,1,8,1,5,130,5,130,3,-1.0,-1.0,-1,-1,2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,0,1,25,1,2,2,2,0,1,1,9,1,68,126,126,68,28,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,0,1,25,1,2,0,2,2,1,1,10,1,77,130,130,77,85,-1.0,-1.0,-1,-1,1,12,22,32,42,52,62,72,77,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,1,1,25,2,1,0,1,1,1,1,11,1,173,105,105,173,78,-1.0,-1.0,-1,-1,1,12,22,32,42,52,62,72,77,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,1,1,25,2,1,0,1,1,1,1,12,1,29,67,67,29,15,-1.0,-1.0,-1,-1,1,12,22,32,42,52,62,72,77,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,0,0,25,1,2,0,1,1,1,1,13,1,27,58,27,58,62,-1.0,-1.0,-1,-1,1,11,21,31,41,51,61,71,76,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,0,25,2,1,2,2,0,1,1,14,1,164,19,164,19,140,-1.0,-1.0,-1,-1,2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,0,0,25,1,2,1,1,0,1,1,15,1,40,78,40,78,178,-1.0,-1.0,-1,-1,2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,1,25,2,1,1,1,0,1,1,16,1,20,51,51,20,75,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,1,0,25,2,1,0,2,2,1,1,17,1,144,37,144,37,177,-1.0,-1.0,-1,-1,1,11,21,31,41,51,61,71,76,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,0,25,2,1,2,2,0,1,1,18,1,124,34,124,34,143,-1.0,-1.0,-1,-1,2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,1,0,25,2,1,0,2,2,1,1,19,1,109,56,109,56,161,-1.0,-1.0,-1,-1,1,11,21,31,41,51,61,71,76,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,1,0,25,2,1,0,2,2,1,1,20,1,64,134,64,134,23,-1.0,-1.0,-1,-1,1,11,21,31,41,51,61,71,76,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,1,25,2,1,1,1,0,1,1,21,1,65,62,62,65,21,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,0,0,25,1,2,0,1,1,1,1,22,1,165,134,165,134,19,-1.0,-1.0,-1,-1,1,11,21,31,41,51,61,71,76,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,1,25,2,1,1,1,0,1,1,23,1,71,161,161,71,51,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,0,1,25,1,2,2,2,0,1,1,24,1,48,119,119,48,81,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,0,1,25,1,2,2,2,0,1,1,25,1,123,12,12,123,6,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,0,0,25,1,2,1,1,0,1,1,26,1,81,10,81,10,19,-1.0,-1.0,-1,-1,2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,1,25,2,1,1,1,0,1,1,27,1,64,146,146,64,47,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,0,0,25,1,2,1,1,0,1,1,28,1,89,42,89,42,142,-1.0,-1.0,-1,-1,2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,1,0,25,2,1,0,2,2,1,1,29,1,64,157,64,157,109,-1.0,-1.0,-1,-1,1,11,21,31,41,51,61,71,76,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,0,25,2,1,2,2,0,1,1,30,1,73,83,73,83,94,-1.0,-1.0,-1,-1,2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,0,0,25,1,2,0,1,1,1,1,31,1,66,104,66,104,126,-1.0,-1.0,-1,-1,1,11,21,31,41,51,61,71,76,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,0,25,2,1,2,2,0,1,1,32,1,4,135,4,135,86,-1.0,-1.0,-1,-1,2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,-1.0
