cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
1,1,1,0,99,2,1,2,2,0,1,1,1,1,4,36,4,36,27,0.31566454900894314,1.049779725028202,7,[1.8],2,13,23,33,43,53,63,73,78,1,0.3977207209682092,1,1.302036328939721,13.0,1.4
0,0,1,0,99,2,1,0,2,2,1,1,2,1,82,118,82,118,45,0.7498622140847147,1.8165883080800995,168,[1.7],1,11,21,31,41,51,61,71,76,1,0.4495495619485155,1,1.3848626719554886,156.0,1.2
1,1,0,0,99,1,2,1,1,0,1,1,3,1,24,63,24,63,121,-1.0,-1.0,-1,[1.8],2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,1.4
0,0,1,0,99,2,1,0,2,2,1,1,4,1,54,81,54,81,38,-1.0,-1.0,-1,-1,1,11,21,31,41,51,61,71,76,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,1,99,2,1,1,1,0,1,1,5,1,105,94,94,105,50,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,0,0,99,1,2,0,1,1,1,1,6,1,91,76,91,76,167,-1.0,-1.0,-1,-1,1,11,21,31,41,51,61,71,76,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,1,0,99,2,1,0,2,2,1,1,7,1,1,141,1,141,150,-1.0,-1.0,-1,-1,1,11,21,31,41,51,61,71,76,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,0,99,2,1,2,2,0,1,1,8,1,144,78,144,78,140,-1.0,-1.0,-1,-1,2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,1,1,99,2,1,0,1,1,1,1,9,1,120,176,176,120,99,-1.0,-1.0,-1,-1,1,12,22,32,42,52,62,72,77,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,0,1,99,1,2,0,2,2,1,1,10,1,179,146,146,179,136,-1.0,-1.0,-1,-1,1,12,22,32,42,52,62,72,77,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,0,1,99,1,2,2,2,0,1,1,11,1,83,88,88,83,104,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,0,0,99,1,2,0,1,1,1,1,12,1,7,16,7,16,54,-1.0,-1.0,-1,-1,1,11,21,31,41,51,61,71,76,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,0,0,99,1,2,0,1,1,1,1,13,1,1,43,1,43,85,-1.0,-1.0,-1,-1,1,11,21,31,41,51,61,71,76,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,0,1,99,1,2,2,2,0,1,1,14,1,49,59,59,49,162,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,1,0,99,2,1,0,2,2,1,1,15,1,24,21,24,21,106,-1.0,-1.0,-1,-1,1,11,21,31,41,51,61,71,76,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,0,99,2,1,2,2,0,1,1,16,1,179,19,179,19,171,-1.0,-1.0,-1,-1,2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,1,1,99,2,1,0,1,1,1,1,17,1,13,158,158,13,45,-1.0,-1.0,-1,-1,1,12,22,32,42,52,62,72,77,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,0,1,99,1,2,2,2,0,1,1,18,1,52,34,34,52,70,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,0,1,99,1,2,0,2,2,1,1,19,1,134,10,10,134,28,-1.0,-1.0,-1,-1,1,12,22,32,42,52,62,72,77,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,1,1,99,2,1,0,1,1,1,1,20,1,141,99,99,141,120,-1.0,-1.0,-1,-1,1,12,22,32,42,52,62,72,77,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,0,1,99,1,2,0,2,2,1,1,21,1,62,64,64,62,95,-1.0,-1.0,-1,-1,1,12,22,32,42,52,62,72,77,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,0,99,2,1,2,2,0,1,1,22,1,99,141,99,141,113,-1.0,-1.0,-1,-1,2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,0,0,99,1,2,1,1,0,1,1,23,1,32,130,32,130,59,-1.0,-1.0,-1,-1,2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,0,0,99,1,2,1,1,0,1,1,24,1,176,42,176,42,2,-1.0,-1.0,-1,-1,2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,1,99,2,1,1,1,0,1,1,25,1,42,56,56,42,119,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,1,99,2,1,1,1,0,1,1,26,1,138,172,172,138,162,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,0,1,99,1,2,0,2,2,1,1,27,1,37,125,125,37,76,-1.0,-1.0,-1,-1,1,12,22,32,42,52,62,72,77,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,1,1,99,2,1,1,1,0,1,1,28,1,63,65,65,63,19,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,1,1,99,2,1,0,1,1,1,1,29,1,17,106,106,17,39,-1.0,-1.0,-1,-1,1,12,22,32,42,52,62,72,77,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,0,0,99,1,2,1,1,0,1,1,30,1,18,26,18,26,112,-1.0,-1.0,-1,-1,2,13,23,33,43,53,63,73,78,-1,-1.0,-1,-1.0,-1.0,-1.0
0,0,0,0,99,1,2,0,1,1,1,1,31,1,14,54,14,54,87,-1.0,-1.0,-1,-1,1,11,21,31,41,51,61,71,76,-1,-1.0,-1,-1.0,-1.0,-1.0
1,1,0,1,99,1,2,2,2,0,1,1,32,1,32,64,64,32,174,-1.0,-1.0,-1,-1,2,14,24,34,44,54,64,74,79,-1,-1.0,-1,-1.0,-1.0,-1.0
