cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
1,1,0,1,15,1,2,2,2,0,1,1,1,1,146,32,32,146,63,8.86531185300555,nan,30,[2.],2,14,24,34,44,54,64,74,79,0,22.549153352010762,1,24.251050669001415,15.0,1.4
0,0,1,1,15,2,1,0,1,1,1,1,2,1,106,46,46,106,26,3.300501058984082,4.7847154419869184,47,[1.6],1,12,22,32,42,52,62,72,77,1,7.016203526000027,0,nan,27.0,1.5
1,1,0,0,15,1,2,1,1,0,1,1,3,1,82,72,82,72,111,20.252671952010132,nan,111,[1.6],2,13,23,33,43,53,63,73,78,0,10.531947126000887,0,nan,105.0,1.0
1,1,1,0,15,2,1,2,2,0,1,1,4,1,123,28,123,28,69,1.1832306610012893,1.5831443349889014,70,[1.8],2,13,23,33,43,53,63,73,78,1,18.531757330027176,1,20.434692569018807,11.0,1.0
0,0,1,1,15,2,1,0,1,1,1,1,5,1,77,125,125,77,109,3.2662407089956105,4.118165697000222,143,[1.9],1,12,22,32,42,52,62,72,77,1,13.682562856993172,1,14.952098474983359,100.0,1.3
0,0,0,0,15,1,2,0,1,1,1,1,6,1,121,41,121,41,67,2.9661677469848655,3.9512546609912533,138,[1.8],1,11,21,31,41,51,61,71,76,1,5.932995440991363,1,6.835347691987408,98.0,1.5
0,0,0,1,15,1,2,0,2,2,1,1,7,1,27,47,47,27,4,2.7660843009944074,4.199829265999142,35,[1.8],1,12,22,32,42,52,62,72,77,1,2.032492178987013,0,nan,12.0,1.5
1,1,0,1,15,1,2,2,2,0,1,1,8,1,75,26,26,75,17,1.849651399999857,3.350786513998173,8,[1.7],2,14,24,34,44,54,64,74,79,1,2.615922736003995,0,nan,-18.0,1.1
1,1,1,1,15,2,1,1,1,0,1,1,9,1,76,111,111,76,167,3.015461923991097,4.8006369729992,126,[1.6],2,14,24,34,44,54,64,74,79,1,2.9334892360202502,1,4.170174283004599,92.0,1.3
0,0,1,0,15,2,1,0,2,2,1,1,10,1,21,131,21,131,132,3.0494478440086823,4.70077168798889,34,[1.9],1,11,21,31,41,51,61,71,76,1,2.6158583700016607,1,4.235485800978495,4.0,1.4
