cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
0,0,0,0,26,1,2,0,1,1,1,1,1,1,113,24,113,24,134,4.232518639997579,nan,107,[1.7],1,11,21,31,41,51,61,71,76,0,2.1993879840010777,0,nan,120.0,1.4
1,1,1,0,26,2,1,2,2,0,1,1,2,1,14,29,14,29,15,1.4656782549573109,3.300301320035942,10,[1.8],2,13,23,33,43,53,63,73,78,1,2.5165939920116216,0,nan,24.0,1.4
0,0,0,0,26,1,2,0,1,1,1,1,3,1,78,166,78,166,19,1.2661307810340077,nan,48,[1.6],1,11,21,31,41,51,61,71,76,0,0.6826790909981355,1,2.1690673009725288,61.0,1.4
1,1,1,0,26,2,1,2,2,0,1,1,4,1,68,59,68,59,42,0.8492823030101135,2.5007648669416085,62,[1.5],2,13,23,33,43,53,63,73,78,1,1.4327049980638549,1,2.5686769540188834,75.0,1.4
1,1,0,0,26,1,2,1,1,0,1,1,5,1,106,161,106,161,2,0.8992817580001429,nan,135,[1.6],2,13,23,33,43,53,63,73,78,0,0.8655290950555354,1,2.8018818739801645,146.0,1.5
1,1,1,1,26,2,1,1,1,0,1,1,6,1,45,92,92,45,3,0.3156472819391638,nan,101,[1.7],2,14,24,34,44,54,64,74,79,0,2.465779002988711,0,nan,109.0,1.1
0,0,1,0,26,2,1,0,2,2,1,1,7,1,68,101,68,101,130,0.9492866320069879,nan,55,[1.9],1,11,21,31,41,51,61,71,76,0,0.49930959404446185,1,1.9348210740135983,65.0,1.1
0,0,0,0,26,1,2,0,1,1,1,1,8,1,156,112,156,112,150,0.9158103769877926,2.817519931937568,156,[1.7],1,11,21,31,41,51,61,71,76,1,0.6146318590035662,1,1.669090608949773,141.0,1.4
1,1,1,0,26,2,1,2,2,0,1,1,9,1,13,13,13,13,113,1.1487415890442207,nan,13,[1.7],2,13,23,33,43,53,63,73,78,0,0.9994851379888132,0,nan,23.0,1.2
1,1,1,0,26,2,1,2,2,0,1,1,10,1,31,4,31,4,39,0.6666592779802158,nan,23,[1.7],2,13,23,33,43,53,63,73,78,0,0.8163770660758018,1,2.369218383100815,34.0,1.3
1,1,0,1,26,1,2,2,2,0,1,1,11,1,141,155,155,141,139,0.7335145249962807,nan,164,[1.6],2,14,24,34,44,54,64,74,79,0,1.099542623036541,1,2.0685167260235175,152.0,1.1
0,0,1,1,26,2,1,0,1,1,1,1,12,1,19,73,73,19,52,3.1648941340390593,4.333269865019247,47,[1.9],1,12,22,32,42,52,62,72,77,1,1.2158590710023418,1,2.0354838139610365,60.0,1.1
0,0,1,1,26,2,1,0,1,1,1,1,13,1,145,157,157,145,33,1.7816847539506853,3.3340088709956035,168,[1.5],1,12,22,32,42,52,62,72,77,1,1.0325401549926028,1,2.802599799935706,157.0,1.3
0,0,1,1,26,2,1,0,1,1,1,1,14,1,25,47,47,25,107,3.29891548701562,nan,160,[1.8],1,12,22,32,42,52,62,72,77,0,11.697974118986167,0,nan,97.0,1.2
0,0,0,0,26,1,2,0,1,1,1,1,15,1,0,110,0,110,134,3.398569657932967,nan,18,[1.6],1,11,21,31,41,51,61,71,76,0,4.715410355012864,1,5.319075845996849,32.0,1.0
0,0,1,0,26,2,1,0,2,2,1,1,16,1,144,178,144,178,71,4.132735388004221,5.334774764953181,163,[1.8],1,11,21,31,41,51,61,71,76,1,1.9322674709837884,1,3.235342649044469,150.0,1.2
1,1,0,0,26,1,2,1,1,0,1,1,17,1,68,16,68,16,2,1.3325266549363732,3.150400297017768,56,[1.6],2,13,23,33,43,53,63,73,78,1,2.2151346779428422,1,3.635060128988698,67.0,1.0
0,0,0,1,26,1,2,0,2,2,1,1,18,1,107,46,46,107,46,1.4158193040639162,nan,66,[1.8],1,12,22,32,42,52,62,72,77,0,2.0985171360662207,1,2.9180231370264664,54.0,1.1
1,1,0,1,26,1,2,2,2,0,1,1,19,1,95,170,170,95,26,2.0498773750150576,3.9508338380837813,164,[1.6],2,14,24,34,44,54,64,74,79,1,1.4987209520768374,1,3.3027358630206436,154.0,1.2
0,0,0,1,26,1,2,0,2,2,1,1,20,1,140,34,34,140,76,2.132715128012933,3.651314166956581,40,[1.5],1,12,22,32,42,52,62,72,77,1,1.1821699409047142,0,nan,25.0,1.5
1,1,0,1,26,1,2,2,2,0,1,1,21,1,98,87,87,98,132,1.4497543670004234,2.9506854000501335,96,[1.8],2,14,24,34,44,54,64,74,79,1,1.5992037859978154,1,2.902452078065835,104.0,1.1
0,0,0,1,26,1,2,0,2,2,1,1,22,1,85,132,132,85,28,1.3832191890105605,3.033791139954701,120,[1.5],1,12,22,32,42,52,62,72,77,1,1.2491284580901265,1,2.335784470080398,111.0,1.2
1,1,0,0,26,1,2,1,1,0,1,1,23,1,126,62,126,62,5,0.9329323041019961,2.3334082800429314,130,[2.],2,13,23,33,43,53,63,73,78,1,2.2651659139664844,1,3.6010897759115323,109.0,1.1
0,0,1,0,26,2,1,0,2,2,1,1,24,1,118,147,118,147,84,1.1993593720253557,3.050207150983624,139,[1.8],1,11,21,31,41,51,61,71,76,1,1.0153808579780161,1,1.9862222579540685,127.0,1.4
0,0,1,1,26,2,1,0,1,1,1,1,25,1,149,155,155,149,165,1.0498181770090014,2.3173921250272542,169,[1.6],1,12,22,32,42,52,62,72,77,1,1.3989528639940545,1,2.417668887996115,158.0,1.1
0,0,1,0,26,2,1,0,2,2,1,1,26,1,75,71,75,71,54,1.1991644310764968,2.467137095052749,62,[1.8],1,11,21,31,41,51,61,71,76,1,2.815496208029799,1,3.968991738045588,47.0,1.1
1,1,0,1,26,1,2,2,2,0,1,1,27,1,106,43,43,106,96,0.7497309159953147,1.8167978940764442,64,[1.9],2,14,24,34,44,54,64,74,79,1,1.0660788950044662,1,2.2028216819744557,81.0,1.4
1,1,1,1,26,2,1,1,1,0,1,1,28,1,115,0,0,115,159,0.8660997110418975,2.2005846090614796,177,[1.7],2,14,24,34,44,54,64,74,79,1,1.0820813829777762,1,2.2020116630010307,165.0,1.2
0,0,0,1,26,1,2,0,2,2,1,1,29,1,171,8,8,171,41,1.0651860709767789,2.7842288720421493,6,[1.5],1,12,22,32,42,52,62,72,77,1,0.916626235935837,1,2.269239601911977,16.0,1.1
1,1,0,0,26,1,2,1,1,0,1,1,30,1,64,33,64,33,158,0.6833181850379333,2.40176977601368,34,[1.8],2,13,23,33,43,53,63,73,78,1,0.916724871029146,1,2.2203316600061953,21.0,1.2
1,1,1,1,26,2,1,1,1,0,1,1,31,1,17,141,141,17,96,0.7822216619970277,2.6998378419084474,138,[1.7],2,14,24,34,44,54,64,74,79,1,1.2664340819464996,1,2.918045343947597,156.0,1.1
1,1,1,1,26,2,1,1,1,0,1,1,32,1,174,135,135,174,124,0.8663478050148115,1.817738221026957,143,[1.5],2,14,24,34,44,54,64,74,79,1,0.5328663550317287,1,1.4676151940366253,131.0,1.5
