cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
0,0,0,1,14,1,2,0,2,2,1,1,1,1,46,141,141,46,169,6.615092685000036,nan,149,[1.9],1,12,22,32,42,52,62,72,77,0,2.7661285240001234,0,nan,160.0,1.2
0,0,1,0,14,2,1,0,2,2,1,1,2,1,105,16,105,16,53,1.1329204840003513,nan,130,[1.7],1,11,21,31,41,51,61,71,76,0,1.549403345000428,0,nan,116.0,1.3
0,0,1,0,14,2,1,0,2,2,1,1,3,1,75,143,75,143,129,2.1827386239997395,4.0841323469999224,48,[2.],1,11,21,31,41,51,61,71,76,1,0.9993963380002242,0,nan,65.0,1.1
1,1,0,1,14,1,2,2,2,0,1,1,4,1,10,163,163,10,63,0.18253572999992684,nan,157,[1.8],2,14,24,34,44,54,64,74,79,0,1.2326002469999366,0,nan,135.0,1.3
1,1,0,0,14,1,2,1,1,0,1,1,5,1,153,152,153,152,69,0.8656198670000776,nan,147,[1.8],2,13,23,33,43,53,63,73,78,0,0.632278389000021,0,nan,130.0,1.5
1,1,1,0,14,2,1,2,2,0,1,1,6,1,80,46,80,46,32,0.666182659000242,nan,56,[1.8],2,13,23,33,43,53,63,73,78,0,1.7325948790003167,0,nan,38.0,1.3
0,0,1,1,14,2,1,0,1,1,1,1,7,1,87,167,167,87,32,2.200031224999748,nan,153,[1.5],1,12,22,32,42,52,62,72,77,0,3.2164084290002393,0,nan,171.0,1.2
0,0,0,0,14,1,2,0,1,1,1,1,8,1,69,128,69,128,33,1.3496013219996712,nan,27,[1.7],1,11,21,31,41,51,61,71,76,0,2.4996164979997957,0,nan,-12.0,1.4
0,0,0,0,14,1,2,0,1,1,1,1,9,1,27,124,27,124,140,1.4328825139996297,nan,10,[1.8],1,11,21,31,41,51,61,71,76,0,0.8994670359998054,0,nan,20.0,1.4
1,1,1,0,14,2,1,2,2,0,1,1,10,1,83,138,83,138,26,0.9821987029999946,nan,68,[2.],2,13,23,33,43,53,63,73,78,0,1.5661043489999429,0,nan,46.0,1.0
0,0,0,0,14,1,2,0,1,1,1,1,11,1,105,39,105,39,137,1.366192890000093,nan,131,[1.8],1,11,21,31,41,51,61,71,76,0,1.1328943449998405,0,nan,114.0,1.3
0,0,1,1,14,2,1,0,1,1,1,1,12,1,81,149,149,81,113,0.8164087519999157,nan,136,[1.8],1,12,22,32,42,52,62,72,77,0,0.816978975999973,0,nan,157.0,1.0
1,1,1,1,14,2,1,1,1,0,1,1,13,1,168,127,127,168,28,1.6999382039998636,nan,141,[1.6],2,14,24,34,44,54,64,74,79,0,1.9155557240001144,0,nan,161.0,1.1
0,0,1,1,14,2,1,0,1,1,1,1,14,1,23,19,19,23,79,5.682475894000163,7.283841975000087,22,[1.8],1,12,22,32,42,52,62,72,77,1,0.4828455780002514,1,1.867936063000343,53.0,1.4
1,1,0,0,14,1,2,1,1,0,1,1,15,1,149,47,149,47,43,15.082816267999988,16.349503659999755,153,[1.8],2,13,23,33,43,53,63,73,78,1,0.8162400490000437,1,1.7858366049999859,149.0,1.3
1,1,0,0,14,1,2,1,1,0,1,1,16,1,154,41,154,41,116,1.0658581010002308,nan,150,[1.8],2,13,23,33,43,53,63,73,78,0,2.7326551260002816,0,nan,162.0,1.3
1,1,1,0,14,2,1,2,2,0,1,1,17,1,14,38,14,38,68,0.932955844999924,nan,13,[1.8],2,13,23,33,43,53,63,73,78,0,0.16621988099996088,1,1.9851723289998517,2.0,1.5
