cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
1,1,1,1,17,2,1,1,1,0,1,1,1,1,160,3,3,160,46,5.23171926906798,nan,173,[1.9],2,14,24,34,44,54,64,74,79,0,43.66626413492486,0,nan,173.0,1.3
1,1,0,0,17,1,2,1,1,0,1,1,2,1,45,64,45,64,18,5.615543260937557,6.5666645229794085,49,[1.6],2,13,23,33,43,53,63,73,78,1,20.164931967970915,0,nan,49.0,1.0
0,0,1,1,17,2,1,0,1,1,1,1,3,1,125,51,51,125,131,5.132872459013015,6.434176507988013,55,[1.7],1,12,22,32,42,52,62,72,77,1,12.14786338689737,1,13.584436378907412,100.0,1.2
1,1,1,0,17,2,1,2,2,0,1,1,4,1,60,113,60,113,165,4.698592421016656,5.849658309947699,86,[1.6],2,13,23,33,43,53,63,73,78,1,2.483489384991117,1,3.5692603880306706,77.0,1.0
0,0,0,0,17,1,2,0,1,1,1,1,5,1,56,45,56,45,85,3.465102780959569,4.533610348938964,44,[1.5],1,11,21,31,41,51,61,71,76,1,0.9329351260093972,1,1.9854598260717466,55.0,1.2
1,1,0,0,17,1,2,1,1,0,1,1,6,1,32,111,32,111,19,5.532129483064637,6.73446310905274,152,[2.],2,13,23,33,43,53,63,73,78,1,3.08339361299295,1,4.6858226609183475,139.0,1.2
0,0,1,0,17,2,1,0,2,2,1,1,7,1,9,145,9,145,156,1.1661189800361171,2.7670093240449205,18,[1.8],1,11,21,31,41,51,61,71,76,1,2.0821664299583063,1,3.568324971012771,30.0,1.2
1,1,1,0,17,2,1,2,2,0,1,1,8,1,38,90,38,90,25,4.5491503799567,4.933579990989529,27,[1.6],2,13,23,33,43,53,63,73,78,1,1.4000407200073823,1,2.86863196908962,93.0,1.5
1,1,0,1,17,1,2,2,2,0,1,1,9,1,46,67,67,46,12,2.115300593082793,3.500786783057265,64,[1.8],2,14,24,34,44,54,64,74,79,1,1.2997168229194358,1,2.1676052239490673,51.0,1.0
1,1,0,1,17,1,2,2,2,0,1,1,10,1,64,71,71,64,21,3.1161196450702846,4.916837932076305,55,[1.9],2,14,24,34,44,54,64,74,79,1,2.4169546130578965,1,3.152447015978396,34.0,1.5
