cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
0,0,1,1,12,2,1,0,1,1,1,1,1,1,113,64,64,113,138,7.849054012000124,9.31604400300057,62,[1.8],1,12,22,32,42,52,62,72,77,1,2.550321922999501,0,nan,37.0,1.2
0,0,0,1,12,1,2,0,2,2,1,1,2,1,94,169,169,94,153,22.14804064099917,23.766304095999658,156,[1.9],1,12,22,32,42,52,62,72,77,1,0.881891781999002,1,2.7686767340001097,118.0,1.4
0,0,1,0,12,2,1,0,2,2,1,1,3,1,102,134,102,134,25,1.3656986309997592,3.3174618339999142,109,[1.9],1,11,21,31,41,51,61,71,76,1,0.9662388159995317,1,1.96873430100095,93.0,1.0
1,1,1,0,12,2,1,2,2,0,1,1,4,1,97,49,97,49,153,0.6497350740010006,2.0665380870013905,63,[1.9],2,13,23,33,43,53,63,73,78,1,1.1156183469993266,1,2.2360712019999482,82.0,1.2
0,0,0,0,12,1,2,0,1,1,1,1,5,1,64,177,64,177,33,0.983523396000237,2.2680569540007127,21,[1.7],1,11,21,31,41,51,61,71,76,1,1.1493753310005559,1,2.568766645001233,54.0,1.3
1,1,0,0,12,1,2,1,1,0,1,1,6,1,57,104,57,104,28,2.299410868999985,nan,72,[1.9],2,13,23,33,43,53,63,73,78,0,1.4491350280004553,1,2.9022340049996274,44.0,1.2
0,0,0,0,12,1,2,0,1,1,1,1,7,1,46,8,46,8,152,1.2160369949997403,nan,22,[1.6],1,11,21,31,41,51,61,71,76,0,0.9492939909996494,1,2.235337295998761,47.0,1.4
1,1,0,0,12,1,2,1,1,0,1,1,8,1,146,156,146,156,63,0.6829974390002462,2.2339629029993375,133,[1.9],2,13,23,33,43,53,63,73,78,1,0.6328664449993084,1,1.7355315379991225,98.0,1.4
0,0,0,1,12,1,2,0,2,2,1,1,9,1,169,85,85,169,3,1.566698066999379,3.1667104219995963,76,[2.],1,12,22,32,42,52,62,72,77,1,0.8160824189999403,1,2.2690196430012293,113.0,1.3
0,0,0,1,12,1,2,0,2,2,1,1,10,1,98,33,33,98,102,1.1996300160008104,2.185287876000075,68,[1.7],1,12,22,32,42,52,62,72,77,1,1.099345041999186,1,2.319718054999612,88.0,1.0
