cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
0,0,1,1,19,2,1,0,1,1,1,1,33,2,7,177,177,7,61,0.949795680091,2.79965833013,173,[ 2.],1,12,22,32,42,52,62,72,77,1,0.549671474757,1,1.26024085743,-175.0,1.2
1,1,0,0,19,1,2,1,1,0,1,1,34,2,68,13,68,13,24,0.389896342327,2.0599118064,56,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.529630367382,1,1.49014934988,37.0,1.1
0,0,1,1,19,2,1,0,1,1,1,1,35,2,127,126,126,127,37,0.549674479204,1.82003443738,128,[ 1.6],1,12,22,32,42,52,62,72,77,1,0.379665174347,1,1.70012760043,111.0,1.5
0,0,0,0,19,1,2,0,1,1,1,1,36,2,49,177,49,177,26,0.539926432219,1.56987752824,59,[ 1.6],1,11,21,31,41,51,61,71,76,1,0.289645738347,1,1.02023489654,69.0,1.4
1,1,0,1,19,1,2,2,2,0,1,1,37,2,173,20,20,173,33,0.459866859339,1.86995092779,29,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.299658179894,1,1.24017391153,37.0,1.1
0,0,1,0,19,2,1,0,2,2,1,1,38,2,75,41,75,41,88,0.979829699878,1.82001130289,33,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.259718077286,1,0.700277223717,43.0,1.2
1,1,1,0,19,2,1,2,2,0,1,1,39,2,84,167,84,167,152,0.919853897969,2.66978652243,62,[ 2.],2,13,23,33,43,53,63,73,78,1,0.559558929788,1,1.54016739179,82.0,1.3
1,1,0,1,19,1,2,2,2,0,1,1,40,2,28,95,95,28,139,0.459896603716,2.18980524637,99,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.57964209991,1,1.36028535382,110.0,1.3
0,0,0,1,19,1,2,0,2,2,1,1,41,2,177,88,88,177,176,0.72981340054,1.91985179484,92,[ 1.5],1,12,22,32,42,52,62,72,77,1,0.309695558681,1,0.810291798465,98.0,1.3
0,0,1,0,19,2,1,0,2,2,1,1,42,2,50,83,50,83,21,0.579929328524,2.29982973592,38,[ 2.],1,11,21,31,41,51,61,71,76,1,0.299616117118,1,1.00019348873,59.0,1.3
1,1,1,0,19,2,1,2,2,0,1,1,43,2,71,172,71,172,28,0.459789043205,1.87982185817,68,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.319630484562,1,0.920242978609,75.0,1.2
1,1,0,1,19,1,2,2,2,0,1,1,44,2,93,51,51,93,1,0.399983895972,1.98995751358,58,[ 1.9],2,14,24,34,44,54,64,74,79,1,0.419663864392,1,1.07024722995,71.0,1.2
0,0,0,1,19,1,2,0,2,2,1,1,45,2,115,160,160,115,31,1.17974713663,2.37992145677,163,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.339713354246,1,1.94013506357,140.0,1.4
1,1,0,0,19,1,2,1,1,0,1,1,46,2,114,31,114,31,4,0.439862707135,1.70004708026,119,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.299665991566,1,1.07018954385,106.0,1.5
0,0,0,1,19,1,2,0,2,2,1,1,47,2,115,61,61,115,59,0.439902666752,1.27993825186,69,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.29974591083,1,0.990312944021,81.0,1.2
0,0,1,0,19,2,1,0,2,2,1,1,48,2,160,126,160,126,17,1.21977857556,2.34972219041,148,[ 1.6],1,11,21,31,41,51,61,71,76,1,0.319658125809,1,1.13026990177,106.0,1.3
1,1,1,0,19,2,1,2,2,0,1,1,49,2,136,94,136,94,135,0.339915856428,1.18997710283,149,[ 1.7],2,13,23,33,43,53,63,73,78,1,0.339691721951,1,1.00027791472,132.0,1.3
1,1,1,1,19,2,1,1,1,0,1,1,50,2,72,179,179,72,105,0.499846320658,1.79978511934,0,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.639558413008,1,1.68017422399,-8.0,1.4
1,1,0,0,19,1,2,1,1,0,1,1,51,2,152,101,152,101,117,0.439899361838,1.57987554828,156,[ 2.],2,13,23,33,43,53,63,73,78,1,0.239676669502,1,0.65025497551,142.0,1.2
