cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
1,1,0,0,17,1,2,1,1,0,1,1,129,5,122,66,122,66,6,0.30987236239,1.28992134307,125,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.569629814578,1,1.34486010821,109.0,1.3
1,1,1,0,17,2,1,2,2,0,1,1,130,5,127,59,127,59,164,0.479908816975,1.38997359274,128,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.639627840568,1,1.52016719893,114.0,1.3
0,0,1,0,17,2,1,0,2,2,1,1,131,5,45,79,45,79,137,0.549849155008,1.70003824832,39,[ 1.6],1,11,21,31,41,51,61,71,76,1,0.389689058909,1,1.03028106955,52.0,1.1
1,1,0,1,17,1,2,2,2,0,1,1,132,5,97,155,155,97,136,0.389913200657,1.12999530384,136,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.369666230101,1,1.27020077512,123.0,1.4
0,0,1,1,17,2,1,0,1,1,1,1,133,5,82,122,122,82,49,0.88990163302,1.94011028615,138,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.389697171277,1,1.61015710654,119.0,1.3
0,0,0,0,17,1,2,0,1,1,1,1,134,5,143,98,143,98,93,0.709872242207,1.84991907161,148,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.589569716947,1,1.92023287907,130.0,1.4
0,0,1,1,17,2,1,0,1,1,1,1,135,5,150,74,74,150,71,0.719918659981,1.35004481333,63,[ 2.],1,12,22,32,42,52,62,72,77,1,0.329657528833,1,1.34015132873,78.0,1.2
1,1,1,1,17,2,1,1,1,0,1,1,136,5,57,170,170,57,98,1.189904247,2.33985117108,163,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.369679750715,1,2.23014790651,143.0,1.1
1,1,0,0,17,1,2,1,1,0,1,1,137,5,172,175,172,175,68,0.429877734583,1.85984320293,163,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.40964278235,1,1.2102305385,-174.0,1.2
1,1,1,0,17,2,1,2,2,0,1,1,138,5,48,43,48,43,24,2.41962219797,3.14974381439,23,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.339674201256,1,0.950341485664,57.0,1.1
1,1,0,1,17,1,2,2,2,0,1,1,139,5,120,48,48,120,146,0.339932895686,1.5699344791,56,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.539639288023,1,1.56019152402,34.0,1.2
1,1,0,1,17,1,2,2,2,0,1,1,140,5,55,135,135,55,87,0.939789096436,1.76001389318,141,[ 1.7],2,14,24,34,44,54,64,74,79,1,2.28939764459,1,3.05010799967,118.0,1.0
0,0,0,0,17,1,2,0,1,1,1,1,141,5,89,125,89,125,154,0.979738907914,nan,129,[ 1.9],1,11,21,31,41,51,61,71,76,0,0.819563488451,0,nan,107.0,1.1
0,0,1,1,17,2,1,0,1,1,1,1,142,5,89,127,127,89,90,0.689811255221,1.53986973939,126,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.369567679842,1,1.78013977912,103.0,1.4
1,1,1,1,17,2,1,1,1,0,1,1,143,5,88,51,51,88,71,0.389924317607,1.18996403817,41,[ 1.5],2,14,24,34,44,54,64,74,79,1,0.509632536729,1,1.34024417029,74.0,1.2
