cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
0,0,0,0,3,1,2,0,1,1,1,1,97,4,3,88,3,88,56,1.20979705744,2.06994176703,21,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.579709709506,1,1.56021829328,39.0,1.0
1,1,0,0,3,1,2,1,1,0,1,1,98,4,109,19,109,19,103,0.169963911234,1.24003337556,120,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.78959300014,1,1.65019050933,103.0,1.1
1,1,1,1,3,2,1,1,1,0,1,1,99,4,105,53,53,105,66,0.709920097492,1.40990684705,65,[ 1.8],2,14,24,34,44,54,64,74,79,1,1.20951041457,1,1.86022463307,38.0,1.3
0,0,1,0,3,2,1,0,2,2,1,1,100,4,117,65,117,65,103,1.37982737127,2.24993517483,60,[ 1.6],1,11,21,31,41,51,61,71,76,1,0.699606061331,1,1.57028023998,38.0,1.1
0,0,0,1,3,1,2,0,2,2,1,1,101,4,3,94,94,3,123,1.00987986539,2.11981282278,115,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.579573599156,1,1.40033645986,94.0,1.3
0,0,1,1,3,2,1,0,1,1,1,1,102,4,0,106,106,0,43,0.789921707998,2.27993502759,130,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.399624660087,1,1.11020007014,104.0,1.1
1,1,1,1,3,2,1,1,1,0,1,1,103,4,106,30,30,106,44,0.879865680472,1.71995740617,49,[ 1.5],2,14,24,34,44,54,64,74,79,1,0.759606968728,1,1.76016793546,32.0,1.3
1,1,1,0,3,2,1,2,2,0,1,1,104,4,161,59,161,59,110,0.689833161246,1.97987490473,139,[ 1.7],2,13,23,33,43,53,63,73,78,1,0.60968462372,1,1.39022253285,121.0,1.3
1,1,0,1,3,1,2,2,2,0,1,1,105,4,75,104,104,75,39,0.639875872235,2.05984646879,127,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.449614399171,1,1.79010739492,107.0,1.4
1,1,1,1,3,2,1,1,1,0,1,1,106,4,66,23,23,66,65,0.579849725822,1.94991531415,25,[ 1.9],2,14,24,34,44,54,64,74,79,1,0.819655649946,1,1.800300945,42.0,1.3
