cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
1,1,0,1,6,1,2,2,2,0,1,1,161,6,177,115,115,177,120,0.549896328175,1.34000332303,130,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.319640920821,1,1.27017559462,105.0,1.0
1,1,1,0,6,2,1,2,2,0,1,1,162,6,143,24,143,24,114,0.31992605214,1.74988875672,139,[ 1.7],2,13,23,33,43,53,63,73,78,1,0.789580298118,1,1.8101647362,104.0,1.2
0,0,1,0,6,2,1,0,2,2,1,1,163,6,177,78,177,78,8,1.02980027888,1.98972956391,175,[ 1.5],1,11,21,31,41,51,61,71,76,1,0.419741242576,1,1.56026771698,159.0,1.2
0,0,1,0,6,2,1,0,2,2,1,1,164,6,53,123,53,123,73,0.959772147327,1.6299467204,73,[ 1.5],1,11,21,31,41,51,61,71,76,1,0.619560008425,1,1.59014160721,29.0,1.2
0,0,1,1,6,2,1,0,1,1,1,1,165,6,120,24,24,120,77,0.879756607821,2.5697158091,100,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.699575848384,1,1.44020489795,44.0,1.1
1,1,1,1,6,2,1,1,1,0,1,1,166,6,83,51,51,83,6,0.509863770925,1.59982255157,44,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.399663070328,1,1.52022614609,16.0,1.4
1,1,1,1,6,2,1,1,1,0,1,1,167,6,112,39,39,112,100,0.359909635305,1.7400167233,20,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.459683663477,1,1.26030536392,60.0,1.2
0,0,0,0,6,1,2,0,1,1,1,1,168,6,5,101,5,101,77,1.14973300111,2.59973361704,177,[ 1.7],1,11,21,31,41,51,61,71,76,1,0.369676209202,1,1.15027592239,142.0,1.3
1,1,1,1,6,2,1,1,1,0,1,1,169,6,34,61,61,34,162,1.38975798691,2.47976604209,49,[ 1.5],2,14,24,34,44,54,64,74,79,1,0.309652311051,1,1.51014409497,5.0,1.4
0,0,1,1,6,2,1,0,1,1,1,1,170,6,50,128,128,50,122,1.06982742795,2.54980348773,146,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.389606557841,1,1.33011927142,122.0,1.3
0,0,1,1,6,2,1,0,1,1,1,1,171,6,178,50,50,178,66,1.35978494669,1.83990161918,66,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.419665528045,1,1.29019067143,88.0,1.0
1,1,1,0,6,2,1,2,2,0,1,1,172,6,93,54,93,54,96,0.339875028956,1.81984057283,121,[ 2.],2,13,23,33,43,53,63,73,78,1,0.299673015372,1,1.0001901877,64.0,1.2
1,1,1,0,6,2,1,2,2,0,1,1,173,6,39,33,39,33,139,0.389909716429,1.63985841382,60,[ 1.8],2,13,23,33,43,53,63,73,78,1,1.24947938747,1,1.88006397277,95.0,1.3
