cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
0,0,0,1,10,1,2,0,2,2,1,1,65,3,17,34,34,17,143,0.579892212107,2.5099091011,41,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.349737981727,1,1.43037068352,27.0,1.4
1,1,1,0,10,2,1,2,2,0,1,1,66,3,143,76,143,76,28,7.42908710797,9.3090754981,147,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.459645941068,1,1.39018954072,133.0,1.5
0,0,1,1,10,2,1,0,1,1,1,1,67,3,85,21,21,85,7,0.629830572234,2.25972574389,24,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.289687558121,1,0.980325118388,10.0,1.4
0,0,0,0,10,1,2,0,1,1,1,1,68,3,52,1,52,1,121,0.539839066307,1.95992852599,51,[ 1.7],1,11,21,31,41,51,61,71,76,1,0.489607454834,1,1.13025858098,32.0,1.2
1,1,1,1,10,2,1,1,1,0,1,1,69,3,142,150,150,142,155,0.0899623610712,1.40000444684,164,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.639628652461,1,1.58018816761,149.0,1.3
1,1,0,0,10,1,2,1,1,0,1,1,70,3,105,56,105,56,170,0.689916149946,2.0899341176,107,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.359667664503,1,1.27025575063,128.0,1.1
0,0,1,0,10,2,1,0,2,2,1,1,71,3,163,116,163,116,80,0.659875915018,1.67998796948,157,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.319681521829,1,0.860299987711,174.0,1.3
1,1,0,0,10,1,2,1,1,0,1,1,72,3,55,3,55,3,74,0.0999581455835,1.68998165076,62,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.459612289276,1,1.56015874032,51.0,1.2
0,0,1,0,10,2,1,0,2,2,1,1,73,3,143,101,143,101,100,0.669854873635,1.68996722856,130,[ 1.7],1,11,21,31,41,51,61,71,76,1,0.389643300001,1,1.55016445812,143.0,1.4
0,0,1,0,10,2,1,0,2,2,1,1,74,3,147,150,147,150,48,0.489942770921,nan,143,[ 1.6],1,11,21,31,41,51,61,71,76,0,0.259678571289,1,0.790316275779,153.0,1.5
1,1,1,0,10,2,1,2,2,0,1,1,75,3,48,59,48,59,41,0.639911087153,1.48992985103,36,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.469672973675,1,1.19030269488,23.0,1.4
1,1,1,1,10,2,1,1,1,0,1,1,76,3,71,159,159,71,108,0.0399732227852,1.30001204854,163,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.399669130758,1,1.25021280252,146.0,1.1
0,0,1,0,10,2,1,0,2,2,1,1,77,3,153,115,153,115,138,0.519891665259,1.46993888293,159,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.399743344984,1,1.44027362514,171.0,1.4
0,0,0,0,10,1,2,0,1,1,1,1,78,3,101,61,101,61,141,0.609843810609,2.21989283706,109,[ 1.7],1,11,21,31,41,51,61,71,76,1,0.329697737787,1,1.09029286975,81.0,1.1
0,0,0,1,10,1,2,0,2,2,1,1,79,3,168,129,129,168,80,0.489877270109,1.31001324138,121,[ 1.6],1,12,22,32,42,52,62,72,77,1,0.269697491411,1,1.02033439667,101.0,1.4
1,1,1,0,10,2,1,2,2,0,1,1,80,3,50,63,50,63,178,0.229940301117,1.83993344156,36,[ 1.5],2,13,23,33,43,53,63,73,78,1,0.549604095664,1,1.64014244323,19.0,1.2
1,1,0,0,10,1,2,1,1,0,1,1,81,3,138,106,138,106,50,0.38988036487,1.51991059439,130,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.299638573728,1,1.400287182,146.0,1.2
1,1,0,1,10,1,2,2,2,0,1,1,82,3,57,163,163,57,170,0.319903263113,1.749935025,167,[ 1.9],2,14,24,34,44,54,64,74,79,1,0.269676759497,1,1.18024291187,160.0,1.1
1,1,1,1,10,2,1,1,1,0,1,1,83,3,57,162,162,57,111,0.469925963051,1.96983687593,166,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.369673664736,1,1.33023196001,178.0,1.4
0,0,0,1,10,1,2,0,2,2,1,1,84,3,67,18,18,67,169,0.609951075701,1.76999389761,16,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.679597969236,1,1.60017012184,5.0,1.3
1,1,0,1,10,1,2,2,2,0,1,1,85,3,90,76,76,90,97,0.299949852819,1.28990509293,78,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.50963748305,1,1.77022525369,89.0,1.5
0,0,1,1,10,2,1,0,1,1,1,1,86,3,91,159,159,91,90,0.539929805964,1.56999588066,167,[ 1.9],1,12,22,32,42,52,62,72,77,1,0.449639039445,1,1.05030642662,178.0,1.1
1,1,1,0,10,2,1,2,2,0,1,1,87,3,8,42,8,42,51,0.349907442545,1.95994715467,12,[ 1.5],2,13,23,33,43,53,63,73,78,1,0.349621101836,1,1.07023429761,3.0,1.5
