cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
1,1,1,1,10,2,1,1,1,0,1,1,225,8,106,78,78,106,159,0.269799648642,1.72983649134,80,[ 1.9],2,14,24,34,44,54,64,74,79,1,0.439648362797,0,nan,87.0,1.2
1,1,1,1,10,2,1,1,1,0,1,1,226,8,104,130,130,104,148,0.259953794884,1.52986852064,129,[ 1.9],2,14,24,34,44,54,64,74,79,1,0.569611589199,1,1.55032099905,147.0,1.0
0,0,1,0,10,2,1,0,2,2,1,1,227,8,30,84,30,84,21,0.459894723968,1.94990630079,31,[ 1.5],1,11,21,31,41,51,61,71,76,1,0.279638291293,1,1.17044393025,45.0,1.2
0,0,1,0,10,2,1,0,2,2,1,1,228,8,30,174,30,174,32,0.509981212082,1.39999903852,34,[ 1.9],1,11,21,31,41,51,61,71,76,1,0.289682750725,1,1.43046082225,24.0,1.3
0,0,0,1,10,1,2,0,2,2,1,1,229,8,79,168,168,79,29,0.949850114313,2.48988838722,167,[ 2.],1,12,22,32,42,52,62,72,77,1,0.309688741941,1,0.700373444768,176.0,1.2
0,0,0,1,10,1,2,0,2,2,1,1,230,8,173,17,17,173,163,0.659886130743,2.04984912278,14,[ 1.5],1,12,22,32,42,52,62,72,77,1,0.98959618749,1,1.62019083571,7.0,1.1
1,1,0,1,10,1,2,2,2,0,1,1,231,8,169,13,13,169,19,1.02984012694,2.30987112264,20,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.369599450514,1,1.16020356931,12.0,1.2
1,1,1,0,10,2,1,2,2,0,1,1,232,8,160,75,160,75,22,0.259905119969,1.7398998799,157,[ 1.5],2,13,23,33,43,53,63,73,78,1,0.279588414531,1,0.820185848039,163.0,1.4
1,1,1,1,10,2,1,1,1,0,1,1,233,8,166,166,166,166,68,0.31996005051,1.84996347879,164,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.359627702997,1,0.84025433545,172.0,1.1
0,0,1,1,10,2,1,0,1,1,1,1,234,8,0,131,131,0,124,0.419825052741,1.42993891899,143,[ 1.6],1,12,22,32,42,52,62,72,77,1,0.709618073179,1,1.54019902031,129.0,1.0
