cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
1,1,0,1,25,1,2,2,2,0,1,1,161,6,150,163,163,150,111,1.38972271404,2.29958967891,158,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.749615502369,1,1.47010983458,178.0,1.5
1,1,0,1,25,1,2,2,2,0,1,1,162,6,162,150,150,162,35,0.369837298684,1.78983430023,166,[ 1.5],2,14,24,34,44,54,64,74,79,1,0.349641521112,1,0.940205848572,150.0,1.1
1,1,1,1,25,2,1,1,1,0,1,1,163,6,119,104,104,119,108,1.85964717253,2.64967916718,106,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.379668239912,0,nan,131.0,1.1
1,1,1,0,25,2,1,2,2,0,1,1,164,6,153,85,153,85,56,0.499891989137,1.78988928211,159,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.3396858942,1,1.29018026547,145.0,1.3
1,1,0,0,25,1,2,1,1,0,1,1,165,6,106,26,106,26,81,0.929743366796,2.00971556941,108,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.419670715593,1,1.74012887393,128.0,1.1
1,1,1,0,25,2,1,2,2,0,1,1,166,6,127,172,127,172,133,1.05977462235,1.94983068285,129,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.349674269892,1,1.00021632217,122.0,1.3
0,0,1,1,25,2,1,0,1,1,1,1,167,6,0,47,47,0,70,1.18982420518,1.83984137575,50,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.409665514861,1,1.12016426065,42.0,1.3
0,0,1,0,25,2,1,0,2,2,1,1,168,6,77,22,77,22,85,1.63968898881,2.33973997475,61,[ 1.9],1,11,21,31,41,51,61,71,76,1,0.549646388361,1,1.19022860746,47.0,1.3
0,0,0,0,25,1,2,0,1,1,1,1,169,6,152,105,152,105,115,1.3496799784,2.48964342596,136,[ 1.7],1,11,21,31,41,51,61,71,76,1,0.579688730417,1,1.2001508847,152.0,1.0
1,1,1,0,25,2,1,2,2,0,1,1,170,6,169,15,169,15,50,0.479833215621,1.659835493,165,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.519546360389,1,1.99001793371,175.0,1.1
0,0,1,0,25,2,1,0,2,2,1,1,171,6,154,67,154,67,76,1.32976692187,2.44975602164,162,[ 1.7],1,11,21,31,41,51,61,71,76,1,0.429637459063,1,1.23020073796,118.0,1.1
0,0,0,1,25,1,2,0,2,2,1,1,172,6,31,98,98,31,103,2.30953298748,3.25986962383,113,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.529625471216,1,1.62021007887,93.0,1.3
0,0,0,0,25,1,2,0,1,1,1,1,173,6,131,169,131,169,145,2.25954153521,3.48953766844,143,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.5296044399,1,1.08020565027,130.0,1.2
1,1,1,0,25,2,1,2,2,0,1,1,174,6,5,116,5,116,68,0.869854574426,1.68985289792,17,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.339628508736,1,1.06019104252,-3.0,1.1
1,1,0,0,25,1,2,1,1,0,1,1,175,6,166,115,166,115,43,0.929862644436,2.03008290246,160,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.359673161234,1,1.36016679641,140.0,1.4
1,1,1,1,25,2,1,1,1,0,1,1,176,6,149,116,116,149,0,1.03980748529,2.21974757005,106,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.459669285468,1,1.30027740313,79.0,1.3
0,0,1,0,25,2,1,0,2,2,1,1,177,6,70,27,70,27,29,1.4697111408,2.93977140155,39,[ 1.6],1,11,21,31,41,51,61,71,76,1,0.399659412768,1,1.2903533232,15.0,1.1
0,0,1,0,25,2,1,0,2,2,1,1,178,6,13,90,13,90,165,1.46972556229,3.44953699545,6,[ 1.9],1,11,21,31,41,51,61,71,76,1,0.469669679049,1,1.1002238634,-14.0,1.1
0,0,1,1,25,2,1,0,1,1,1,1,179,6,42,138,138,42,140,1.06973625821,2.65966303616,129,[ 1.9],1,12,22,32,42,52,62,72,77,1,0.809570994083,1,1.6900668165,151.0,1.1
1,1,0,1,25,1,2,2,2,0,1,1,180,6,93,61,61,93,90,0.959800430777,1.92981637553,59,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.41967762589,1,1.75014158586,49.0,1.2
1,1,0,0,25,1,2,1,1,0,1,1,181,6,53,19,53,19,69,0.379842499446,1.43987730928,54,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.689666019607,1,1.29027370462,39.0,1.0
1,1,0,0,25,1,2,1,1,0,1,1,182,6,132,124,132,124,16,0.799743958676,1.60991524678,150,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.689611338166,1,1.34014527836,165.0,1.4
