"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session"
"1",0,0,1,1,15,2,1,0,1,1,1,1,1,1,51,18,18,51,45,0.679839163502,1.49988537861,22,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.399647993645,1,1.0202493789,36,1.4,"b"
"2",0,0,0,1,15,1,2,0,2,2,1,1,2,1,159,109,109,159,113,0.689858845933,1.55988599753,124,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.329646921042,1,0.880232511676,106,1.3,"b"
"3",0,0,0,0,15,1,2,0,1,1,1,1,3,1,77,49,77,49,8,0.509823338838,1.84979429741,63,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.40972746548,1,0.920301026124,52,1.4,"b"
"4",1,1,0,1,15,1,2,2,2,0,1,1,4,1,52,177,177,52,148,0.479786524791,1.79980344609,167,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.649583622391,1,1.54017562461,-176,1.2,"b"
"5",1,1,1,0,15,2,1,2,2,0,1,1,5,1,144,51,144,51,4,0.469925780018,1.98983159519,149,"[ 2.]",2,13,23,33,43,53,63,73,78,1,0.789589072539,1,2.41003091923,127,1.2,"b"
"6",0,0,1,0,15,2,1,0,2,2,1,1,6,1,120,57,120,57,177,0.729860360198,2.27979277414,137,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.469671299496,1,1.18021938204,115,1,"b"
"7",0,0,1,0,15,2,1,0,2,2,1,1,7,1,179,63,179,63,64,0.729869073226,2.02983791664,179,"[ 2.]",1,11,21,31,41,51,61,71,76,1,0.349674568382,1,0.950224871251,159,1.4,"b"
"8",0,0,1,1,15,2,1,0,1,1,1,1,8,1,138,160,160,138,6,0.769846851997,NA,29,"[ 1.9]",1,12,22,32,42,52,62,72,77,0,1.47960415209,1,2.17006780238,60,1.3,"b"
"9",1,1,0,0,15,1,2,1,1,0,1,1,9,1,54,105,54,105,98,0.449909249301,1.79996478735,45,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.3496472275,1,1.14023619518,63,1.3,"b"
"10",0,0,0,0,15,1,2,0,1,1,1,1,10,1,52,115,52,115,71,0.669832700836,1.73984789456,52,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.459631787411,1,1.06019741319,39,1.4,"b"
"11",0,0,1,1,15,2,1,0,1,1,1,1,11,1,62,38,38,62,39,1.25969722526,2.21976000714,41,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,1.69943746885,1,2.35999109469,27,1,"b"
"12",0,0,0,0,15,1,2,0,1,1,1,1,12,1,39,152,39,152,143,0.739876437237,1.87989300401,36,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.429606390437,1,1.59010127844,21,1.3,"b"
"13",0,0,0,0,15,1,2,0,1,1,1,1,13,1,37,68,37,68,124,0.48987170516,2.07992431082,42,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.54959410807,1,1.28024855567,14,1.4,"b"
"14",1,1,1,1,15,2,1,1,1,0,1,1,14,1,46,36,36,46,11,0.389817894698,1.65978056989,36,"[ 1.5]",2,14,24,34,44,54,64,74,79,1,0.399687352497,1,1.03032284175,21,1.3,"b"
"15",1,1,1,1,15,2,1,1,1,0,1,1,15,1,128,94,94,128,176,0.429863875452,2.02984963416,100,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.62964941477,1,1.28025035836,118,1.2,"b"
"16",1,1,0,0,15,1,2,1,1,0,1,1,16,1,73,90,73,90,33,0.439818961293,1.91987649132,72,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,2.27945056243,1,3.1599483708,52,1.1,"b"
"17",1,1,1,1,15,2,1,1,1,0,1,1,17,1,98,99,99,98,144,0.72984714043,1.59976703164,96,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,2.91925726539,1,3.75982296328,87,1.2,"b"
"18",0,0,0,1,15,1,2,0,2,2,1,1,18,1,35,75,75,35,148,0.489870503365,1.51986645631,69,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,1.29959989172,1,1.90020067006,54,1.1,"b"
"19",0,0,1,1,15,2,1,0,1,1,1,1,19,1,145,74,74,145,8,0.88983877592,2.44975301568,72,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.599672690574,1,1.37015258917,57,1,"b"
"20",1,1,0,1,15,1,2,2,2,0,1,1,20,1,71,113,113,71,143,4.1292385504,4.90931660111,118,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.579582249336,1,1.53019319789,100,1.3,"b"
"21",1,1,1,0,15,2,1,2,2,0,1,1,21,1,173,60,173,60,103,0.439916907751,1.69990226385,164,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.709566815258,1,1.55034943751,178,1,"b"
"22",1,1,0,0,15,1,2,1,1,0,1,1,22,1,20,158,20,158,13,0.449882809764,1.79989568401,16,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.769508546129,1,1.41005014799,32,1.1,"b"
"23",0,0,1,0,15,2,1,0,2,2,1,1,23,1,143,43,143,43,86,0.799856024712,2.199814082,137,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.429556816307,1,1.04022114267,152,1.2,"b"
"24",0,0,0,1,15,1,2,0,2,2,1,1,24,1,149,70,70,149,42,0.592623549996,1.93264979123,63,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.979567947954,1,2.01014917606,49,1.4,"b"
"25",1,1,0,0,15,1,2,1,1,0,1,1,25,1,83,137,83,137,42,1.36972835481,2.9196616701,76,"[ 1.5]",2,13,23,33,43,53,63,73,78,1,2.08940318458,1,2.79993414152,57,1.4,"b"
"26",0,0,1,0,15,2,1,0,2,2,1,1,26,1,10,35,10,35,115,1.02973065625,2.23972846598,36,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.499636306169,1,1.27018801213,11,1.1,"b"
"27",1,1,0,1,15,1,2,2,2,0,1,1,27,1,68,165,165,68,26,0.939808896243,NA,161,"[ 1.8]",2,14,24,34,44,54,64,74,79,0,0.689635612131,1,1.5601633122,178,1.1,"b"
"28",1,1,0,1,15,1,2,2,2,0,1,1,28,1,70,165,165,70,19,0.389915240259,1.62979453176,163,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.599667582936,1,1.32019328502,179,1.4,"b"
"29",0,0,0,1,15,1,2,0,2,2,1,1,29,1,101,20,20,101,114,0.769745300147,2.34969319624,25,"[ 2.]",1,12,22,32,42,52,62,72,77,1,0.559566319518,1,1.55008053543,10,1.1,"b"
"30",1,1,1,0,15,2,1,2,2,0,1,1,30,1,33,160,33,160,40,0.399810837145,1.54983206389,33,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,1.03948984917,1,1.79002923071,52,1.1,"b"
"31",1,1,1,1,15,2,1,1,1,0,1,1,31,1,75,87,87,75,170,0.409904129645,2.11007589649,85,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,1.42951445296,1,2.23010868151,71,1.4,"b"
"32",1,1,1,0,15,2,1,2,2,0,1,1,32,1,99,113,99,113,173,0.359959547512,1.80984265773,97,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.609540646128,1,1.15017926305,80,1.3,"b"
"33",1,1,0,0,15,1,2,1,1,0,1,1,33,2,34,22,34,22,20,1.04976761752,1.87979896339,34,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,2.80922703719,1,3.50979329391,19,1.2,"b"
"34",0,0,0,1,15,1,2,0,2,2,1,1,34,2,105,11,11,105,72,2.69951798925,3.79954686242,22,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.619627328744,1,1.1802160771,2,1.3,"b"
"35",1,1,1,1,15,2,1,1,1,0,1,1,35,2,73,125,125,73,100,0.239955004719,1.18995243588,127,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.429632229072,1,1.74024028129,138,1.3,"b"
"36",1,1,1,0,15,2,1,2,2,0,1,1,36,2,146,129,146,129,24,0.399882043621,2.30981997381,127,"[ 2.]",2,13,23,33,43,53,63,73,78,1,0.629587221774,1,1.61010669254,112,1.1,"b"
"37",1,1,1,1,15,2,1,1,1,0,1,1,37,2,73,44,44,73,134,0.409850649676,NA,41,"[ 1.6]",2,14,24,34,44,54,64,74,79,0,0.519561199862,1,1.65003429628,64,1.2,"b"
"38",1,1,0,1,15,1,2,2,2,0,1,1,38,2,105,148,148,105,164,1.13979603701,2.23979276212,140,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.409631321714,1,1.37016580893,130,1.2,"b"
"39",1,1,0,0,15,1,2,1,1,0,1,1,39,2,125,170,125,170,25,0.489884924929,2.35984717949,137,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.569607634296,1,1.40014403537,148,1.2,"b"
