"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session"
"1",1,1,1,1,26,2,1,1,1,0,1,1,1,1,152,5,5,152,110,0.68981329997,1.60988836818,6,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.329655940361,1,0.890322408119,20,1.2,"b"
"2",0,0,0,1,26,1,2,0,2,2,1,1,2,1,17,37,37,17,88,0.85983721399,2.40989906474,33,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.509646884344,1,1.10037278711,48,1.3,"b"
"3",1,1,0,0,26,1,2,1,1,0,1,1,3,1,140,80,140,80,95,0.419877512377,1.52995382151,131,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.30968251951,1,0.980289185689,121,1.4,"b"
"4",1,1,1,0,26,2,1,2,2,0,1,1,4,1,11,76,11,76,123,0.409933317769,1.84017267131,20,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.429675981388,1,1.42025008916,34,1.3,"b"
"5",0,0,0,1,26,1,2,0,2,2,1,1,5,1,179,104,104,179,84,0.689942800447,1.54000137613,103,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.419651262117,1,1.3203295021,94,1.3,"b"
"6",1,1,0,1,26,1,2,2,2,0,1,1,6,1,69,100,100,69,161,0.469919682659,1.85994508098,100,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.35971928142,1,1.11035844591,90,1.3,"b"
"7",0,0,0,0,26,1,2,0,1,1,1,1,7,1,69,24,69,24,96,0.489925253281,1.47999127449,65,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.299709780709,1,0.940390117939,75,1.2,"b"
"8",0,0,1,1,26,2,1,0,1,1,1,1,8,1,161,3,3,161,125,0.689848454393,2.6799610477,7,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.319683802496,1,1.27030265554,17,1.3,"b"
"9",0,0,1,0,26,2,1,0,2,2,1,1,9,1,51,167,51,167,174,0.719896171264,2.25988913437,43,"[ 2.]",1,11,21,31,41,51,61,71,76,1,0.339687269861,1,1.18026046122,19,1.1,"b"
"10",0,0,0,0,26,1,2,0,1,1,1,1,10,1,60,32,60,32,118,0.639874489698,1.92011893613,47,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.379684289248,1,0.950340021387,63,1.4,"b"
"11",1,1,1,1,26,2,1,1,1,0,1,1,11,1,8,85,85,8,39,0.359859899108,1.89992287059,84,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.39974514546,1,0.980517539203,73,1.1,"b"
"12",1,1,1,1,26,2,1,1,1,0,1,1,12,1,130,62,62,130,176,2.83963964614,4.14966409499,103,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.689650147393,1,1.34023832295,64,1.2,"b"
"13",1,1,1,0,26,2,1,2,2,0,1,1,13,1,115,43,115,43,55,0.339884975932,1.98985629654,112,"[ 2.]",2,13,23,33,43,53,63,73,78,1,0.309735401377,1,1.07029231954,95,1.5,"b"
"14",1,1,0,1,26,1,2,2,2,0,1,1,14,1,143,81,81,143,32,0.339918928494,1.59997752521,84,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.309663590204,1,1.43018076284,74,1.4,"b"
