"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv"
"1",0,0,0,1,1,1,2,0,2,2,1,1,1,1,149,35,35,149,142,3.05945199857,4.25941239936,34,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,1.4394920725,1,2.350052834,53,1.2
"2",1,1,1,1,1,2,1,1,1,0,1,1,2,1,75,24,24,75,42,0.899820000847,2.08977063403,28,"[ 2.]",2,14,24,34,44,54,64,74,79,1,1.31942383446,1,2.18007997358,48,1.1
"3",0,0,0,1,1,1,2,0,2,2,1,1,3,1,106,126,126,106,95,0.979846764868,2.22981784663,144,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,2.28936959435,1,3.26984039234,167,1.1
"4",1,1,0,1,1,1,2,2,2,0,1,1,4,1,149,139,139,149,81,0.959821521121,2.02984272382,156,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.959611206637,1,1.92012586421,168,1.2
"5",0,0,0,0,1,1,2,0,1,1,1,1,5,1,138,109,138,109,49,0.87980316968,2.0797924136,137,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.589669833302,1,1.67018843276,157,1.3
"6",1,1,1,0,1,2,1,2,2,0,1,1,6,1,169,3,169,3,146,0.0800099388616,0.970002244356,159,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.879590451602,1,1.83015573187,171,1.2
"7",1,1,0,1,1,1,2,2,2,0,1,1,7,1,138,21,21,138,70,0.249963270077,1.8798758784,13,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,1.32949669641,1,2.18004512147,29,1.2
"8",0,0,1,0,1,2,1,0,2,2,1,1,8,1,154,125,154,125,60,1.46968992735,2.64969899491,41,"[ 2.]",1,11,21,31,41,51,61,71,76,1,1.39946802454,1,2.22005324562,74,1.1
"9",1,1,1,1,1,2,1,1,1,0,1,1,9,1,60,81,81,60,73,0.979771652552,1.81979714267,83,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.859554992581,1,1.91007373325,102,1.4
"10",1,1,0,0,1,1,2,1,1,0,1,1,10,1,42,13,42,13,173,0.799792329471,1.88987302714,41,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.769604389443,1,1.99008367211,65,1.3
"11",1,1,0,0,1,1,2,1,1,0,1,1,11,1,88,100,88,100,81,0.759827470016,1.4298025838,81,"[ 2.]",2,13,23,33,43,53,63,73,78,1,0.609658422239,1,1.6502088573,99,1
"12",0,0,1,0,1,2,1,0,2,2,1,1,12,1,29,130,29,130,179,1.07984739581,2.719723803,34,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.88954643879,1,2.00010816173,49,1.4
"13",0,0,0,1,1,1,2,0,2,2,1,1,13,1,44,174,174,44,73,2.45951671534,3.53952665421,156,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.80962152707,1,1.67020796197,173,1.4
"14",1,1,0,1,1,1,2,2,2,0,1,1,14,1,70,99,99,70,142,0.139949566587,1.31996584493,83,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,1.07955806317,1,1.990090282,97,1
"15",0,0,1,1,1,2,1,0,1,1,1,1,15,1,31,34,34,31,79,0.819866245997,2.31977055291,40,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.90959902342,1,1.68118757979,60,1.3
"16",1,1,0,0,1,1,2,1,1,0,1,1,16,1,103,69,103,69,143,0.929741742828,2.0798101401,109,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.649621779447,1,1.81008722343,125,1.2
"17",0,0,1,1,1,2,1,0,1,1,1,1,17,1,13,48,48,13,163,1.369753893,2.54976356145,118,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.779621668281,1,1.96022382268,149,1
"18",1,1,0,1,1,1,2,2,2,0,1,1,18,1,162,40,40,162,136,0.959817014382,2.26980704247,51,"[ 1.5]",2,14,24,34,44,54,64,74,79,1,0.989568401631,1,1.98005287306,75,1
"19",1,1,1,0,1,2,1,2,2,0,1,1,19,1,138,79,138,79,99,0.929810846159,1.91985726257,129,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,1.12949333138,1,2.1600514249,152,1.4
"20",1,1,1,1,1,2,1,1,1,0,1,1,20,1,130,79,79,130,43,1.01980831938,2.31979909559,85,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,1.01947842609,1,2.12009167308,118,1
"21",0,0,0,0,1,1,2,0,1,1,1,1,21,1,50,99,50,99,108,1.12970154272,2.21980958127,56,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,2.27938866988,1,3.47986253845,87,1.4
"22",1,1,1,1,1,2,1,1,1,0,1,1,22,1,91,6,6,91,34,1.96968076365,3.48954842175,173,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.809571051594,1,2.09009541968,-170,1.4
"23",0,0,0,1,1,1,2,0,2,2,1,1,23,1,93,172,172,93,9,1.38965835614,2.48968813066,169,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.789559328063,1,1.9600336383,179,1
"24",0,0,1,1,1,2,1,0,1,1,1,1,24,1,151,142,142,151,114,1.00974897765,2.07977889338,139,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.709620295228,1,1.69013766285,162,1.3
"25",0,0,1,1,1,2,1,0,1,1,1,1,25,1,148,83,83,148,70,0.909800925323,1.81983650152,73,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.849606516625,1,1.96015111396,92,1.1
"26",1,1,1,0,1,2,1,2,2,0,1,1,26,1,70,113,70,113,92,0.65981962829,1.65992688868,61,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.839624390351,1,1.83010465549,80,1.1
"27",0,0,1,0,1,2,1,0,2,2,1,1,27,1,64,109,64,109,80,1.42971605442,2.46976564056,55,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.699624648737,1,1.68011888176,83,1.4
"28",1,1,1,0,1,2,1,2,2,0,1,1,28,1,36,61,36,61,166,0.859842822972,2.55976040974,37,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,1.67943926553,1,2.56999641564,54,1.3
"29",1,1,0,0,1,1,2,1,1,0,1,1,29,1,95,40,95,40,13,0.749817401961,2.02982109148,118,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.779657421743,1,2.04006671175,140,1.1
"30",0,0,0,0,1,1,2,0,1,1,1,1,30,1,162,54,162,54,87,0.879848837968,2.0498364204,153,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,1.88943286897,1,2.82988773112,175,1.4
"31",0,0,0,0,1,1,2,0,1,1,1,1,31,1,74,164,74,164,177,1.0098273949,2.57971624971,60,"[ 2.]",1,11,21,31,41,51,61,71,76,1,0.599539291102,1,1.76002486518,96,1
"32",0,0,1,0,1,2,1,0,2,2,1,1,32,1,96,125,96,125,27,0.729841732343,2.13981045858,110,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.649651523924,1,2.44995852298,126,1.2
"33",0,0,1,1,1,2,1,0,1,1,1,1,33,2,145,162,162,145,118,0.909846894061,1.84993971486,158,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.789558426715,1,1.63009227698,173,1.1
"34",0,0,0,0,1,1,2,0,1,1,1,1,34,2,26,19,26,19,155,0.689886487265,2.68975308779,2,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,1.09947664743,1,2.36996781287,25,1.1
"35",0,0,0,0,1,1,2,0,1,1,1,1,35,2,31,41,31,41,143,0.869813231726,2.17971823267,28,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.829627842513,1,1.87014522816,47,1.3
"36",1,1,1,1,1,2,1,1,1,0,1,1,36,2,166,137,137,166,107,0.7898492616,2.07982636436,144,"[ 2.]",2,14,24,34,44,54,64,74,79,1,1.44940870083,1,2.33001737498,166,1.2
"37",1,1,1,1,1,2,1,1,1,0,1,1,37,2,85,148,148,85,85,1.41976066813,2.80960590371,150,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.679631853511,1,1.48018732411,170,1.3
"38",1,1,1,0,1,2,1,2,2,0,1,1,38,2,146,113,146,113,93,1.30980735494,2.44976052692,147,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.879655048194,1,1.82013665033,165,1.3
"39",0,0,1,1,1,2,1,0,1,1,1,1,39,2,22,149,149,22,23,1.89967067756,3.48964246237,164,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,1.00959274403,1,2.44001215017,176,1.4
"40",1,1,0,1,1,1,2,2,2,0,1,1,40,2,83,92,92,83,44,0.669816777027,1.84979880415,75,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.959521672758,1,1.81004666278,97,1.1
"41",0,0,1,0,1,2,1,0,2,2,1,1,41,2,173,117,173,117,147,1.17976450186,2.17976870815,161,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.87952194917,1,2.12003068188,176,1.4
"42",0,0,0,1,1,1,2,0,2,2,1,1,42,2,121,9,9,121,141,1.26971149961,3.08961530176,22,"[ 2.]",1,12,22,32,42,52,62,72,77,1,0.729584547775,1,1.63022928185,39,1.1
"43",1,1,0,0,1,1,2,1,1,0,1,1,43,2,30,27,30,27,19,1.75964690001,2.8596466296,21,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.88960773044,1,1.88011143062,36,1.4
"44",1,1,1,0,1,2,1,2,2,0,1,1,44,2,125,141,125,141,154,1.00972043497,1.94979793285,142,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.929587311907,1,1.82024721566,164,1.3
"45",0,0,1,0,1,2,1,0,2,2,1,1,45,2,148,141,148,141,78,0.67985148192,1.75990498593,146,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.839535757818,1,1.61010519029,163,1.2
"46",1,1,0,0,1,1,2,1,1,0,1,1,46,2,83,90,83,90,17,0.609877149302,2.03988614175,77,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.719637874512,1,1.54011222982,96,1.2
"47",1,1,0,0,1,1,2,1,1,0,1,1,47,2,155,75,155,75,9,0.919822410451,2.29974170377,163,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.639625832506,1,1.48010169606,151,1.2
"48",1,1,0,1,1,1,2,2,2,0,1,1,48,2,167,164,164,167,143,1.88967052434,2.95984766021,166,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.619667588946,1,1.90012946359,157,1.2
"49",0,0,0,1,1,1,2,0,2,2,1,1,49,2,129,78,78,129,176,0.899841332744,NA,56,"[ 1.9]",1,12,22,32,42,52,62,72,77,0,0.619599386964,1,1.66007861555,79,1.1
"50",0,0,0,1,1,1,2,0,2,2,1,1,50,2,103,111,111,103,19,0.609849808417,1.9298324785,111,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.699634263114,1,1.57023196786,126,1.1
"51",1,1,1,1,1,2,1,1,1,0,1,1,51,2,78,32,32,78,129,0.669784028058,2.03980922674,33,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.629627481972,1,1.44021224938,47,1.3
"52",0,0,0,0,1,1,2,0,1,1,1,1,52,2,61,27,61,27,174,0.919856661665,1.99984827312,29,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.95949583412,1,1.75006857754,43,1.4
"53",0,0,1,1,1,2,1,0,1,1,1,1,53,2,136,150,150,136,133,0.92983037536,1.81989388733,154,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.649633496969,1,1.9900476182,177,1.2
"54",1,1,1,0,1,2,1,2,2,0,1,1,54,2,113,128,113,128,156,1.35971498181,2.65970185218,118,"[ 2.]",2,13,23,33,43,53,63,73,78,1,0.639545312104,1,1.57005049651,142,1.3
"55",0,0,1,1,1,2,1,0,1,1,1,1,55,2,6,116,116,6,8,1.60966653437,3.35952509788,131,"[ 2.]",1,12,22,32,42,52,62,72,77,1,0.749648249028,1,1.63014215156,154,1
"56",1,1,1,0,1,2,1,2,2,0,1,1,56,2,90,138,90,138,132,0.579917250263,1.63995542535,97,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.569618150019,1,1.51016254605,114,1.5
"57",1,1,0,1,1,1,2,2,2,0,1,1,57,2,149,131,131,149,152,1.41971199535,2.46975752843,122,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.879586245313,1,1.85011427588,143,1.3
"58",0,0,0,0,1,1,2,0,1,1,1,1,58,2,156,59,156,59,82,1.05975395008,2.24976527401,157,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.759574792186,1,1.77008751186,140,1.1
"59",0,0,1,0,1,2,1,0,2,2,1,1,59,2,3,21,3,21,127,1.16972679247,2.17975308479,160,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.589611245696,1,1.73006496614,-175,1.2
"60",1,1,0,0,1,1,2,1,1,0,1,1,60,2,169,124,169,124,76,0.449877401679,1.7798596241,160,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.679715979304,1,1.86011593135,174,1.3
"61",1,1,1,1,1,2,1,1,1,0,1,1,61,2,166,20,20,166,82,0.629841401849,1.69981453267,41,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.699667913432,1,1.43019346829,71,1.3
"62",0,0,1,0,1,2,1,0,2,2,1,1,62,2,16,61,16,61,159,0.669834503535,2.03980021326,18,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.619612606732,1,1.43013427979,35,1.3
"63",0,0,0,1,1,1,2,0,2,2,1,1,63,2,97,39,39,97,80,1.09982516858,2.3697106283,34,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.599639941605,1,1.53018238172,53,1.1
"64",1,1,0,1,1,1,2,2,2,0,1,1,64,2,58,50,50,58,6,0.599866780796,1.66993455314,58,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.539653443795,1,1.750145793,86,1.3
"65",0,0,0,1,1,1,2,0,2,2,1,1,65,3,76,134,134,76,107,1.05980112061,2.23970983812,151,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.729620601685,1,1.80011260838,167,1.1
"66",0,0,0,0,1,1,2,0,1,1,1,1,66,3,128,145,128,145,25,0.789875100238,2.17984051552,127,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.699577778652,1,1.96003153515,151,1.3
"67",1,1,1,0,1,2,1,2,2,0,1,1,67,3,118,153,118,153,145,0.649793936875,1.9199452942,119,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.729548493862,1,1.64013449311,136,1.2
"68",0,0,0,0,1,1,2,0,1,1,1,1,68,3,163,5,163,5,125,1.17977231354,2.14983284505,156,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.899564318526,1,1.98008171619,171,1.2
"69",1,1,1,1,1,2,1,1,1,0,1,1,69,3,57,160,160,57,3,0.799855724264,2.33982854562,165,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.769571940924,1,1.96002853066,177,1.1
"70",0,0,1,1,1,2,1,0,1,1,1,1,70,3,54,121,121,54,85,1.12979888828,2.05985820598,107,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.659562744171,1,1.61004780448,130,1.1
"71",1,1,1,1,1,2,1,1,1,0,1,1,71,3,59,103,103,59,53,0.739832271196,1.95977585283,112,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.779531533502,1,1.50009358995,132,1
"72",0,0,1,1,1,2,1,0,1,1,1,1,72,3,58,120,120,58,101,1.79969438301,2.73975084945,124,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.66964101421,1,1.92013367589,143,1.4
"73",0,0,1,0,1,2,1,0,2,2,1,1,73,3,83,29,83,29,109,1.07975545834,1.97984135678,115,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,1.1295062507,1,2.14006824405,142,1.3
"74",0,0,0,0,1,1,2,0,1,1,1,1,74,3,129,108,129,108,112,0.819786026044,1.76973388307,124,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.919535481406,1,2.36995819849,143,1.4
"75",0,0,1,0,1,2,1,0,2,2,1,1,75,3,41,167,41,167,112,2.66958062391,3.75955195804,60,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.829637456889,1,1.79015181401,112,1.3
"76",1,1,0,0,1,1,2,1,1,0,1,1,76,3,99,75,99,75,11,0.509875016111,2.18972559669,100,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.809526284653,1,1.92004083706,121,1
"77",1,1,1,0,1,2,1,2,2,0,1,1,77,3,71,101,71,101,156,0.659877314549,2.29976213432,62,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.679603611279,1,1.88019465507,94,1
"78",1,1,0,1,1,1,2,2,2,0,1,1,78,3,13,170,170,13,39,0.549888848795,1.87985334471,164,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.869565361083,1,1.88007747985,173,1.2
"79",0,0,1,0,1,2,1,0,2,2,1,1,79,3,101,83,101,83,98,0.789874198888,1.6598550813,114,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.749619405897,1,2.07012936444,135,1.1
"80",0,0,0,0,1,1,2,0,1,1,1,1,80,3,4,88,4,88,59,0.959815512137,2.0998362852,20,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.66959564637,1,1.56015940636,38,1.1
"81",1,1,0,0,1,1,2,1,1,0,1,1,81,3,169,155,169,155,87,0.769869085243,2.19992374598,167,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.629557176846,1,1.63013313808,176,1.2
"82",0,0,1,1,1,2,1,0,1,1,1,1,82,3,51,96,96,51,126,1.04979045166,2.15976960349,96,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.659569053607,1,1.74003026726,113,1.1
"83",1,1,0,1,1,1,2,2,2,0,1,1,83,3,82,145,145,82,10,0.749803881743,2.45974325409,162,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.709549088751,1,2.16995122807,178,1.1
"84",0,0,0,1,1,1,2,0,2,2,1,1,84,3,95,82,82,95,125,1.10973999421,2.29976243477,69,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.559616794993,1,1.50011462139,90,1.2
"85",1,1,1,0,1,2,1,2,2,0,1,1,85,3,4,147,4,147,110,0.599834933177,1.82988532753,12,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.539630309202,1,1.41027818898,26,1.5
"86",0,0,0,1,1,1,2,0,2,2,1,1,86,3,75,93,93,75,38,2.58947574308,3.5594930099,93,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.869586092083,1,1.90028028912,72,1.3
"87",1,1,0,0,1,1,2,1,1,0,1,1,87,3,155,147,155,147,72,2.7595480522,3.77950569487,148,"[ 2.]",2,13,23,33,43,53,63,73,78,1,0.519636011728,1,1.59010698698,168,1.3
"88",0,0,1,0,1,2,1,0,2,2,1,1,88,3,71,141,71,141,7,1.1397599831,2.7296963149,85,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.67964807777,1,1.48014315806,118,1.1
"89",1,1,1,1,1,2,1,1,1,0,1,1,89,3,71,93,93,71,80,0.629874150816,1.63987971213,99,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.839646623597,1,1.85017616843,113,1.1
"90",0,0,1,1,1,2,1,0,1,1,1,1,90,3,34,5,5,34,97,1.07980773651,1.96987695701,155,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.629616365351,1,1.4501946761,169,1.1
"91",1,1,1,1,1,2,1,1,1,0,1,1,91,3,78,126,126,78,141,0.669870256996,1.67990646414,129,"[ 2.]",2,14,24,34,44,54,64,74,79,1,1.44942582644,1,2.57993407542,148,1
"92",1,1,1,0,1,2,1,2,2,0,1,1,92,3,32,23,32,23,106,0.609871741215,1.98990250121,23,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.749608589724,1,1.77007879883,41,1.3
"93",0,0,0,1,1,1,2,0,2,2,1,1,93,3,7,143,143,7,97,1.2497499511,2.6397300884,143,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.559486700462,1,2.02993165681,163,1.3
"94",1,1,0,0,1,1,2,1,1,0,1,1,94,3,134,15,134,15,22,0.97976834761,2.65974902271,132,"[ 1.5]",2,13,23,33,43,53,63,73,78,1,0.519612276237,1,1.79015782299,150,1.3
"95",1,1,0,1,1,1,2,2,2,0,1,1,95,3,130,89,89,130,18,1.91963222607,2.959668292,58,"[ 1.5]",2,14,24,34,44,54,64,74,79,1,0.709616990287,1,2.11012486972,83,1.2
"96",1,1,0,1,1,1,2,2,2,0,1,1,96,3,47,78,78,47,66,0.749898523261,1.86984748294,70,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.689613979785,1,1.91015185006,84,1.3
"97",0,0,1,1,1,2,1,0,1,1,1,1,97,4,99,20,20,99,46,1.12981511254,2.46983023715,11,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.859620190071,1,1.83011577211,29,1
"98",1,1,0,0,1,1,2,1,1,0,1,1,98,4,86,47,86,47,70,0.689885285467,1.71998639566,62,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.60947935448,1,1.58000017426,82,1.1
"99",0,0,1,1,1,2,1,0,1,1,1,1,99,4,97,26,26,97,111,0.859781531324,2.13966474069,41,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,1.58937359033,1,2.59996713085,59,1.3
"100",1,1,0,0,1,1,2,1,1,0,1,1,100,4,164,69,164,69,32,0.549890651491,1.70988048429,165,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,1.02948248516,1,2.39997848783,152,1.3
"101",1,1,0,1,1,1,2,2,2,0,1,1,101,4,79,11,11,79,7,1.54975574977,2.78969963787,158,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,1.92948185422,1,3.26991370196,140,1.3
"102",1,1,1,1,1,2,1,1,1,0,1,1,102,4,177,136,136,177,150,1.54971368688,NA,166,"[ 1.6]",2,14,24,34,44,54,64,74,79,0,1.36954087447,1,2.18006074483,148,1.4
"103",0,0,1,0,1,2,1,0,2,2,1,1,103,4,83,43,83,43,89,0.789814409487,1.76982221516,56,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.699594603811,1,1.58020057392,82,1.4
"104",1,1,0,0,1,1,2,1,1,0,1,1,104,4,115,88,115,88,53,0.549914086534,1.70986065464,108,"[ 1.5]",2,13,23,33,43,53,63,73,78,1,0.75954024052,1,1.69010551478,127,1.5
"105",0,0,1,0,1,2,1,0,2,2,1,1,105,4,177,129,177,129,38,1.08967268757,2.4296616731,167,"[ 2.]",1,11,21,31,41,51,61,71,76,1,0.739590109089,1,1.8200699506,-179,1.3
"106",1,1,1,0,1,2,1,2,2,0,1,1,106,4,105,40,105,40,108,0.789804494661,1.78984114947,116,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,1.15951782701,1,2.2201208467,141,1.1
"107",1,1,1,0,1,2,1,2,2,0,1,1,107,4,12,123,12,123,94,0.189913677923,1.6199917737,16,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.609590821154,1,1.37024302439,36,1.5
"108",1,1,0,1,1,1,2,2,2,0,1,1,108,4,66,85,85,66,147,3.34947176513,4.66941477591,87,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.839550780282,1,1.58008339871,105,1.5
"109",1,1,1,1,1,2,1,1,1,0,1,1,109,4,161,19,19,161,69,0.619866185909,1.92983698524,14,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.559704526178,1,1.39019315583,26,1.3
"110",0,0,0,0,1,1,2,0,1,1,1,1,110,4,154,34,154,34,65,1.05974493661,2.37974262915,159,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.939615106468,1,1.98014210649,171,1.5
"111",0,0,0,0,1,1,2,0,1,1,1,1,111,4,27,84,27,84,153,1.31983935579,2.68979725383,17,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.879563110719,1,1.76014684758,26,1.4
"112",1,1,1,0,1,2,1,2,2,0,1,1,112,4,8,113,8,113,66,0.519855640139,1.69991217868,21,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.749635029259,1,1.48019333309,31,1
"113",0,0,0,0,1,1,2,0,1,1,1,1,113,4,1,177,1,177,146,0.589903883276,1.79993624467,6,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.709626003763,1,1.50019964853,12,1.2
"114",1,1,1,1,1,2,1,1,1,0,1,1,114,4,96,122,122,96,178,1.64975728206,3.11970199039,120,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.689573419135,1,1.55015624864,136,1.2
"115",0,0,1,1,1,2,1,0,1,1,1,1,115,4,39,178,178,39,178,2.35950647002,3.59939327276,170,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.759603034418,1,1.64014831377,-172,1.2
"116",1,1,0,1,1,1,2,2,2,0,1,1,116,4,152,48,48,152,33,0.549919795068,1.42992216261,43,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.559663665079,1,1.52018282938,62,1.1
"117",0,0,0,1,1,1,2,0,2,2,1,1,117,4,53,116,116,53,167,0.71976947129,1.63976944725,127,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.679623741382,1,1.65012473151,142,1.1
"118",1,1,1,0,1,2,1,2,2,0,1,1,118,4,8,114,8,114,106,4.16927641903,5.2693461533,23,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.519653137337,1,1.34017286048,36,1.1
"119",0,0,1,0,1,2,1,0,2,2,1,1,119,4,34,146,34,146,126,0.959895732089,2.06983582551,32,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.77958200898,1,1.84008978626,50,1.5
"120",1,1,1,1,1,2,1,1,1,0,1,1,120,4,97,17,17,97,130,0.869827052391,2.06986887493,27,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.629559279991,1,1.51007060858,47,1.2
"121",0,0,1,1,1,2,1,0,1,1,1,1,121,4,121,38,38,121,33,1.00978743515,2.02978413622,55,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.699681734097,1,1.90011113618,80,1.1
"122",0,0,0,0,1,1,2,0,1,1,1,1,122,4,86,35,86,35,150,0.979824231174,2.43976518088,62,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.779590421556,1,1.62007319545,82,1.1
"123",0,0,0,1,1,1,2,0,2,2,1,1,123,4,84,10,10,84,91,0.839757489373,2.21982640643,16,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.769632331225,1,1.62016212843,27,1.4
"124",0,0,0,1,1,1,2,0,2,2,1,1,124,4,160,95,95,160,118,1.06981389271,2.38979956729,59,"[ 2.]",1,12,22,32,42,52,62,72,77,1,0.639582868263,1,1.27014564879,85,1.2
"125",1,1,0,0,1,1,2,1,1,0,1,1,125,4,78,87,78,87,12,0.709795156698,2.1797678068,71,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.759563074665,1,1.84008167413,83,1.3
"126",0,0,1,0,1,2,1,0,2,2,1,1,126,4,48,113,48,113,98,0.92979041561,2.23979336302,47,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.689557795771,1,1.70008163207,60,1.3
"127",0,0,0,1,1,1,2,0,2,2,1,1,127,4,35,124,124,35,96,1.06979165947,2.28977309771,135,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.939612702874,1,2.55015564774,164,1.2
"128",1,1,0,1,1,1,2,2,2,0,1,1,128,4,77,70,70,77,145,0.619847257605,2.14979048171,59,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.639695536736,1,1.45020549227,75,1.5
