"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session"
"1",0,0,0,1,14,1,2,0,2,2,1,1,1,1,139,31,31,139,170,0.839841602246,2.26989240851,24,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.579592468297,1,1.72014103169,13,1.2,"b"
"2",1,1,0,1,14,1,2,2,2,0,1,1,2,1,161,143,143,161,14,0.329953760596,1.54987396082,142,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.319692458379,1,1.19023774686,154,1.3,"b"
"3",1,1,0,1,14,1,2,2,2,0,1,1,3,1,172,64,64,172,6,0.259928252304,NA,46,"[ 1.8]",2,14,24,34,44,54,64,74,79,0,0.629635883459,1,1.87009821742,30,1.4,"b"
"4",1,1,1,1,14,2,1,1,1,0,1,1,4,1,49,117,117,49,165,0.329574891912,1.95954307415,131,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.289750114924,1,1.39023384099,146,1.2,"b"
"5",1,1,0,0,14,1,2,1,1,0,1,1,5,1,65,14,65,14,69,0.409870715946,1.54993495236,45,"[ 1.5]",2,13,23,33,43,53,63,73,78,1,0.299669203472,1,1.22025219855,61,1.2,"b"
"6",0,0,1,1,14,2,1,0,1,1,1,1,6,1,127,150,150,127,151,0.369833520112,1.9097790784,148,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.329677946596,1,1.2401360442,160,1.3,"b"
"7",0,0,1,1,14,2,1,0,1,1,1,1,7,1,134,92,92,134,1,0.36985725574,1.39995132694,131,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.299634952065,1,0.920382894728,113,1.4,"b"
"8",1,1,0,0,14,1,2,1,1,0,1,1,8,1,176,62,176,62,14,0.089967040527,1.05000345518,160,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.209645678162,1,1.38018645988,170,1.2,"b"
"9",1,1,1,0,14,2,1,2,2,0,1,1,9,1,147,127,147,127,127,0.15994778162,0.779990565839,152,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.389702343218,1,1.68013448186,136,1.2,"b"
"10",0,0,0,1,14,1,2,0,2,2,1,1,10,1,154,34,34,154,46,0.459820991309,2.05995168748,17,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.319671426812,1,1.53014935418,3,1.1,"b"
"11",1,1,1,0,14,2,1,2,2,0,1,1,11,1,81,173,81,173,136,0.309822343337,1.01990487722,46,"[ 2.]",2,13,23,33,43,53,63,73,78,1,0.33966433617,1,1.11026851304,62,1.4,"b"
"12",1,1,0,0,14,1,2,1,1,0,1,1,12,1,154,119,154,119,9,0.379879398977,1.54986945405,148,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.409663104321,1,1.66014007025,134,1.1,"b"
"13",0,0,1,0,14,2,1,0,2,2,1,1,13,1,165,33,165,33,104,0.459916534717,1.61991509255,158,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.299656284082,1,0.890280711345,141,1.1,"b"
"14",1,1,1,0,14,2,1,2,2,0,1,1,14,1,7,85,7,85,163,0.31986101138,1.50986981459,17,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.299711567062,1,1.18046047117,34,1.4,"b"
"15",0,0,0,0,14,1,2,0,1,1,1,1,15,1,60,96,60,96,78,0.489907250783,1.27007988992,44,"[ 2.]",1,11,21,31,41,51,61,71,76,1,0.359641321622,1,1.14025892865,62,1.3,"b"
"16",0,0,1,1,14,2,1,0,1,1,1,1,16,1,114,54,54,114,50,0.439907701457,1.20994132192,39,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.329650906009,1,1.23029777697,58,1.2,"b"
"17",1,1,0,1,14,1,2,2,2,0,1,1,17,1,52,87,87,52,134,0.809839168593,2.4897735501,117,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.339690775858,1,1.0603113273,134,1.4,"b"
