"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session"
"1",1,1,0,0,16,1,2,1,1,0,1,1,1,1,16,58,16,58,105,0.889847099579,1.73993648428,26,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.419604544048,1,1.15023840928,39,1.2,"b"
"2",1,1,1,1,16,2,1,1,1,0,1,1,2,1,3,67,67,3,144,0.569804795829,1.87985223732,50,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.379575520308,1,1.11017603528,39,1.3,"b"
"3",0,0,1,1,16,2,1,0,1,1,1,1,3,1,65,124,124,65,48,0.499902653297,1.89995883797,129,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.449516120794,1,1.29038701323,139,1.2,"b"
"4",1,1,1,1,16,2,1,1,1,0,1,1,4,1,77,128,128,77,136,0.419853619405,1.30996511743,130,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.339648350062,1,1.08021157885,140,1.1,"b"
"5",0,0,0,1,16,1,2,0,2,2,1,1,5,1,3,117,117,3,100,0.39991256824,1.8998702044,126,"[ 2.]",1,12,22,32,42,52,62,72,77,1,0.309666767818,1,1.2802437273,138,1.5,"b"
"6",1,1,0,1,16,1,2,2,2,0,1,1,6,1,157,39,39,157,76,0.369911757018,1.52006784224,26,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.37962419366,1,1.04020118318,35,1.3,"b"
"7",0,0,1,0,16,2,1,0,2,2,1,1,7,1,5,136,5,136,28,0.479881982146,1.52990556769,6,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.469565034507,1,1.39015896957,9,1.4,"b"
"8",0,0,0,0,16,1,2,0,1,1,1,1,8,1,136,93,136,93,41,1.0098209001,2.50981338878,122,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.289608239618,1,1.31014148322,136,1.3,"b"
"9",1,1,0,1,16,1,2,2,2,0,1,1,9,1,127,27,27,127,102,0.399894841526,1.58990088063,45,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.399635250322,1,1.44017894968,56,1.3,"b"
"10",0,0,0,0,16,1,2,0,1,1,1,1,10,1,41,169,41,169,128,0.619853619404,1.81989748551,44,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.329671514974,1,1.25023600566,52,1.4,"b"
"11",1,1,1,1,16,2,1,1,1,0,1,1,11,1,132,155,155,132,69,0.359874831371,1.64993885786,152,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.379663252521,1,1.17034440903,160,1.4,"b"
"12",1,1,1,0,16,2,1,2,2,0,1,1,12,1,22,94,22,94,6,0.349878166397,1.79993540265,17,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.529642671507,1,2.20011447251,28,1.2,"b"
"13",0,0,0,1,16,1,2,0,2,2,1,1,13,1,114,168,168,114,1,1.62970847067,2.519798937,160,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.319708801164,1,1.45023029706,169,1.4,"b"
"14",1,1,1,0,16,2,1,2,2,0,1,1,14,1,174,69,174,69,14,0.929832557664,1.99000243367,168,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.339766428007,1,1.14029822943,163,1.1,"b"
"15",1,1,1,0,16,2,1,2,2,0,1,1,15,1,88,8,88,8,155,0.609802572477,1.65982585757,86,"[ 1.5]",2,13,23,33,43,53,63,73,78,1,0.35963627186,1,0.970460984703,81,1.3,"b"
"16",0,0,1,0,16,2,1,0,2,2,1,1,16,1,124,31,124,31,30,0.599881922055,1.97986034955,105,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.379664454333,1,1.22020244508,111,1.3,"b"
"17",1,1,1,0,16,2,1,2,2,0,1,1,17,1,156,123,156,123,150,0.319880059249,1.73979737464,144,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.289768080498,1,1.77030024247,155,1.5,"b"
"18",0,0,0,0,16,1,2,0,1,1,1,1,18,1,169,69,169,69,152,0.419848511707,1.17998834243,163,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.369650964003,1,1.32021566501,172,1.1,"b"
"19",0,0,0,1,16,1,2,0,2,2,1,1,19,1,127,123,123,127,87,0.43989862723,1.63995841733,126,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.3496624413,1,1.31032205534,136,1.1,"b"
"20",0,0,0,0,16,1,2,0,1,1,1,1,20,1,86,167,86,167,20,0.469878106305,1.69985968855,80,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.279666257051,1,1.24022221488,87,1.2,"b"
"21",1,1,1,1,16,2,1,1,1,0,1,1,21,1,14,35,35,14,150,0.34988177183,1.3999191782,63,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.259677433893,1,1.53031989208,38,1.2,"b"
"22",0,0,1,1,16,2,1,0,1,1,1,1,22,1,27,47,47,27,121,0.4898711358,1.58987984893,57,"[ 2.]",1,12,22,32,42,52,62,72,77,1,0.309733768789,1,1.28026445854,45,1.1,"b"
"23",0,0,0,1,16,1,2,0,2,2,1,1,23,1,64,120,120,64,108,0.549891085866,1.24000588887,120,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.309670673705,1,1.08032965679,130,1.4,"b"
"24",0,0,1,0,16,2,1,0,2,2,1,1,24,1,156,61,156,61,63,0.439887510478,1.64992113114,151,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.349601749836,1,1.27018997629,162,1.1,"b"
"25",1,1,0,1,16,1,2,2,2,0,1,1,25,1,28,114,114,28,137,0.389851906823,1.33995511235,118,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.289712496733,1,1.09026593076,128,1.4,"b"
"26",0,0,1,1,16,2,1,0,1,1,1,1,26,1,99,13,13,99,143,0.529917886255,1.49000183276,26,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.299647568887,1,1.13024297617,17,1.1,"b"
"27",0,0,1,0,16,2,1,0,2,2,1,1,27,1,54,46,54,46,158,0.39985217723,1.66994901316,44,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.359602621149,1,1.24018255511,32,1.2,"b"
"28",1,1,0,0,16,1,2,1,1,0,1,1,28,1,157,26,157,26,71,0.399942913971,1.44992563793,149,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.319663432792,1,1.44017714696,159,1.4,"b"
"29",1,1,0,0,16,1,2,1,1,0,1,1,29,1,90,15,90,15,127,0.349897695827,1.55994243325,91,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.319626777555,1,1.48019926029,83,1.4,"b"
"30",0,0,1,1,16,2,1,0,1,1,1,1,30,1,107,161,161,107,95,0.429811225516,1.47984863189,156,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.319608149483,1,1.25016870424,168,1.1,"b"
