"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session"
"1",0,0,1,0,20,2,1,0,2,2,1,1,1,1,107,93,107,93,49,1.46970703965,2.83976267279,100,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.829692461343,1,1.72016854594,108,1.1,"a"
"2",0,0,0,1,20,1,2,0,2,2,1,1,2,1,106,167,167,106,83,1.23975341863,2.6698195919,162,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.279648774484,1,1.32016848585,177,1.2,"a"
"3",0,0,1,0,20,2,1,0,2,2,1,1,3,1,27,159,27,159,143,0.599896581729,2.00990375671,26,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.379678459915,1,1.34032633542,34,1.2,"a"
"4",0,0,1,1,20,2,1,0,1,1,1,1,4,1,104,141,141,104,41,0.879872857421,2.05983987895,159,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.519696643743,1,1.43017914616,172,1,"a"
"5",1,1,0,0,20,1,2,1,1,0,1,1,5,1,80,23,80,23,120,0.739847462556,1.6601057258,67,"[ 1.5]",2,13,23,33,43,53,63,73,78,1,0.839620254837,1,1.78019561136,80,1,"a"
"6",0,0,0,0,20,1,2,0,1,1,1,1,6,1,158,128,158,128,7,0.659805866899,2.27981793336,153,"[ 2.]",1,11,21,31,41,51,61,71,76,1,0.769611613613,1,1.63017512,-179,1.3,"a"
"7",0,0,1,0,20,2,1,0,2,2,1,1,7,1,71,135,71,135,91,0.569891461893,1.60995327249,55,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.609651009906,1,1.7001996856,68,1.2,"a"
"8",1,1,1,1,20,2,1,1,1,0,1,1,8,1,172,77,77,172,136,0.849846404938,2.26980781388,76,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.719574837331,1,1.69017033668,92,1.2,"a"
"9",1,1,1,0,20,2,1,2,2,0,1,1,9,1,139,16,139,16,32,0.559976588171,1.77994322511,136,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.999629232578,1,2.24013830767,117,1,"a"
"10",0,0,0,0,20,1,2,0,1,1,1,1,10,1,101,145,101,145,53,0.889881474609,2.47983133387,105,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.579713793991,1,2.39018493903,119,1.2,"a"
"11",0,0,1,1,20,2,1,0,1,1,1,1,11,1,7,39,39,7,92,0.769902458723,1.58002446945,166,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.649669554286,1,1.30030628874,145,1.4,"a"
"12",1,1,1,1,20,2,1,1,1,0,1,1,12,1,71,149,149,71,113,0.689776133395,1.92980597506,165,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.47961440188,1,1.40027137531,-179,1.5,"a"
"13",1,1,0,0,20,1,2,1,1,0,1,1,13,1,16,105,16,105,147,0.939780940751,2.28978719032,20,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.959583045893,1,1.88015679195,5,1,"a"
"14",0,0,1,1,20,2,1,0,1,1,1,1,14,1,110,135,135,110,6,0.71990083624,2.01989314447,166,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.649702604866,1,1.33041536768,-175,1.2,"a"
"15",1,1,0,1,20,1,2,2,2,0,1,1,15,1,81,23,23,81,134,0.689627405782,2.05960431845,24,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.649637705545,1,1.5804451132,42,1.3,"a"
"16",1,1,1,0,20,2,1,2,2,0,1,1,16,1,163,27,163,27,0,0.789886041598,2.05998620288,159,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.529664398395,1,1.49024286768,173,1,"a"
