"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session"
"1",1,1,0,0,14,1,2,1,1,0,1,1,1,1,127,148,127,148,96,0.719909383984,2.55982519762,146,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,1.669491006,1,3.48995832745,128,1.1,"a"
"2",1,1,1,0,14,2,1,2,2,0,1,1,2,1,137,137,137,137,6,0.669874080995,NA,141,"[ 1.8]",2,13,23,33,43,53,63,73,78,0,0.91956867258,1,2.46005203811,123,1,"a"
"3",0,0,0,0,14,1,2,0,1,1,1,1,3,1,42,167,42,167,103,0.599871406983,NA,33,"[ 2.]",1,11,21,31,41,51,61,71,76,0,0.559592648566,1,2.02017167769,20,1.4,"a"
"4",1,1,1,1,14,2,1,1,1,0,1,1,4,1,113,63,63,113,151,0.769849143562,2.67972947394,49,"[ 1.5]",2,14,24,34,44,54,64,74,79,1,0.809597906456,1,1.78015911884,36,1.1,"a"
"5",1,1,0,0,14,1,2,1,1,0,1,1,5,1,79,119,79,119,120,1.83969828713,3.68961491199,64,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.989446959888,1,2.29999218827,47,1.3,"a"
"6",1,1,1,0,14,2,1,2,2,0,1,1,6,1,7,178,7,178,25,0.239904696951,NA,15,"[ 1.5]",2,13,23,33,43,53,63,73,78,0,0.989550315022,1,2.21008974471,28,1.2,"a"
"7",1,1,0,0,14,1,2,1,1,0,1,1,7,1,0,155,0,155,146,1.47969882794,NA,14,"[ 1.6]",2,13,23,33,43,53,63,73,78,0,0.799615422751,0,NA,26,1.5,"a"
"8",0,0,1,0,14,2,1,0,2,2,1,1,8,1,159,123,159,123,104,1.09975993967,NA,151,"[ 1.7]",1,11,21,31,41,51,61,71,76,0,0.599601001104,1,2.48996223331,172,1.1,"a"
"9",1,1,1,0,14,2,1,2,2,0,1,1,9,1,11,82,11,82,2,0.629886760027,NA,21,"[ 1.9]",2,13,23,33,43,53,63,73,78,0,1.03960124146,1,2.94998092136,5,1,"a"
"10",0,0,0,1,14,1,2,0,2,2,1,1,10,1,83,143,143,83,120,0.589928883255,2.24982138189,150,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.439632488364,1,1.90009854792,164,1.5,"a"
"11",1,1,0,1,14,1,2,2,2,0,1,1,11,1,0,25,25,0,141,0.139902894243,NA,27,"[ 1.7]",2,14,24,34,44,54,64,74,79,0,0.629629573988,1,1.90009764656,11,1.2,"a"
"12",0,0,0,0,14,1,2,0,1,1,1,1,12,1,70,48,70,48,125,0.759806269212,NA,35,"[ 1.6]",1,11,21,31,41,51,61,71,76,0,0.839632187915,1,1.77010813231,18,1.3,"a"
"13",1,1,1,1,14,2,1,1,1,0,1,1,13,1,6,174,174,6,29,0.459845928737,NA,154,"[ 1.6]",2,14,24,34,44,54,64,74,79,0,0.529573089207,1,1.5702141915,171,1.3,"a"
"14",0,0,0,0,14,1,2,0,1,1,1,1,14,1,86,99,86,99,130,0.939760480484,NA,64,"[ 2.]",1,11,21,31,41,51,61,71,76,0,0.519616143829,1,1.38160398758,84,1.2,"a"
"15",0,0,1,0,14,2,1,0,2,2,1,1,15,1,97,40,97,40,113,0.809852087983,NA,68,"[ 1.9]",1,11,21,31,41,51,61,71,76,0,0.999550224886,1,2.07012465711,49,1.2,"a"
"16",1,1,0,1,14,1,2,2,2,0,1,1,16,1,174,174,174,174,173,1.33968386548,NA,160,"[ 1.9]",2,14,24,34,44,54,64,74,79,0,0.559718237077,1,1.85017230864,150,1.4,"a"
"17",0,0,0,1,14,1,2,0,2,2,1,1,17,1,165,112,112,165,159,0.529872638832,1.83983318962,133,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.729567080187,1,1.75013174775,114,1.2,"a"
"18",0,0,1,1,14,2,1,0,1,1,1,1,18,1,155,58,58,155,170,1.02978400579,2.77976973437,51,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.589736895079,1,2.00017696563,35,1.4,"a"
"19",1,1,0,1,14,1,2,2,2,0,1,1,19,1,2,129,129,2,97,0.479804586685,NA,130,"[ 1.7]",2,14,24,34,44,54,64,74,79,0,0.629639188424,1,1.64020755154,150,1.5,"a"
"20",0,0,0,1,14,1,2,0,2,2,1,1,20,1,109,34,34,109,102,0.649816875131,NA,45,"[ 1.9]",1,12,22,32,42,52,62,72,77,0,0.599589583966,1,1.50006099155,60,1.1,"a"
"21",0,0,1,1,14,2,1,0,1,1,1,1,21,1,110,46,46,110,133,0.619934321418,NA,50,"[ 2.]",1,12,22,32,42,52,62,72,77,0,1.88935652414,1,3.0898513669,33,1.4,"a"
"22",0,0,1,0,14,2,1,0,2,2,1,1,22,1,29,93,29,93,132,0.589925878743,NA,31,"[ 1.6]",1,11,21,31,41,51,61,71,76,0,0.589633840395,1,2.00015743631,14,1.2,"a"
"23",1,1,0,1,14,1,2,2,2,0,1,1,23,1,140,20,20,140,118,0.409794701845,NA,25,"[ 1.5]",2,14,24,34,44,54,64,74,79,0,0.649661241525,1,2.11008403614,9,1.1,"a"
"24",0,0,0,0,14,1,2,0,1,1,1,1,24,1,75,4,75,4,144,0.609875222708,NA,53,"[ 2.]",1,11,21,31,41,51,61,71,76,0,0.589580961023,1,1.82014253394,34,1.1,"a"
"25",0,0,1,1,14,2,1,0,1,1,1,1,25,1,26,133,133,26,87,0.489895232746,NA,131,"[ 1.8]",1,12,22,32,42,52,62,72,77,0,1.22956978425,1,2.41003265902,115,1.1,"a"
"26",0,0,0,1,14,1,2,0,2,2,1,1,26,1,178,93,93,178,133,0.689946910312,NA,114,"[ 2.]",1,12,22,32,42,52,62,72,77,0,0.6995850772,1,2.05008758146,102,1.3,"a"
"27",1,1,1,1,14,2,1,1,1,0,1,1,27,1,78,0,0,78,125,0.399948923332,NA,165,"[ 1.6]",2,14,24,34,44,54,64,74,79,0,0.58963774626,1,1.8901578269,174,1.5,"a"
"28",0,0,1,0,14,2,1,0,2,2,1,1,28,1,72,140,72,140,105,0.589855573216,NA,59,"[ 2.]",1,11,21,31,41,51,61,71,76,0,0.999571556909,1,2.17006426647,43,1.4,"a"
"29",1,1,1,0,14,2,1,2,2,0,1,1,29,1,126,18,126,18,104,1.63966253346,NA,126,"[ 2.]",2,13,23,33,43,53,63,73,78,0,0.619655502909,1,1.34027725616,141,1,"a"
"30",1,1,0,0,14,1,2,1,1,0,1,1,30,1,177,77,177,77,23,0.659737165486,NA,172,"[ 1.7]",2,13,23,33,43,53,63,73,78,0,0.499637656121,1,1.1802567654,161,1.2,"a"
