"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session"
"1",0,0,0,1,22,1,2,0,2,2,1,1,1,1,63,146,146,63,64,1.79961440794,3.49957126393,155,"[ 2.]",1,12,22,32,42,52,62,72,77,1,1.28951852969,1,2.4500199496,171,1.2,"a"
"2",0,0,0,0,22,1,2,0,1,1,1,1,2,1,16,2,16,2,83,2.59959956592,3.87955941435,30,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,1.29940800171,1,2.27010222366,16,1.2,"a"
"3",1,1,1,0,22,2,1,2,2,0,1,1,3,1,2,178,2,178,34,1.60967501385,NA,6,"[ 1.5]",2,13,23,33,43,53,63,73,78,0,1.0895051899,1,2.16996876566,19,1.2,"a"
"4",0,0,1,1,22,2,1,0,1,1,1,1,4,1,55,46,46,55,113,1.72964299835,3.33955205943,52,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.919624454841,1,1.8701374359,40,1.2,"a"
"5",0,0,0,0,22,1,2,0,1,1,1,1,5,1,120,39,120,39,4,4.33917289691,6.05896518074,14,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.799542601404,1,1.67009465243,6,1.1,"a"
"6",1,1,1,1,22,2,1,1,1,0,1,1,6,1,131,159,159,131,81,1.55977518246,3.37959817185,148,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.959529658201,1,2.17005349136,167,1.3,"a"
"7",1,1,0,0,22,1,2,1,1,0,1,1,7,1,37,115,37,115,70,0.939858273735,2.0797833666,36,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.959558200547,1,1.99006245666,12,1.3,"a"
"8",0,0,0,1,22,1,2,0,2,2,1,1,8,1,32,105,105,32,178,2.73947388345,4.17955298481,125,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.729592523468,1,1.78012389181,101,1.1,"a"
"9",1,1,0,1,22,1,2,2,2,0,1,1,9,1,81,101,101,81,60,1.19974624353,2.1198799539,108,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,1.17957491735,1,2.17001803876,93,1.1,"a"
"10",0,0,1,0,22,2,1,0,2,2,1,1,10,1,63,72,63,72,113,1.42967346355,2.3996024502,66,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.839653910542,1,1.58024845661,45,1.1,"a"
"11",1,1,1,1,22,2,1,1,1,0,1,1,11,1,148,171,171,148,30,1.51973507896,2.82960700495,167,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,1.34937573384,1,2.79983673778,179,1.1,"a"
"12",1,1,0,1,22,1,2,2,2,0,1,1,12,1,133,36,36,133,147,1.0497862629,2.36974986089,46,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.629547096072,1,1.74006516067,19,1.2,"a"
"13",1,1,0,0,22,1,2,1,1,0,1,1,13,1,24,58,24,58,149,1.05974153254,2.75964911543,32,"[ 2.]",2,13,23,33,43,53,63,73,78,1,1.52946140895,1,2.80996476372,17,1.5,"a"
