"","cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session"
"1",1,1,0,1,9,1,2,2,2,0,1,1,1,1,31,121,121,31,84,0.649833558831,2.00013010024,110,"[ 1.5]",2,14,24,34,44,54,64,74,79,1,0.599514212323,1,1.72999783967,122,1.3,"b"
"2",0,0,0,1,9,1,2,0,2,2,1,1,2,1,111,140,140,111,59,0.789834634486,2.31987411826,149,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.419616531804,1,1.61022720068,167,1.2,"b"
"3",1,1,0,0,9,1,2,1,1,0,1,1,3,1,101,117,101,117,18,0.469929268136,2.09986980962,104,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.479598750437,1,1.35019107909,114,1.1,"b"
"4",0,0,0,1,9,1,2,0,2,2,1,1,4,1,38,129,129,38,48,0.739888462331,2.43988482674,134,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.349606379179,1,1.53043158726,151,1.1,"b"
"5",0,0,1,1,9,2,1,0,1,1,1,1,5,1,100,126,126,100,81,0.739858115625,2.07017029911,123,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.349661363805,1,1.33028153631,136,1.1,"b"
"6",0,0,1,1,9,2,1,0,1,1,1,1,6,1,98,139,139,98,170,0.769825338177,1.82986945207,150,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.109691325919,1,1.24049915225,172,1.2,"b"
"7",1,1,0,0,9,1,2,1,1,0,1,1,7,1,119,67,119,67,103,1.90969330897,3.24964402712,123,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.289710393266,1,1.85031231568,145,1.1,"b"
"8",1,1,1,1,9,2,1,1,1,0,1,1,8,1,147,159,159,147,149,0.209881128045,1.51998841417,154,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.339723869007,1,1.36034100083,166,1.3,"b"
"9",1,1,0,1,9,1,2,2,2,0,1,1,9,1,151,44,44,151,40,0.419845784647,1.58988769615,23,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.299680638469,1,1.40055459357,11,1.2,"b"
"10",1,1,0,1,9,1,2,2,2,0,1,1,10,1,116,6,6,116,165,0.399924824298,2.2199685536,12,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.399684754806,1,1.21025129777,-1,1.1,"b"
"11",1,1,0,0,9,1,2,1,1,0,1,1,11,1,36,12,36,12,101,0.399899885913,1.7798938346,33,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.339744901379,1,1.22056256785,21,1.3,"b"
"12",1,1,1,0,9,2,1,2,2,0,1,1,12,1,72,57,72,57,66,0.549931599724,2.30991739386,54,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.299680037546,1,1.20027083684,42,1.3,"b"
"13",0,0,0,0,9,1,2,0,1,1,1,1,13,1,177,70,177,70,153,0.689856958845,2.21984866909,169,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.299709783329,1,1.20032612193,178,1.4,"b"
"14",1,1,0,0,9,1,2,1,1,0,1,1,14,1,154,117,154,117,75,0.369902617118,2.25009051431,164,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.389656219888,1,1.3701691273,177,1,"b"
"15",1,1,1,1,9,2,1,1,1,0,1,1,15,1,82,150,150,82,39,1.10980009332,2.39979832961,153,"[ 2.]",2,14,24,34,44,54,64,74,79,1,0.379693486244,1,1.31022476694,-176,1.4,"b"
"16",0,0,1,0,9,2,1,0,2,2,1,1,16,1,13,121,13,121,142,0.769831948352,2.37008559874,10,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.329698639176,1,1.10053262977,1,1.4,"b"
"17",0,0,0,0,9,1,2,0,1,1,1,1,17,1,74,140,74,140,80,0.819824091259,2.03998373897,66,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.409620146367,1,1.21024889407,55,1.4,"b"
"18",0,0,0,0,9,1,2,0,1,1,1,1,18,1,170,19,170,19,102,0.899812601576,2.22998717326,165,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.32964365455,1,1.08034275553,176,1.4,"b"
"19",0,0,0,1,9,1,2,0,2,2,1,1,19,1,90,143,143,90,21,1.09982083425,2.97972449397,176,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.399670332608,1,1.72022620014,-174,1.2,"b"
"20",0,0,1,0,9,2,1,0,2,2,1,1,20,1,1,3,1,3,179,0.889856177642,2.53984147001,5,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.459581341644,1,1.36019437516,-6,1,"b"
"21",0,0,1,0,9,2,1,0,2,2,1,1,21,1,7,22,7,22,131,0.819776017268,NA,177,"[ 1.6]",1,11,21,31,41,51,61,71,76,0,0.629612436502,1,1.57039519525,-173,1.3,"b"
"22",0,0,0,1,9,1,2,0,2,2,1,1,22,1,154,105,105,154,5,0.999788474441,2.63973772032,121,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.319637654313,1,1.07026163969,133,1.4,"b"
"23",1,1,1,1,9,2,1,1,1,0,1,1,23,1,9,107,107,9,19,0.39989087204,1.68994349203,105,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.389634586592,1,1.80020779982,118,1.2,"b"
"24",1,1,1,0,9,2,1,2,2,0,1,1,24,1,79,81,79,81,133,0.419852695284,1.51999201972,64,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.449544393776,1,1.18046615546,54,1,"b"
"25",1,1,1,0,9,2,1,2,2,0,1,1,25,1,63,54,63,54,10,1.22976002365,2.85976516456,49,"[ 1.5]",2,13,23,33,43,53,63,73,78,1,0.369656237915,1,1.20030058263,30,1.4,"b"
"26",0,0,1,1,9,2,1,0,1,1,1,1,26,1,19,53,53,19,103,1.57983272054,3.19996226192,53,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.459672081301,1,1.44051609833,36,1.2,"b"
"27",1,1,1,1,9,2,1,1,1,0,1,1,27,1,98,14,14,98,14,0.439920882229,NA,16,"[ 1.7]",2,14,24,34,44,54,64,74,79,0,0.369704311906,1,1.38019315529,1,1.1,"b"
"28",1,1,1,0,9,2,1,2,2,0,1,1,28,1,23,93,23,93,108,0.409876741292,1.97007664496,14,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.409664915273,1,1.64018661121,0,1.5,"b"
"29",0,0,1,1,9,2,1,0,1,1,1,1,29,1,127,136,136,127,177,0.619904495008,1.87998959198,133,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.449654062568,1,1.24032007663,148,1.3,"b"
"30",0,0,1,0,9,2,1,0,2,2,1,1,30,1,61,67,61,67,27,0.66989844069,2.57006528748,58,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.499695180853,1,1.67013190001,45,1.2,"b"
"31",1,1,0,1,9,1,2,2,2,0,1,1,31,1,54,43,43,54,140,0.129950306518,1.96014816404,46,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.529674121441,1,1.410239099,32,1,"b"
"32",0,0,0,0,9,1,2,0,1,1,1,1,32,1,98,140,98,140,110,0.769931401421,1.80996862271,95,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.319705859289,1,1.37023643089,108,1.4,"b"
"33",0,0,0,0,9,1,2,0,1,1,1,1,33,2,158,21,158,21,120,0.809826804434,2.26987806934,160,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.419688943253,1,1.13046890469,177,1.3,"b"
"34",0,0,1,1,9,2,1,0,1,1,1,1,34,2,49,116,116,49,130,0.72990740048,1.79994098918,111,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.329713662297,1,1.64053304441,120,1.4,"b"
"35",0,0,0,1,9,1,2,0,2,2,1,1,35,2,113,67,67,113,167,1.59975428182,NA,70,"[ 1.8]",1,12,22,32,42,52,62,72,77,0,0.419651084985,1,2.20018250089,23,1.1,"b"
"36",0,0,1,0,9,2,1,0,2,2,1,1,36,2,161,18,161,18,122,1.03979865411,2.35989060763,165,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.519666618893,1,1.49026186203,176,1.2,"b"
"37",0,0,1,1,9,2,1,0,1,1,1,1,37,2,162,84,84,162,66,0.919851343202,1.88011368297,82,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.369678772598,1,1.25048772566,68,1.4,"b"
"38",1,1,0,0,9,1,2,1,1,0,1,1,38,2,169,162,169,162,87,0.529905477521,1.94988226379,165,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.399713899662,1,1.30026684069,174,1.2,"b"
"39",0,0,1,0,9,2,1,0,2,2,1,1,39,2,150,112,150,112,4,0.769897449165,2.17993974526,161,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.309727201135,1,1.39024001841,177,1.4,"b"
"40",0,0,1,0,9,2,1,0,2,2,1,1,40,2,75,93,75,93,22,0.839895883753,2.73985120499,55,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.459700625232,1,1.44035024306,40,1.1,"b"
"41",1,1,1,1,9,2,1,1,1,0,1,1,41,2,15,95,95,15,126,0.419900468813,1.7301360524,94,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.439615612389,1,1.13045658573,80,1.1,"b"
"42",0,0,1,1,9,2,1,0,1,1,1,1,42,2,171,85,85,171,105,1.44985507194,2.77986949714,83,"[ 2.]",1,12,22,32,42,52,62,72,77,1,0.549689727459,1,1.820198167,72,1.1,"b"
"43",1,1,0,0,9,1,2,1,1,0,1,1,43,2,113,103,113,103,124,1.74974182765,2.66981310936,106,"[ 1.6]",2,13,23,33,43,53,63,73,78,1,0.329668292468,1,1.31029747885,114,1.1,"b"
"44",1,1,1,1,9,2,1,1,1,0,1,1,44,2,5,101,101,5,29,0.539852286654,1.77985176986,114,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.39965320625,1,1.3004155696,129,1.3,"b"
"45",0,0,0,1,9,1,2,0,2,2,1,1,45,2,73,78,78,73,44,0.669885520805,1.87993130227,75,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.409674830531,1,1.50027116735,65,1.4,"b"
"46",1,1,1,1,9,2,1,1,1,0,1,1,46,2,179,52,52,179,139,0.419962664537,1.75995935344,49,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.389714209139,1,1.14042592955,28,1.2,"b"
"47",1,1,0,1,9,1,2,2,2,0,1,1,47,2,163,111,111,163,31,0.369908325905,1.7399335317,112,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.35963912057,1,1.27024132843,124,1.1,"b"
"48",1,1,1,0,9,2,1,2,2,0,1,1,48,2,99,174,99,174,104,0.389932044409,1.32995463317,99,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.339652659408,1,1.82016271243,109,1.5,"b"
"49",1,1,1,0,9,2,1,2,2,0,1,1,49,2,142,17,142,17,78,0.379815774459,1.65985999051,167,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.359668866353,1,1.43026732444,-173,1.4,"b"
"50",0,0,0,0,9,1,2,0,1,1,1,1,50,2,21,69,21,69,113,0.929846827252,2.39987224337,8,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.489596337724,1,1.50015548932,-8,1.5,"b"
"51",1,1,0,0,9,1,2,1,1,0,1,1,51,2,156,27,156,27,88,0.529900970583,1.86984447763,157,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.349579337559,1,1.11036406133,177,1.1,"b"
"52",1,1,1,0,9,2,1,2,2,0,1,1,52,2,147,132,147,132,150,1.09984396985,2.57986577141,160,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.319644264488,1,1.11041904595,170,1.1,"b"
"53",0,0,1,0,9,2,1,0,2,2,1,1,53,2,60,152,60,152,119,0.639793305878,1.88007282008,37,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.329658076746,1,1.10021714421,23,1.3,"b"
"54",1,1,0,1,9,1,2,2,2,0,1,1,54,2,145,57,57,145,4,0.509855017857,2.14989650571,48,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.319653879285,1,1.14024384931,33,1.3,"b"
"55",1,1,1,1,9,2,1,1,1,0,1,1,55,2,172,44,44,172,40,0.48987156132,1.64982063894,44,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.389618662082,1,1.27026025756,30,1,"b"
"56",1,1,0,1,9,1,2,2,2,0,1,1,56,2,67,79,79,67,17,0.359859059079,1.50004552006,66,"[ 1.7]",2,14,24,34,44,54,64,74,79,1,0.489679265356,1,1.44023576687,53,1.2,"b"
"57",0,0,0,0,9,1,2,0,1,1,1,1,57,2,174,100,174,100,111,0.689911643009,2.00001652543,172,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.319632546452,1,1.06019404465,-179,1.4,"b"
"58",0,0,0,1,9,1,2,0,2,2,1,1,58,2,161,134,134,161,158,0.48987997427,1.75005941645,150,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.429688032851,1,1.42027123946,162,1.3,"b"
"59",0,0,0,1,9,1,2,0,2,2,1,1,59,2,81,80,80,81,25,0.539879929198,2.01994619919,71,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.539681623988,1,1.55028043662,56,1.1,"b"
"60",1,1,0,0,9,1,2,1,1,0,1,1,60,2,44,130,44,130,160,0.549874211398,1.94991591559,33,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.459747797835,1,1.17034988551,17,1,"b"
"61",0,0,0,0,9,1,2,0,1,1,1,1,61,2,64,135,64,135,151,1.41976496025,2.8697663574,37,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.489615266857,1,1.36048191772,23,1.3,"b"
"62",0,0,1,1,9,2,1,0,1,1,1,1,62,2,174,77,77,174,79,1.03980376197,2.41984788788,73,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.309687840556,1,1.26054931144,58,1.2,"b"
"63",1,1,0,1,9,1,2,2,2,0,1,1,63,2,59,128,128,59,145,0.849826768379,2.56974920099,109,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.329721774784,1,1.15054069719,128,1.5,"b"
"64",1,1,1,0,9,2,1,2,2,0,1,1,64,2,54,19,54,19,173,0.509916312198,2.06014687205,37,"[ 1.5]",2,13,23,33,43,53,63,73,78,1,0.529650084445,1,1.67031578302,14,1.2,"b"
"65",0,0,0,1,9,1,2,0,2,2,1,1,65,3,41,90,90,41,109,0.709895099548,2.39996568719,93,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.509660919121,1,1.4504602033,101,1,"b"
"66",0,0,1,1,9,2,1,0,1,1,1,1,66,3,162,51,51,162,172,0.72987164545,1.93991892922,66,"[ 1.5]",1,12,22,32,42,52,62,72,77,1,0.359675476526,1,1.17024532458,48,1.2,"b"
"67",0,0,0,0,9,1,2,0,1,1,1,1,67,3,145,26,145,26,74,0.989841665307,2.31989575155,155,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.349645739758,1,1.56039219963,-172,1.3,"b"
"68",1,1,1,1,9,2,1,1,1,0,1,1,68,3,41,39,39,41,118,0.519934030466,1.84994965752,33,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.42964236256,1,1.48021439798,10,1.2,"b"
"69",0,0,1,1,9,2,1,0,1,1,1,1,69,3,83,69,69,83,58,1.04986114128,2.08006482778,83,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.279660225053,1,1.25045677803,73,1.3,"b"
"70",1,1,1,0,9,2,1,2,2,0,1,1,70,3,18,37,18,37,169,0.719901400245,1.91990662829,9,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.44964324592,1,1.44043196884,-5,1,"b"
"71",1,1,1,0,9,2,1,2,2,0,1,1,71,3,138,6,138,6,80,0.569853761925,2.2198309418,148,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.449697329159,1,1.41047015461,162,1,"b"
"72",0,0,1,1,9,2,1,0,1,1,1,1,72,3,39,139,139,39,175,1.12983943587,2.34017065666,136,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.289665624363,1,1.19045833442,155,1.4,"b"
"73",1,1,0,1,9,1,2,2,2,0,1,1,73,3,52,25,25,52,174,0.609935151191,1.80998094167,21,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.389589216762,1,1.1804682587,6,1.4,"b"
"74",0,0,0,1,9,1,2,0,2,2,1,1,74,3,24,169,169,24,117,1.00982301861,2.19989976573,174,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.469712033791,1,1.3505414183,-171,1.4,"b"
"75",1,1,1,0,9,2,1,2,2,0,1,1,75,3,53,48,53,48,45,0.519912998096,1.7599884983,57,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.359697710746,1,1.25031946669,27,1.2,"b"
"76",0,0,0,0,9,1,2,0,1,1,1,1,76,3,2,131,2,131,95,0.869876326655,2.42008735645,2,"[ 1.9]",1,11,21,31,41,51,61,71,76,1,0.299601616847,1,1.60020828056,-13,1.4,"b"
"77",1,1,1,1,9,2,1,1,1,0,1,1,77,3,106,108,108,106,12,0.399891472965,1.5099346404,117,"[ 1.9]",2,14,24,34,44,54,64,74,79,1,0.359705823232,1,1.26025996611,133,1.3,"b"
"78",0,0,0,0,9,1,2,0,1,1,1,1,78,3,11,151,11,151,125,0.939796641011,2.44978806882,6,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.319691737554,1,1.14052568308,-6,1.2,"b"
