cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
1,1,1,1,2,2,1,1,1,0,1,1,129,5,31,12,12,31,106,1.57968860838,nan,12,[ 1.6],2,14,24,34,44,54,64,74,79,0,1.28952492662,1,2.43001410008,2.0,1.1
1,1,1,1,2,2,1,1,1,0,1,1,130,5,165,169,169,165,13,2.81952193115,nan,2,[ 2.],2,14,24,34,44,54,64,74,79,0,0.64961997675,1,1.2001977557,10.0,1.3
0,0,1,1,2,2,1,0,1,1,1,1,131,5,26,51,51,26,14,0.82983334981,2.53977873114,56,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.929503787011,1,1.78005822106,70.0,1.3
1,1,0,1,2,1,2,2,2,0,1,1,132,5,30,109,109,30,85,0.399907281357,nan,107,[ 1.6],2,14,24,34,44,54,64,74,79,0,0.41961645248,0,nan,94.0,1.1
0,0,0,0,2,1,2,0,1,1,1,1,133,5,94,160,94,160,110,0.819842210058,nan,95,[ 1.6],1,11,21,31,41,51,61,71,76,0,0.679642970135,1,1.90009220788,113.0,1.3
0,0,0,1,2,1,2,0,2,2,1,1,134,5,115,121,121,115,90,0.619937091935,nan,110,[ 1.8],1,12,22,32,42,52,62,72,77,0,0.459546159371,0,nan,94.0,1.1
1,1,1,0,2,2,1,2,2,0,1,1,135,5,32,145,32,145,0,0.159905707005,nan,29,[ 1.9],2,13,23,33,43,53,63,73,78,0,0.349688389048,1,1.1902471766,22.0,1.5
1,1,1,1,2,2,1,1,1,0,1,1,136,5,39,20,20,39,115,0.419861619077,nan,19,[ 1.8],2,14,24,34,44,54,64,74,79,0,0.569623858555,1,1.29024390171,30.0,1.3
1,1,0,0,2,1,2,1,1,0,1,1,137,5,24,86,24,86,105,0.439887463726,nan,15,[ 1.8],2,13,23,33,43,53,63,73,78,0,0.429647551984,1,1.03026485504,23.0,1.4
0,0,1,0,2,2,1,0,2,2,1,1,138,5,169,45,169,45,23,0.919826316291,nan,154,[ 1.9],1,11,21,31,41,51,61,71,76,0,0.54954874023,1,1.59007393756,143.0,1.2
0,0,0,0,2,1,2,0,1,1,1,1,139,5,96,128,96,128,19,0.729829113472,nan,92,[ 1.9],1,11,21,31,41,51,61,71,76,0,0.279703540706,1,1.85022363941,63.0,1.1
0,0,0,0,2,1,2,0,1,1,1,1,140,5,153,39,153,39,97,1.0397638589,2.78965787542,108,[ 1.9],1,11,21,31,41,51,61,71,76,1,0.569633472933,0,nan,119.0,1.2
1,1,0,1,2,1,2,2,2,0,1,1,141,5,144,86,86,144,48,0.279899433626,nan,94,[ 1.5],2,14,24,34,44,54,64,74,79,0,0.359666008582,1,1.440161173,113.0,1.3
1,1,0,0,2,1,2,1,1,0,1,1,142,5,92,66,92,66,178,0.3698752745,nan,81,[ 1.5],2,13,23,33,43,53,63,73,78,0,13.1375706093,0,nan,92.0,1.2
1,1,0,0,2,1,2,1,1,0,1,1,143,5,177,40,177,40,47,0.279954415841,1.73988995745,175,[ 2.],2,13,23,33,43,53,63,73,78,1,0.599601183647,1,1.32021641961,161.0,1.4
1,1,1,0,2,2,1,2,2,0,1,1,144,5,111,107,111,107,62,0.339879922445,1.47993134133,111,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.399596316372,1,0.980230739024,116.0,1.2
1,1,0,1,2,1,2,2,2,0,1,1,145,5,13,141,141,13,6,0.329915522681,1.51998423243,124,[ 1.9],2,14,24,34,44,54,64,74,79,1,0.339633253603,1,1.1103138523,138.0,1.3
1,1,1,0,2,2,1,2,2,0,1,1,146,5,0,171,0,171,151,0.299961632627,nan,178,[ 1.8],2,13,23,33,43,53,63,73,78,0,0.119659927488,1,1.10024279305,-173.0,1.3
1,1,1,0,2,2,1,2,2,0,1,1,147,5,84,145,84,145,148,0.399882644517,nan,74,[ 1.9],2,13,23,33,43,53,63,73,78,0,0.34969590028,1,1.8401742125,91.0,1.4
0,0,1,0,2,2,1,0,2,2,1,1,148,5,98,10,98,10,109,9.32854487315,nan,84,[ 2.],1,11,21,31,41,51,61,71,76,0,0.319696341943,1,1.0902297205,102.0,1.5
1,1,0,1,2,1,2,2,2,0,1,1,149,5,5,165,165,5,19,0.439918710446,1.76985105828,169,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.329625589144,1,0.880205771693,-179.0,1.1
0,0,0,1,2,1,2,0,2,2,1,1,150,5,114,97,97,114,33,0.609849808421,nan,101,[ 1.9],1,12,22,32,42,52,62,72,77,0,0.419721008824,1,1.05029851136,111.0,1.5
0,0,0,1,2,1,2,0,2,2,1,1,151,5,159,64,64,159,94,0.819739155962,nan,79,[ 1.5],1,12,22,32,42,52,62,72,77,0,0.639621325769,1,1.78012341855,95.0,1.0
1,1,0,0,2,1,2,1,1,0,1,1,152,5,103,131,103,131,146,0.66982729275,nan,108,[ 1.7],2,13,23,33,43,53,63,73,78,0,0.399694262833,1,1.09042471207,122.0,1.4
0,0,1,1,2,2,1,0,1,1,1,1,153,5,40,125,125,40,57,0.5198913936,nan,128,[ 1.8],1,12,22,32,42,52,62,72,77,0,9.72920868575,1,11.0587711805,149.0,1.0
1,1,1,1,2,2,1,1,1,0,1,1,154,5,165,173,173,165,154,0.379888347044,1.66985343184,178,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.679617431946,1,2.17007711631,168.0,1.0
0,0,1,1,2,2,1,0,1,1,1,1,155,5,65,156,156,65,117,0.49988417681,2.45986613784,159,[ 1.6],1,12,22,32,42,52,62,72,77,1,0.309420676738,1,1.09048480192,168.0,1.2
0,0,0,1,2,1,2,0,2,2,1,1,156,5,61,33,33,61,38,0.649867546945,nan,23,[ 1.7],1,12,22,32,42,52,62,72,77,0,0.699583186739,0,nan,8.0,1.3
0,0,0,0,2,1,2,0,1,1,1,1,157,5,71,8,71,8,125,1.20975955346,nan,104,[ 1.7],1,11,21,31,41,51,61,71,76,0,0.539675376593,0,nan,194.0,1.1
0,0,1,1,2,2,1,0,1,1,1,1,158,5,100,132,132,100,82,0.949791022518,nan,110,[ 1.6],1,12,22,32,42,52,62,72,77,0,0.369611480048,1,2.00005257862,126.0,1.5
0,0,1,0,2,2,1,0,2,2,1,1,159,5,112,109,112,109,104,0.599851457886,nan,113,[ 1.5],1,11,21,31,41,51,61,71,76,0,1.10958976958,0,nan,130.0,1.2
0,0,1,0,2,2,1,0,2,2,1,1,160,5,41,62,41,62,37,0.979860285082,nan,26,[ 1.8],1,11,21,31,41,51,61,71,76,0,0.709595357937,0,nan,13.0,1.0
