cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
0,0,1,1,1,2,1,0,1,1,1,1,97,4,99,20,20,99,46,1.12981511254,2.46983023715,11,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.859620190071,1,1.83011577211,29.0,1.0
1,1,0,0,1,1,2,1,1,0,1,1,98,4,86,47,86,47,70,0.689885285467,1.71998639566,62,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.60947935448,1,1.58000017426,82.0,1.1
0,0,1,1,1,2,1,0,1,1,1,1,99,4,97,26,26,97,111,0.859781531324,2.13966474069,41,[ 1.8],1,12,22,32,42,52,62,72,77,1,1.58937359033,1,2.59996713085,59.0,1.3
1,1,0,0,1,1,2,1,1,0,1,1,100,4,164,69,164,69,32,0.549890651491,1.70988048429,165,[ 1.7],2,13,23,33,43,53,63,73,78,1,1.02948248516,1,2.39997848783,152.0,1.3
1,1,0,1,1,1,2,2,2,0,1,1,101,4,79,11,11,79,7,1.54975574977,2.78969963787,158,[ 1.8],2,14,24,34,44,54,64,74,79,1,1.92948185422,1,3.26991370196,140.0,1.3
1,1,1,1,1,2,1,1,1,0,1,1,102,4,177,136,136,177,150,1.54971368688,nan,166,[ 1.6],2,14,24,34,44,54,64,74,79,0,1.36954087447,1,2.18006074483,148.0,1.4
0,0,1,0,1,2,1,0,2,2,1,1,103,4,83,43,83,43,89,0.789814409487,1.76982221516,56,[ 1.7],1,11,21,31,41,51,61,71,76,1,0.699594603811,1,1.58020057392,82.0,1.4
1,1,0,0,1,1,2,1,1,0,1,1,104,4,115,88,115,88,53,0.549914086534,1.70986065464,108,[ 1.5],2,13,23,33,43,53,63,73,78,1,0.75954024052,1,1.69010551478,127.0,1.5
0,0,1,0,1,2,1,0,2,2,1,1,105,4,177,129,177,129,38,1.08967268757,2.4296616731,167,[ 2.],1,11,21,31,41,51,61,71,76,1,0.739590109089,1,1.8200699506,-179.0,1.3
1,1,1,0,1,2,1,2,2,0,1,1,106,4,105,40,105,40,108,0.789804494661,1.78984114947,116,[ 1.9],2,13,23,33,43,53,63,73,78,1,1.15951782701,1,2.2201208467,141.0,1.1
1,1,1,0,1,2,1,2,2,0,1,1,107,4,12,123,12,123,94,0.189913677923,1.6199917737,16,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.609590821154,1,1.37024302439,36.0,1.5
1,1,0,1,1,1,2,2,2,0,1,1,108,4,66,85,85,66,147,3.34947176513,4.66941477591,87,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.839550780282,1,1.58008339871,105.0,1.5
1,1,1,1,1,2,1,1,1,0,1,1,109,4,161,19,19,161,69,0.619866185909,1.92983698524,14,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.559704526178,1,1.39019315583,26.0,1.3
0,0,0,0,1,1,2,0,1,1,1,1,110,4,154,34,154,34,65,1.05974493661,2.37974262915,159,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.939615106468,1,1.98014210649,171.0,1.5
0,0,0,0,1,1,2,0,1,1,1,1,111,4,27,84,27,84,153,1.31983935579,2.68979725383,17,[ 1.5],1,11,21,31,41,51,61,71,76,1,0.879563110719,1,1.76014684758,26.0,1.4
1,1,1,0,1,2,1,2,2,0,1,1,112,4,8,113,8,113,66,0.519855640139,1.69991217868,21,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.749635029259,1,1.48019333309,31.0,1.0
0,0,0,0,1,1,2,0,1,1,1,1,113,4,1,177,1,177,146,0.589903883276,1.79993624467,6,[ 1.5],1,11,21,31,41,51,61,71,76,1,0.709626003763,1,1.50019964853,12.0,1.2
1,1,1,1,1,2,1,1,1,0,1,1,114,4,96,122,122,96,178,1.64975728206,3.11970199039,120,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.689573419135,1,1.55015624864,136.0,1.2
0,0,1,1,1,2,1,0,1,1,1,1,115,4,39,178,178,39,178,2.35950647002,3.59939327276,170,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.759603034418,1,1.64014831377,-172.0,1.2
1,1,0,1,1,1,2,2,2,0,1,1,116,4,152,48,48,152,33,0.549919795068,1.42992216261,43,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.559663665079,1,1.52018282938,62.0,1.1
