cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
0,0,0,1,1,1,2,0,2,2,1,1,1,1,149,35,35,149,142,3.05945199857,4.25941239936,34,[ 1.8],1,12,22,32,42,52,62,72,77,1,1.4394920725,1,2.350052834,53.0,1.2
1,1,1,1,1,2,1,1,1,0,1,1,2,1,75,24,24,75,42,0.899820000847,2.08977063403,28,[ 2.],2,14,24,34,44,54,64,74,79,1,1.31942383446,1,2.18007997358,48.0,1.1
0,0,0,1,1,1,2,0,2,2,1,1,3,1,106,126,126,106,95,0.979846764868,2.22981784663,144,[ 1.8],1,12,22,32,42,52,62,72,77,1,2.28936959435,1,3.26984039234,167.0,1.1
1,1,0,1,1,1,2,2,2,0,1,1,4,1,149,139,139,149,81,0.959821521121,2.02984272382,156,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.959611206637,1,1.92012586421,168.0,1.2
0,0,0,0,1,1,2,0,1,1,1,1,5,1,138,109,138,109,49,0.87980316968,2.0797924136,137,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.589669833302,1,1.67018843276,157.0,1.3
1,1,1,0,1,2,1,2,2,0,1,1,6,1,169,3,169,3,146,0.0800099388616,0.970002244356,159,[ 1.7],2,13,23,33,43,53,63,73,78,1,0.879590451602,1,1.83015573187,171.0,1.2
1,1,0,1,1,1,2,2,2,0,1,1,7,1,138,21,21,138,70,0.249963270077,1.8798758784,13,[ 1.9],2,14,24,34,44,54,64,74,79,1,1.32949669641,1,2.18004512147,29.0,1.2
0,0,1,0,1,2,1,0,2,2,1,1,8,1,154,125,154,125,60,1.46968992735,2.64969899491,41,[ 2.],1,11,21,31,41,51,61,71,76,1,1.39946802454,1,2.22005324562,74.0,1.1
1,1,1,1,1,2,1,1,1,0,1,1,9,1,60,81,81,60,73,0.979771652552,1.81979714267,83,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.859554992581,1,1.91007373325,102.0,1.4
1,1,0,0,1,1,2,1,1,0,1,1,10,1,42,13,42,13,173,0.799792329471,1.88987302714,41,[ 1.7],2,13,23,33,43,53,63,73,78,1,0.769604389443,1,1.99008367211,65.0,1.3
1,1,0,0,1,1,2,1,1,0,1,1,11,1,88,100,88,100,81,0.759827470016,1.4298025838,81,[ 2.],2,13,23,33,43,53,63,73,78,1,0.609658422239,1,1.6502088573,99.0,1.0
0,0,1,0,1,2,1,0,2,2,1,1,12,1,29,130,29,130,179,1.07984739581,2.719723803,34,[ 1.5],1,11,21,31,41,51,61,71,76,1,0.88954643879,1,2.00010816173,49.0,1.4
0,0,0,1,1,1,2,0,2,2,1,1,13,1,44,174,174,44,73,2.45951671534,3.53952665421,156,[ 1.9],1,12,22,32,42,52,62,72,77,1,0.80962152707,1,1.67020796197,173.0,1.4
1,1,0,1,1,1,2,2,2,0,1,1,14,1,70,99,99,70,142,0.139949566587,1.31996584493,83,[ 1.9],2,14,24,34,44,54,64,74,79,1,1.07955806317,1,1.990090282,97.0,1.0
0,0,1,1,1,2,1,0,1,1,1,1,15,1,31,34,34,31,79,0.819866245997,2.31977055291,40,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.90959902342,1,1.68118757979,60.0,1.3
1,1,0,0,1,1,2,1,1,0,1,1,16,1,103,69,103,69,143,0.929741742828,2.0798101401,109,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.649621779447,1,1.81008722343,125.0,1.2
0,0,1,1,1,2,1,0,1,1,1,1,17,1,13,48,48,13,163,1.369753893,2.54976356145,118,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.779621668281,1,1.96022382268,149.0,1.0
1,1,0,1,1,1,2,2,2,0,1,1,18,1,162,40,40,162,136,0.959817014382,2.26980704247,51,[ 1.5],2,14,24,34,44,54,64,74,79,1,0.989568401631,1,1.98005287306,75.0,1.0
1,1,1,0,1,2,1,2,2,0,1,1,19,1,138,79,138,79,99,0.929810846159,1.91985726257,129,[ 1.9],2,13,23,33,43,53,63,73,78,1,1.12949333138,1,2.1600514249,152.0,1.4
1,1,1,1,1,2,1,1,1,0,1,1,20,1,130,79,79,130,43,1.01980831938,2.31979909559,85,[ 1.7],2,14,24,34,44,54,64,74,79,1,1.01947842609,1,2.12009167308,118.0,1.0
0,0,0,0,1,1,2,0,1,1,1,1,21,1,50,99,50,99,108,1.12970154272,2.21980958127,56,[ 1.6],1,11,21,31,41,51,61,71,76,1,2.27938866988,1,3.47986253845,87.0,1.4
1,1,1,1,1,2,1,1,1,0,1,1,22,1,91,6,6,91,34,1.96968076365,3.48954842175,173,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.809571051594,1,2.09009541968,-170.0,1.4
0,0,0,1,1,1,2,0,2,2,1,1,23,1,93,172,172,93,9,1.38965835614,2.48968813066,169,[ 1.6],1,12,22,32,42,52,62,72,77,1,0.789559328063,1,1.9600336383,179.0,1.0
0,0,1,1,1,2,1,0,1,1,1,1,24,1,151,142,142,151,114,1.00974897765,2.07977889338,139,[ 1.6],1,12,22,32,42,52,62,72,77,1,0.709620295228,1,1.69013766285,162.0,1.3
0,0,1,1,1,2,1,0,1,1,1,1,25,1,148,83,83,148,70,0.909800925323,1.81983650152,73,[ 1.9],1,12,22,32,42,52,62,72,77,1,0.849606516625,1,1.96015111396,92.0,1.1
1,1,1,0,1,2,1,2,2,0,1,1,26,1,70,113,70,113,92,0.65981962829,1.65992688868,61,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.839624390351,1,1.83010465549,80.0,1.1
0,0,1,0,1,2,1,0,2,2,1,1,27,1,64,109,64,109,80,1.42971605442,2.46976564056,55,[ 1.6],1,11,21,31,41,51,61,71,76,1,0.699624648737,1,1.68011888176,83.0,1.4
1,1,1,0,1,2,1,2,2,0,1,1,28,1,36,61,36,61,166,0.859842822972,2.55976040974,37,[ 1.8],2,13,23,33,43,53,63,73,78,1,1.67943926553,1,2.56999641564,54.0,1.3
1,1,0,0,1,1,2,1,1,0,1,1,29,1,95,40,95,40,13,0.749817401961,2.02982109148,118,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.779657421743,1,2.04006671175,140.0,1.1
0,0,0,0,1,1,2,0,1,1,1,1,30,1,162,54,162,54,87,0.879848837968,2.0498364204,153,[ 1.5],1,11,21,31,41,51,61,71,76,1,1.88943286897,1,2.82988773112,175.0,1.4
