cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
1,1,0,0,26,1,2,1,1,0,1,1,161,6,134,77,134,77,169,0.649901312221,1.80998794233,117,[ 2.],2,13,23,33,43,53,63,73,78,1,0.559664116019,1,1.5902316376,101.0,1.3
1,1,0,1,26,1,2,2,2,0,1,1,162,6,124,50,50,124,82,0.559857014645,1.33999614804,55,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.479604275379,1,1.38019658233,66.0,1.5
0,0,1,0,26,2,1,0,2,2,1,1,163,6,117,147,117,147,125,0.97984239401,2.17989569653,127,[ 1.7],1,11,21,31,41,51,61,71,76,1,0.719676531238,1,1.79052591317,114.0,1.2
0,0,0,0,26,1,2,0,1,1,1,1,164,6,82,10,82,10,39,0.729894449598,2.45994003317,67,[ 1.6],1,11,21,31,41,51,61,71,76,1,0.379665960874,1,1.69044457725,86.0,1.5
0,0,0,1,26,1,2,0,2,2,1,1,165,6,45,72,72,45,5,0.699893304825,2.58976982266,78,[ 1.5],1,12,22,32,42,52,62,72,77,1,0.629685716458,1,2.09016929108,68.0,1.4
1,1,1,0,26,2,1,2,2,0,1,1,166,6,55,57,55,57,93,0.749874180219,1.87990648323,60,[ 1.6],2,13,23,33,43,53,63,73,78,1,1.37958964273,1,2.59012166735,43.0,1.5
0,0,0,0,26,1,2,0,1,1,1,1,167,6,52,171,52,171,14,0.64984933175,1.6499584006,39,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.469638447281,1,1.88014715581,49.0,1.2
0,0,1,1,26,2,1,0,1,1,1,1,168,6,93,150,150,93,155,1.21981399404,2.39990559385,164,[ 2.],1,12,22,32,42,52,62,72,77,1,0.439550768544,1,1.42018308543,150.0,1.5
1,1,1,0,26,2,1,2,2,0,1,1,169,6,45,159,45,159,169,0.409939627538,2.03999611799,22,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.389571996408,1,1.48013940381,34.0,1.3
0,0,1,1,26,2,1,0,1,1,1,1,170,6,2,0,0,2,52,0.63983663109,nan,178,[ 1.7],1,12,22,32,42,52,62,72,77,0,0.469728586826,1,1.32035173652,165.0,1.4
1,1,1,1,26,2,1,1,1,0,1,1,171,6,159,1,1,159,36,0.439910725796,2.41987540912,3,[ 1.5],2,14,24,34,44,54,64,74,79,1,0.659749958912,1,1.93031071402,16.0,1.0
1,1,1,1,26,2,1,1,1,0,1,1,172,6,131,139,139,131,176,0.399900185477,1.80992995256,142,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.589674575209,1,1.38026659071,126.0,1.4
1,1,1,0,26,2,1,2,2,0,1,1,173,6,131,83,131,83,43,0.459927413629,2.15987239846,115,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.529671985201,1,1.27046700998,99.0,1.3
0,0,0,0,26,1,2,0,1,1,1,1,174,6,155,25,155,25,97,0.599863949381,2.03991739612,170,[ 1.7],1,11,21,31,41,51,61,71,76,1,0.429664263247,1,1.26028184232,158.0,1.3
0,0,0,1,26,1,2,0,2,2,1,1,175,6,21,1,1,21,63,0.569880231586,2.23995146887,177,[ 1.9],1,12,22,32,42,52,62,72,77,1,0.559717598815,1,1.32030215977,166.0,1.0
0,0,1,1,26,2,1,0,1,1,1,1,176,6,34,98,98,34,13,0.49985772975,1.49992232976,118,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.279680172876,1,0.960247258783,102.0,1.0
1,1,0,0,26,1,2,1,1,0,1,1,177,6,144,138,144,138,105,0.439928453237,2.06991914182,164,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.389681365723,1,1.02025555763,148.0,1.0
0,0,1,1,26,2,1,0,1,1,1,1,178,6,146,79,79,146,140,0.659848811945,1.67989103932,61,[ 2.],1,12,22,32,42,52,62,72,77,1,0.469648963561,1,1.99018500541,76.0,1.5
1,1,0,1,26,1,2,2,2,0,1,1,179,6,12,56,56,12,5,0.459850795016,1.98985870025,72,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.379744682743,1,1.70023733742,87.0,1.2
0,0,0,1,26,1,2,0,2,2,1,1,180,6,8,132,132,8,5,0.499904902779,1.91991942727,124,[ 1.6],1,12,22,32,42,52,62,72,77,1,0.499684361359,1,1.69015643117,109.0,1.2
0,0,1,0,26,2,1,0,2,2,1,1,181,6,149,51,149,51,15,0.559865127205,2.2098511706,142,[ 1.6],1,11,21,31,41,51,61,71,76,1,0.369684208123,1,1.04030980361,125.0,1.0
0,0,0,0,26,1,2,0,1,1,1,1,182,6,137,32,137,32,163,0.619834966512,1.7499441886,145,[ 1.7],1,11,21,31,41,51,61,71,76,1,0.339633486601,1,1.69016814931,129.0,1.3
1,1,0,0,26,1,2,1,1,0,1,1,183,6,6,6,6,6,123,0.389931052263,2.09993681218,5,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.559717899281,1,1.48028062243,21.0,1.2
1,1,0,1,26,1,2,2,2,0,1,1,184,6,151,8,8,151,179,0.599929450784,nan,8,[ 1.9],2,14,24,34,44,54,64,74,79,0,0.4496833548,1,1.23026777755,25.0,1.1
0,0,0,1,26,1,2,0,2,2,1,1,185,6,44,105,105,44,97,0.679869706291,1.67995353607,113,[ 1.9],1,12,22,32,42,52,62,72,77,1,0.359725290722,1,1.0703271735,101.0,1.1
1,1,1,1,26,2,1,1,1,0,1,1,186,6,121,59,59,121,140,0.379930370207,1.62018590981,66,[ 1.5],2,14,24,34,44,54,64,74,79,1,0.559674031369,1,1.3402413276,78.0,1.0
1,1,1,1,26,2,1,1,1,0,1,1,187,6,107,143,143,107,46,1.67972668488,2.71986762707,140,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.359675113043,1,1.34020707457,120.0,1.4
0,0,1,0,26,2,1,0,2,2,1,1,188,6,120,134,120,134,101,0.589905933375,2.15995532684,116,[ 1.5],1,11,21,31,41,51,61,71,76,1,0.509634565271,1,1.59018085899,102.0,1.2
0,0,1,0,26,2,1,0,2,2,1,1,189,6,145,141,145,141,14,0.569911179497,nan,163,[ 1.8],1,11,21,31,41,51,61,71,76,0,0.359632146525,1,1.28024414596,150.0,1.3
1,1,1,0,26,2,1,2,2,0,1,1,190,6,1,66,1,66,148,1.1998198411,2.83979108057,4,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.689646241346,1,2.60021609454,19.0,1.4
1,1,0,1,26,1,2,2,2,0,1,1,191,6,140,1,1,140,91,0.44990029064,2.01996861341,2,[ 2.],2,14,24,34,44,54,64,74,79,1,0.469574147739,1,1.50025915119,12.0,1.3
1,1,0,0,26,1,2,1,1,0,1,1,192,6,1,110,1,110,95,0.509886655533,1.95994288758,1,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.89965185103,1,1.77025923833,9.0,1.3
