cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
0,0,0,0,9,1,2,0,1,1,1,1,129,5,126,95,126,95,171,0.869831257289,1.84989256965,115,[ 2.],1,11,21,31,41,51,61,71,76,1,0.379637900693,1,1.55027352598,130.0,1.4
0,0,0,1,9,1,2,0,2,2,1,1,130,5,48,56,56,48,23,0.749860810774,1.94009409883,43,[ 1.9],1,12,22,32,42,52,62,72,77,1,0.389715110527,1,1.40024361495,25.0,1.4
0,0,1,0,9,2,1,0,2,2,1,1,131,5,95,55,95,55,178,1.09984427032,2.34992216521,93,[ 1.5],1,11,21,31,41,51,61,71,76,1,0.559637137518,1,2.25012807212,66.0,1.0
1,1,0,1,9,1,2,2,2,0,1,1,132,5,28,32,32,28,145,0.649871116637,2.17989076988,18,[ 1.9],2,14,24,34,44,54,64,74,79,1,0.449667583376,1,1.60045556115,7.0,1.4
0,0,0,1,9,1,2,0,2,2,1,1,133,5,117,164,164,117,62,1.06974274105,2.48983129935,12,[ 1.9],1,12,22,32,42,52,62,72,77,1,0.489644712177,1,1.52060406171,-5.0,1.3
1,1,0,1,9,1,2,2,2,0,1,1,134,5,41,11,11,41,43,0.909837831407,2.51985681162,26,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.319668902406,1,1.14029402654,6.0,1.4
1,1,1,0,9,2,1,2,2,0,1,1,135,5,47,25,47,25,54,0.909889210485,2.4698727812,57,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.319671005644,1,1.21041655211,30.0,1.2
0,0,0,0,9,1,2,0,1,1,1,1,136,5,5,70,5,70,44,1.00990834994,2.35997233342,13,[ 1.7],1,11,21,31,41,51,61,71,76,1,0.669635836515,1,1.74030460281,-3.0,1.3
0,0,0,0,9,1,2,0,1,1,1,1,137,5,102,135,102,135,133,0.959815852579,2.5500373625,103,[ 1.9],1,11,21,31,41,51,61,71,76,1,0.379719326014,1,1.17033726609,121.0,1.4
1,1,0,0,9,1,2,1,1,0,1,1,138,5,104,22,104,22,22,0.409926317596,1.57991534771,100,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.409712087874,1,1.56025548922,121.0,1.3
0,0,1,1,9,2,1,0,1,1,1,1,139,5,92,96,96,92,92,0.90978044308,1.84985891786,108,[ 1.6],1,12,22,32,42,52,62,72,77,1,0.329669794781,1,1.69019858464,130.0,1.1
1,1,0,0,9,1,2,1,1,0,1,1,140,5,91,107,91,107,168,0.419875530428,1.75992810535,94,[ 1.7],2,13,23,33,43,53,63,73,78,1,0.509681050105,1,1.28023891572,105.0,1.3
0,0,1,1,9,2,1,0,1,1,1,1,141,5,159,139,139,159,13,0.889867595217,2.3399095548,139,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.539641962945,1,1.48025195579,167.0,1.2
0,0,0,1,9,1,2,0,2,2,1,1,142,5,137,12,12,137,136,0.85989616619,2.33993419272,9,[ 2.],1,12,22,32,42,52,62,72,77,1,1.45958044025,1,2.44019670675,-9.0,1.5
1,1,1,0,9,2,1,2,2,0,1,1,143,5,164,21,164,21,135,0.619900889458,1.98990506288,168,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.339674593166,1,1.19025702459,177.0,1.4
1,1,1,0,9,2,1,2,2,0,1,1,144,5,132,134,132,134,101,0.759822643029,2.2499985728,132,[ 2.],2,13,23,33,43,53,63,73,78,1,0.509590911372,1,1.71037794269,167.0,1.2
1,1,0,1,9,1,2,2,2,0,1,1,145,5,44,95,95,44,34,0.319952839414,1.51002688237,86,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.339710047734,1,1.64036418452,70.0,1.2
1,1,0,1,9,1,2,2,2,0,1,1,146,5,7,55,55,7,14,0.329922784158,1.40999512349,57,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.489591530324,1,1.66020371955,32.0,1.1
0,0,0,0,9,1,2,0,1,1,1,1,147,5,3,101,3,101,52,1.44980459425,2.48997371855,7,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.379621675722,1,1.35028872938,-11.0,1.2
0,0,1,0,9,2,1,0,2,2,1,1,148,5,156,53,156,53,83,0.709856640355,2.35996872787,165,[ 1.7],1,11,21,31,41,51,61,71,76,1,1.39957208139,1,2.14028561359,-180.0,1.1
1,1,1,1,9,2,1,1,1,0,1,1,149,5,142,10,10,142,97,0.529923505266,1.74998309899,12,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.50959692062,1,1.45018588109,-1.0,1.4
0,0,1,1,9,2,1,0,1,1,1,1,150,5,46,116,116,46,75,0.99987560855,2.19992139903,113,[ 2.],1,12,22,32,42,52,62,72,77,1,0.319691437091,1,1.17031923834,124.0,1.4
1,1,0,0,9,1,2,1,1,0,1,1,151,5,145,109,145,109,54,0.319913779296,1.74992661205,130,[ 1.7],2,13,23,33,43,53,63,73,78,1,0.439668493778,1,1.38025354824,140.0,1.4
1,1,1,1,9,2,1,1,1,0,1,1,152,5,53,77,77,53,19,0.47988449022,1.88993820389,69,[ 1.9],2,14,24,34,44,54,64,74,79,1,0.359680584386,1,1.29024491595,50.0,1.4
0,0,0,1,9,1,2,0,2,2,1,1,153,5,67,161,161,67,117,0.849847199825,2.05019285182,175,[ 1.9],1,12,22,32,42,52,62,72,77,1,0.509612244205,1,1.36020789597,-173.0,1.1
1,1,0,0,9,1,2,1,1,0,1,1,154,5,91,65,91,65,75,0.169911510806,1.17019905336,84,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.379623178034,1,1.7802186345,71.0,1.2
1,1,1,1,9,2,1,1,1,0,1,1,155,5,127,103,103,127,38,0.349908343931,1.57995981615,106,[ 1.9],2,14,24,34,44,54,64,74,79,1,0.309687540093,1,1.45046921717,116.0,1.5
0,0,1,1,9,2,1,0,1,1,1,1,156,5,0,11,11,0,172,0.619911706108,2.30011841225,14,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.299700769454,1,1.57029033385,-1.0,1.4
0,0,1,0,9,2,1,0,2,2,1,1,157,5,118,166,118,166,63,0.709887587987,2.20985709105,116,[ 1.6],1,11,21,31,41,51,61,71,76,1,0.319607007144,1,1.38016611367,128.0,1.3
1,1,1,0,9,2,1,2,2,0,1,1,158,5,106,75,106,75,177,0.52985980723,1.93986184136,114,[ 1.5],2,13,23,33,43,53,63,73,78,1,0.499612854144,1,1.46044096469,125.0,1.3
1,1,1,1,9,2,1,1,1,0,1,1,159,5,135,120,120,135,119,0.329905357336,1.17999412896,105,[ 1.6],2,14,24,34,44,54,64,74,79,1,3.3193305817,1,4.7699235894,121.0,1.3
0,0,1,0,9,2,1,0,2,2,1,1,160,5,120,123,120,123,118,0.939822781242,2.71976318752,110,[ 1.7],1,11,21,31,41,51,61,71,76,1,0.399740340357,1,1.83038144008,125.0,1.1
